horas,UVA,UVB,PA,CO,NO,NO2,NOX,O3,PM25,PMCO,SO2,RH,TMP,WSP,WDR,PM10
37,-0.41620765681183913,-0.37014590850177814,0.005709806093515418,-0.09533568756561576,-0.05923058643645197,0.0818529480206139,-0.021030978585159867,-0.3768338893774135,-0.10721090384656853,-0.19886441718706988,0.02710492995252353,0.26382963440372836,-0.381468640792069,-0.32056344089956673,0.19747287408429315,-0.16573245727092725
38,-0.4432409397244223,-0.39538815836107727,0.0037460735446317303,-0.09676662547604228,-0.11270169476233745,0.11627918294983593,-0.05286452526446929,-0.35227968008009564,-0.1351897572038654,-0.17216930052406326,0.006010349807937239,0.21129440713067107,-0.3095177440819067,-0.21172146958344523,0.205809686004499,-0.14901113421323167
39,-0.4623414326410583,-0.41795782612093885,-0.0051851174504845,-0.08920049837451806,-0.15213459110308658,0.14404949069053602,-0.07555010131882688,-0.3068339522504916,-0.15495236197009143,-0.1230742690887312,-0.017270047937801857,0.14284596451699855,-0.2188064776013126,-0.08003121609362301,0.19773254453730196,-0.11118643091071259
40,-0.4661955477022133,-0.43071477479518894,-0.021834364014619263,-0.08629216348681289,-0.18537087332166477,0.15104809579148482,-0.10003547296135125,-0.23185002201856983,-0.16640154362733467,-0.05993710028738322,-0.0414977169563358,0.05736169786308106,-0.10892411921871964,0.06575048214804415,0.17646233867687627,-0.0613930367527092
41,-0.443973791019307,-0.4215046379652156,-0.04534075500371461,-0.09797445521330662,-0.21931293298777177,0.12799265686571584,-0.13492331431975904,-0.12083663748302655,-0.16842940001779053,0.006145210730892181,-0.06632874563622548,-0.04446197368489057,0.019195113377780387,0.21362840723721843,0.14333392794380895,-0.009664204375982121
42,-0.3840723744244239,-0.3758349565612812,-0.07239731255553947,-0.12819632943185746,-0.2575006725227218,0.07287887745100638,-0.18373005265059014,0.026446589523723783,-0.15981828352617236,0.06515265406988233,-0.09016757801309748,-0.1591358498746973,0.16164185519618776,0.34880421720809907,0.10158555834128306,0.03513379973417345
43,-0.2780703287110138,-0.28136595408145054,-0.09869263467148184,-0.17365757033022974,-0.29977496220036476,-0.006687708966780432,-0.24383242756419493,0.20185795614695967,-0.1377637696476321,0.11033672411917045,-0.11045933583321553,-0.2805427137969526,0.3109152923358798,0.4584895739885409,0.05361634663804299,0.06823711689816313
44,-0.12528232153285468,-0.13432742229113817,-0.11955149967991031,-0.22501593173325996,-0.34209509232882457,-0.09462966065918582,-0.3067156013970749,0.38898096578210334,-0.09913838988178723,0.13970985059361982,-0.12434907222367118,-0.3996344067427237,0.45569656807569175,0.5319028740279005,4.398547482711776e-05,0.08965716705759
45,0.06462846878642443,0.056132949897265846,-0.13008462889033853,-0.2690716735880557,-0.37710906417650697,-0.17084882995649672,-0.3598791977808312,0.5653815292773304,-0.04281880948252981,0.15440484298411689,-0.1303386217567968,-0.5049457151964812,0.5822330471027733,0.56266893636939,-0.05710698460706953,0.1026479843928986
46,0.2716110839508275,0.26739693830297273,-0.1280180127082841,-0.29120237039864594,-0.39410900841572377,-0.21748376515679316,-0.38884539138100555,0.7067393487777979,0.030213442438061837,0.15959718454995167,-0.1256644194057742,-0.5840996143585655,0.6760195399315038,0.5483228788560207,-0.11647201978955599,0.11359195800276452
47,0.46823308979733363,0.4676716829236402,-0.11368906891322465,-0.2763189664383613,-0.3791601154218879,-0.22153513131751856,-0.378131134820742,0.7907099128588636,0.11562686661658166,0.16353498415984108,-0.10868890126842937,-0.6253850930550211,0.7234917059574658,0.4913234842150109,-0.17578809777549229,0.1306607625158296
48,0.6250855347876352,0.6240378597622555,-0.08961730159141572,-0.21344107249830876,-0.318720823831203,-0.17850739815023015,-0.3153355053319837,0.801167431101213,0.20420032915491348,0.17549492244844977,-0.07834210617680872,-0.6206713485717311,0.7148641933379252,0.39900036325498667,-0.23169044475871345,0.160899319254404
49,0.7173124273958642,0.7107590414904389,-0.060009424547840466,-0.10430830201971276,-0.20814341717830914,-0.09729439108889426,-0.1996285042791333,0.7355361157302311,0.2841036589543964,0.19797245026170174,-0.03970094310155216,-0.5686626335882354,0.6477989649410552,0.2819370018164375,-0.27592405324115615,0.2044589218450219
50,0.730880418670295,0.7147444262677455,-0.029977983308102,0.03715298942708395,-0.05432661736631982,0.002994625624923335,-0.0428272432563549,0.6044491297365249,0.3446817978612107,0.22701289774433356,0.003946097536395905,-0.4739602859567666,0.5280143807402666,0.1514848007118486,-0.301726594532279,0.2541874802780483
51,0.6671288614198801,0.6393713956404431,-0.004305924675753629,0.18557259681401442,0.1212629693478675,0.09941223016972399,0.13026419107134712,0.4303620462762979,0.37840160663454053,0.25191216890818535,0.04548266506308892,-0.3474264665460017,0.3687720192476672,0.01786205328118379,-0.30517826184795066,0.29703811031174876
52,0.5410035210563017,0.5026516634319923,0.013912994202206208,0.31224324433096334,0.2888536830837565,0.17341786923025967,0.28957500898186284,0.23897734962077155,0.38115340003405146,0.26065707302226976,0.07936134129655861,-0.20350812649574385,0.18794990566681608,-0.11032963278758841,-0.2868726467069478,0.31973284803737617
53,0.3763285752830127,0.3319493937855198,0.02354401091169337,0.3928729552244676,0.419306706358757,0.21278927133154854,0.40762127169598666,0.05427605108190787,0.3539902102882723,0.24456962260631468,0.10225183483702063,-0.05801141866710153,0.005200070923174681,-0.225725125103898,-0.24933692091532456,0.3126758330926692
54,0.19872797541043366,0.15569933176490364,0.024830612094592124,0.414133090907981,0.49244793237417006,0.21356721305295642,0.46683950429055826,-0.1050463844938754,0.3013169529630976,0.20081750454966102,0.11289138657896619,0.07481186164606707,-0.1615932729254954,-0.3222091854313612,-0.19438629854491118,0.27262178967609413
55,0.03115978492694091,-0.0022404816399728897,0.020370621874187266,0.3752658981839987,0.49950761009791966,0.18097687555288403,0.4618664360844542,-0.22789080692762073,0.230538234807467,0.1312683807246438,0.11220960562985872,0.18421728536350357,-0.29859147446420653,-0.3958078751186658,-0.12854283481782722,0.20189887327268413
56,-0.11041966395974921,-0.12775788563606238,0.01366596798561518,0.28878333905975007,0.4450156369914807,0.12964247075546348,0.40113727010272315,-0.3118563978792035,0.15219613264914397,0.045287394365866304,0.10355363541119089,0.2638260060076631,-0.3975225369122253,-0.44359314950243683,-0.05504236497873551,0.11119844235940733
57,-0.2195033344761333,-0.21806284662489353,0.007885602859295949,0.176573152442574,0.344082247547074,0.07907114743132818,0.30321342772049187,-0.36176430810469806,0.07564560759116354,-0.04527134909784007,0.09091980047851721,0.3122638803921488,-0.4561560258699461,-0.46500555601706123,0.01923721904636494,0.014385720444820817
58,-0.29772725446460796,-0.27914342291496974,0.004555602800680147,0.06260459631842702,0.2187521659338684,0.04444783452167823,0.19084469122979372,-0.3863286611503457,0.007637972829473581,-0.12619782748686503,0.07651237444296208,0.3317892748074768,-0.47683899387709366,-0.45991491395805034,0.08672344190008655,-0.07376952173045612
59,-0.3522256984794188,-0.3204408903971024,0.0043338129685167,-0.030134584019127747,0.0955049170944598,0.03161344097440702,0.08728911133343191,-0.39398317456738213,-0.04976905171320278,-0.18515674187273387,0.06090560968271378,0.32700410768879445,-0.46550506401493225,-0.42785173693319134,0.14216612606673357,-0.14025414424078983
60,-0.39176112288336384,-0.3508714034638976,0.0058489238987518895,-0.08653154018165907,-0.004027779296137371,0.04013440977512758,0.009836022187066815,-0.38985899648325884,-0.09622045162690411,-0.21360192198636097,0.04312463067417861,0.30302292288711224,-0.42928202060801834,-0.3683874200882367,0.1836496948149928,-0.17698207486270365
61,-0.4229011604684289,-0.3768352099503572,0.0061463536437844565,-0.10858732766924704,-0.07514521092884927,0.06499425058004936,-0.03935895870534657,-0.3749522170926541,-0.13240434744219726,-0.21067429365969131,0.022747937930742923,0.26269363314317995,-0.3725479344227969,-0.28138532634342833,0.2065746702815224,-0.1833773584962835
62,-0.44719999786030706,-0.400315303337999,0.0021364649540979355,-0.10920168255572255,-0.12514911840270568,0.09561897334583276,-0.069641791105759,-0.3451746448851941,-0.15902989696744335,-0.1803838559310089,-0.0007136478868396907,0.2069029113628197,-0.2970784279438895,-0.16897927477400215,0.2112017038829482,-0.16380175481617554
63,-0.4618013923964656,-0.4190257911914205,-0.008501737258469068,-0.10336285185720792,-0.16305746513096284,0.11791579185715187,-0.09289512394484424,-0.2931746833032287,-0.17704896168772294,-0.1291947587498467,-0.026099309096672428,0.13519561718173345,-0.20302116831003028,-0.036067571504759324,0.19904624823774247,-0.12469535407937019
64,-0.4593630933256722,-0.425436373041953,-0.02642523652774842,-0.10316880296346585,-0.19601198329556696,0.11890660154979987,-0.11912306185643776,-0.21138578485339155,-0.18626547320575723,-0.0660106199741502,-0.05197234975523288,0.047334421859718485,-0.09086342999728517,0.10792587219132184,0.17337400778758633,-0.0751866319822385
65,-0.429633798441629,-0.4078290091883877,-0.04997915203594154,-0.11714484266620562,-0.22990971596482124,0.09185747566919986,-0.15528427364233727,-0.09535313904421405,-0.1853835505326058,-0.0006134131411679406,-0.0770578064312811,-0.0556619890356057,0.037854694657722746,0.25030337355846843,0.13678864804099522,-0.023982376820459946
66,-0.36200537082044504,-0.3529022742000052,-0.07619465887309898,-0.14742560174721175,-0.2675780479630859,0.036891337027622276,-0.2036196489474784,0.05355504298847469,-0.17226243795870239,0.05825565174861709,-0.10022511436046434,-0.17007020313879948,0.17894228584037922,0.37775573150614344,0.09240240885224202,0.021106718853583978
67,-0.2496362246500235,-0.2505187392291868,-0.10049006094986546,-0.19011986834989583,-0.307861162356822,-0.03815729396941731,-0.2606323518880054,0.22582413597495654,-0.14524816268633253,0.10396936001232375,-0.11924706291854911,-0.2889316102667996,0.32414042675265253,0.4775613805313921,0.042196732645592296,0.05528561114726713
68,-0.09362274972211578,-0.09928414916880746,-0.11839121188288901,-0.23643845806914568,-0.3465794052502746,-0.1183074718086424,-0.31805817120547786,0.4046761348736569,-0.10260763867724149,0.13413466655984294,-0.13146788094135142,-0.4027781311382505,0.46173947040639085,0.5409584747848046,-0.011412328118636333,0.07822699194481958
69,0.09465263742173892,0.08957679679681141,-0.12618334764438643,-0.2732814230278837,-0.3754985082938977,-0.18476056239783048,-0.3631214456615375,0.5681012780116264,-0.04378556350776268,0.15057592715276935,-0.13441208246081204,-0.5001007721300771,0.57821618112213,0.5623010609136725,-0.06773671991577083,0.09356259205571499
70,0.2943879320936457,0.29275130539414235,-0.1219560804342974,-0.2863952119656004,-0.38408439753151624,-0.22018915824951762,-0.381644678139761,0.6930425667846544,0.029318734050108593,0.15763874527391744,-0.12654286094178865,-0.5693404627542771,0.6601489628458099,0.540006933620054,-0.12566301479609351,0.10707092422395648
71,0.47951066316737884,0.4801182602989588,-0.10641001541104995,-0.2631010416291691,-0.3595897508970836,-0.21527977370468182,-0.36030094009405716,0.7603201597376862,0.1115011272990792,0.16278312283661509,-0.10696228713114157,-0.6006443812583757,0.6957522781952403,0.4765600398335816,-0.18209977322447185,0.12584059599197264
72,0.6227756720294857,0.6212881930466552,-0.08223653532218675,-0.19498057369067687,-0.2913006682970973,-0.1675442498977807,-0.2896410089864187,0.7572853267749137,0.19452281254264808,0.17353183582240098,-0.07608732332761675,-0.5873949170909851,0.6770853745045183,0.37939606202440396,-0.23305770917070878,0.1552721428669669
