contaminante,valor
TMP_52,-0.11977877123528435
TMP_53,-0.14640427555496754
TMP_54,-0.17400821198718033
TMP_55,-0.20249739053248064
TMP_56,-0.22904931857118155
TMP_57,-0.2489648129065074
TMP_58,-0.2559539503481204
TMP_59,-0.24446149579570653
TMP_60,-0.21053775099134447
TMP_61,-0.1552726605019089
TMP_62,-0.08479994028452673
TMP_63,-0.008217450098843703
TMP_64,0.06497864804328378
TMP_65,0.12563933389126422
TMP_66,0.16689994450447268
TMP_67,0.1857490986421466
TMP_68,0.18194204062930538
TMP_69,0.15728122234854514
TMP_70,0.11655576227103007
TMP_71,0.06561201611708359
TMP_72,0.011106753923090401
WSP_1,-0.12608058581541698
WSP_2,-0.19046080797648396
WSP_3,-0.2372066576073639
WSP_4,-0.2728355677774187
WSP_5,-0.3007424715096025
WSP_6,-0.3210901472204976
WSP_7,-0.3325689456267866
WSP_8,-0.3297183363384967
WSP_9,-0.31086105976906664
WSP_10,-0.27285001545318716
WSP_11,-0.21492371463618284
WSP_12,-0.14443060466403107
WSP_13,-0.07092380489692253
WSP_14,-0.007784355765940824
WSP_15,0.0373581001374122
WSP_16,0.06519993060149842
WSP_17,0.08013929846555808
WSP_18,0.08622012804414712
WSP_19,0.08323699728318089
WSP_20,0.07181588073665357
WSP_21,0.049702080548730064
WSP_22,0.020238113907617716
WSP_23,-0.016051171820528874
WSP_24,-0.055690468720944984
WSP_25,-0.09909129732510487
WSP_26,-0.14149821332680662
WSP_27,-0.17986560433720225
WSP_28,-0.212379343796885
WSP_29,-0.2388395273777253
WSP_30,-0.2579088973290317
WSP_31,-0.269011781445255
WSP_32,-0.2664330975264898
WSP_33,-0.24683133598696377
WSP_34,-0.20747046774075178
WSP_35,-0.15033804608244633
WSP_36,-0.08090410321744419
WSP_37,-0.01085778288060732
WSP_38,0.04930603910203871
WSP_39,0.09278101332249028
WSP_40,0.11926446615509224
WSP_41,0.1325943752415179
WSP_42,0.1358070087987065
WSP_43,0.1298722357477401
WSP_44,0.1153957403274452
WSP_45,0.09220826427636176
WSP_46,0.06057698273804074
WSP_47,0.023029180385785566
WSP_48,-0.01603466759708697
WSP_49,-0.05724535851478001
WSP_50,-0.09775179091779407
WSP_51,-0.1358346357719772
WSP_52,-0.16918756359926018
WSP_53,-0.19709712107774457
WSP_54,-0.21795325772138122
WSP_55,-0.22841053571183872
WSP_56,-0.22417073894175876
WSP_57,-0.20169831341296102
WSP_58,-0.16115849626218445
WSP_59,-0.10569361382351562
WSP_60,-0.04051267346056982
WSP_61,0.02403303094640143
WSP_62,0.0780918559613872
WSP_63,0.11711901310703149
WSP_64,0.14059939693811413
WSP_65,0.15089786127043248
WSP_66,0.15183406742059813
WSP_67,0.14412386206178726
WSP_68,0.12736918165363167
WSP_69,0.10222240473356638
WSP_70,0.07006146978393749
WSP_71,0.03348165649076107
WSP_72,-0.006782571861255465
WDR_1,-0.19602956077788491
WDR_2,-0.16806693669025483
WDR_3,-0.14752326940180627
WDR_4,-0.13034335287252988
WDR_5,-0.11063409055671204
WDR_6,-0.08693179203753892
WDR_7,-0.059961111841948016
WDR_8,-0.0349341977852557
WDR_9,-0.016069320785115825
WDR_10,-0.004784302005336058
WDR_11,0.0003387045713258498
WDR_12,0.003908452991150925
WDR_13,0.008276566644977442
WDR_14,0.011024593533172658
WDR_15,0.010333971876962429
WDR_16,-3.489750083056764e-05
WDR_17,-0.021402856244328042
WDR_18,-0.0528799875306637
WDR_19,-0.09274304997912712
WDR_20,-0.13688847579826235
WDR_21,-0.17775952808367895
WDR_22,-0.2061723829691255
WDR_23,-0.21009115914127502
WDR_24,-0.19010369650594441
WDR_25,-0.16071457835224454
WDR_26,-0.13378209864431018
WDR_27,-0.11331980903552724
WDR_28,-0.09364249304771227
WDR_29,-0.07264736128770179
WDR_30,-0.04849649500942117
WDR_31,-0.023401897974050217
WDR_32,0.0005212414827770746
WDR_33,0.021114758495488488
WDR_34,0.033736974245435376
WDR_35,0.03922587990147762
WDR_36,0.04000190736718754
WDR_37,0.03932666325026436
WDR_38,0.03828260556362969
WDR_39,0.033842213520364865
WDR_40,0.01997038048959562
WDR_41,-0.0011205288336635084
WDR_42,-0.030619970397985505
WDR_43,-0.06861835613620068
WDR_44,-0.10622443514530304
WDR_45,-0.13830110576269847
WDR_46,-0.15895023789408774
WDR_47,-0.1614578345189163
WDR_48,-0.1450675632259059
WDR_49,-0.12243344446263915
WDR_50,-0.10163909341119377
WDR_51,-0.08263587366581267
WDR_52,-0.06424840344784011
WDR_53,-0.045755382949911105
WDR_54,-0.02630574034435431
WDR_55,-0.004126057392214166
WDR_56,0.018644335920287976
WDR_57,0.033921210682445
WDR_58,0.04404154314884913
WDR_59,0.047696200036731834
WDR_60,0.04671025731047412
WDR_61,0.0475439870717392
WDR_62,0.04678974282739008
WDR_63,0.03981024486311412
WDR_64,0.025885883289280223
WDR_65,0.0030676833153332225
WDR_66,-0.026485110334000854
WDR_67,-0.058696564180277015
WDR_68,-0.09431500021397021
WDR_69,-0.12416689791456409
WDR_70,-0.14238741279750738
WDR_71,-0.14306172157304134
WDR_72,-0.12797454586749213
PM10_1,0.9100069629369356
PM10_2,0.7947657202697513
PM10_3,0.6792265571157403
PM10_4,0.5813311229525091
PM10_5,0.5125649722520025
PM10_6,0.47604291336243676
PM10_7,0.46271850804958015
PM10_8,0.4640981193648042
PM10_9,0.47136411125683175
PM10_10,0.47536742032284646
PM10_11,0.47310549419430065
PM10_12,0.46445682149598466
PM10_13,0.45091341278298924
PM10_14,0.4342404764188447
PM10_15,0.41602599821765335
PM10_16,0.39925876920400244
PM10_17,0.3902433757095295
PM10_18,0.39542589459365146
PM10_19,0.42122588701574565
PM10_20,0.4674971843224633
PM10_21,0.5286471619732364
PM10_22,0.5914670314581769
PM10_23,0.6375738417832479
PM10_24,0.6408103785175108
PM10_25,0.6051573477998506
PM10_26,0.5352139599225119
PM10_27,0.45993876485688995
PM10_28,0.39511246732193206
PM10_29,0.35149136279930443
PM10_30,0.33138608828512184
PM10_31,0.3304087862659192
PM10_32,0.3399737047573009
PM10_33,0.3499466062920897
PM10_34,0.35541903036075806
PM10_35,0.3531950802669669
PM10_36,0.34465548291432785
PM10_37,0.33443209153680825
PM10_38,0.32296486648706657
PM10_39,0.3099096087005924
PM10_40,0.2977299344748535
PM10_41,0.2936828211127991
PM10_42,0.303086149664877
PM10_43,0.32782500029917516
PM10_44,0.36913741162331415
PM10_45,0.4194899600723379
PM10_46,0.4699409242504678
PM10_47,0.5044594189273375
PM10_48,0.5077116474816623
PM10_49,0.47824509322855785
PM10_50,0.42488600257670084
PM10_51,0.3662919644698053
PM10_52,0.31653597316902343
PM10_53,0.2834994046684817
PM10_54,0.2694998089729981
PM10_55,0.270155610400473
PM10_56,0.2789253548645334
PM10_57,0.290263802591571
PM10_58,0.2980587489183362
PM10_59,0.3005883073476734
PM10_60,0.2979183537030152
PM10_61,0.29216284852557817
PM10_62,0.28451208443856213
PM10_63,0.27467468757624014
PM10_64,0.26561054279031066
PM10_65,0.2634917086569649
PM10_66,0.2737543022546533
PM10_67,0.29957958487075986
PM10_68,0.33972457476847706
PM10_69,0.3868548132618571
PM10_70,0.4320476271834488
PM10_71,0.4631765656663135
PM10_72,0.4667535207500839
