,horas,UVA,UVB,PA,CO,NO,NO2,NOX,O3,PM25,PMCO,SO2,RH,TMP,WSP,WDR,PM10
20,20,0.2770216754091418,0.26631658364570254,0.052480545768293634,0.14903706603506248,-0.01567502683149353,0.24028984195566508,0.06595934176680376,0.43422842049520666,0.449042736128632,0.33547980959722923,0.13870182323382876,-0.4056320958146624,0.2843561296188249,0.04769953093667722,-0.17888749348542637,0.4114444258228242
21,21,0.3296366129271373,0.32128061375947403,0.06559833438757677,0.19022208586837352,0.029041417080699496,0.2688845837446192,0.11134536610901001,0.410572517717799,0.4906600378709445,0.3439452237121603,0.154828059597613,-0.387206555028712,0.25335183639006326,-0.008817152611687772,-0.20740154623654938,0.429793829974008
22,22,0.3482359079542168,0.3378907356846826,0.08018399706740291,0.24743101949502652,0.092609463973393,0.30985499432269,0.17598165382066797,0.35465805847961146,0.5258403871454571,0.35581944762416956,0.1751358521149693,-0.3483538781177022,0.19860205609768508,-0.07382930498833111,-0.22539449834896927,0.4521767952927558
23,23,0.32931136320061505,0.3123615611621208,0.09384308694178453,0.3110533183062425,0.1698338295489801,0.3504922402167261,0.2515337183346985,0.27298841608536684,0.5457885366332155,0.3650882287312994,0.19976900257498395,-0.29118911694317345,0.12344980761452509,-0.14231418142060132,-0.22916228658356352,0.47136028802289603
24,24,0.2756171631194771,0.2508077309352839,0.10521922072684423,0.36519777053331937,0.24894292423459555,0.37438522384970885,0.32312185180468006,0.1759839097569759,0.5374581348050488,0.3646028207132106,0.22000499420597744,-0.2223077888744175,0.033907005404328824,-0.20634060247874417,-0.2168573689192635,0.4741648633260993
25,25,0.19687389113636777,0.16761069866691006,0.11202081074737702,0.4067752499986068,0.3200278957992827,0.38212107835371983,0.3829596992163659,0.07593414127279251,0.5155895090274915,0.35420098811149664,0.2340116792292826,-0.14804126536476825,-0.05759111730448394,-0.2632738375276959,-0.19213668122899696,0.4665506895141408
26,26,0.10589484086940497,0.07870917982910616,0.11515595525104348,0.41755236278482066,0.3644092836466123,0.3668744623207873,0.4137520093139552,-0.014309469051118082,0.46867410343894755,0.3278551505918835,0.2369906770709848,-0.07762137592623057,-0.1446112493485927,-0.305906745115106,-0.15545191433678593,0.4364601645490486
27,27,0.0158557319842271,-0.004157491804207386,0.11513333107542839,0.39349961295459196,0.36827542097750715,0.34161272385297387,0.40858905825215724,-0.08695165724522907,0.41236163277623533,0.28800664237893564,0.23317650046099658,-0.018486024763848127,-0.21623621504451007,-0.3326987593570409,-0.11608089834706178,0.3899415098833589
28,28,-0.06427694683942255,-0.07541218319653145,0.11321587034868849,0.3381495429792133,0.3298794551718655,0.3133244222893898,0.36838416544242153,-0.13874405371036969,0.3545864577142861,0.2397412216482901,0.22655023965825885,0.02473447939268577,-0.2666051801183817,-0.3444826397319267,-0.07341802646238543,0.3331732166755193
29,29,-0.12918199992726231,-0.13226897278062524,0.10980658598290148,0.27020700913314033,0.26792358602657557,0.28526342423647855,0.3092322287123076,-0.17029991576480089,0.30012223546479905,0.19281981477048682,0.2194180681381664,0.05087952446066739,-0.2943577054362126,-0.3427830007530846,-0.03550007147043226,0.2781282755126675
30,30,-0.1783759814487333,-0.1748338497938204,0.10616917817708932,0.20780400701298476,0.20230030344267608,0.26150702182943353,0.24853221640508716,-0.18458776065040614,0.2509957442042152,0.15438662016626253,0.21160694949403192,0.06074588195087961,-0.3019622075058916,-0.32843920086024125,0.0016075331028927837,0.23140191654334893
31,31,-0.21251295981140136,-0.20309670460588644,0.10348548489134547,0.15768067697191823,0.14309928753870127,0.24438579785856931,0.19521388049983962,-0.18466507164475654,0.21026725578417269,0.12724035462806735,0.2021433307589481,0.05640459711341197,-0.29209066450914317,-0.3030430994529622,0.03471330672486101,0.19576542089874166
32,32,-0.23352988111369685,-0.21905633003153938,0.10153809143926026,0.12084549427388526,0.09090282717303438,0.23576408104247204,0.15033167025344354,-0.17352183478763775,0.17758197815893087,0.11205206065523209,0.19136972161029533,0.04024701448900688,-0.2677239400687658,-0.2650371726231252,0.0640202924592895,0.1718016266549273
33,33,-0.2437543105804401,-0.22562054417409944,0.0993116744974582,0.09642058598685664,0.046164036527600226,0.23578831805242484,0.11427845572531467,-0.1536592693773346,0.15262706926370284,0.10696772104407577,0.1774616963628694,0.014595890554902399,-0.23152872931832919,-0.21704732501176324,0.08600561796700436,0.1590275427444666
34,34,-0.2450290594161783,-0.22535690351369644,0.09616848501725754,0.08295667384017671,0.00950678686351382,0.24190209001779128,0.08672657474541212,-0.12614908007945413,0.13528037603175286,0.11343362422499954,0.1612987131090127,-0.01898976506181851,-0.18623291374261403,-0.15932304696888994,0.0963892018362792,0.15848567438972838
35,35,-0.23814122032118037,-0.21928674064027504,0.09195075022678474,0.07629636133043008,-0.019301021655868302,0.24790307572524053,0.06547099839967124,-0.09068521002610494,0.12349056890847881,0.1299745283017839,0.14348782172144198,-0.05918750464702837,-0.13391648980535759,-0.09377095267823199,0.0957434525965776,0.16726589019460356
36,36,-0.22278117682181786,-0.20643731623150782,0.08586729229333319,0.07266099697559114,-0.04108677541933941,0.24702360033967183,0.04762811835734005,-0.04620596670786722,0.11621495812315445,0.1546829037729216,0.12513670601090504,-0.10460222420815998,-0.07637925786173805,-0.023554150867088196,0.08295198697830317,0.18327763397853872
37,37,-0.1979591593591179,-0.18567187925399709,0.07693164060095023,0.0696329629996123,-0.05655854267437141,0.23872429138030982,0.032431636173168646,0.008252257619825922,0.11563302343893331,0.18527081472370344,0.10832186216601941,-0.15539475870034603,-0.014292428716857949,0.045917273769335014,0.060846829069622,0.20562729233281615
38,38,-0.16062967628666477,-0.153787775201665,0.0662938632199986,0.06557303535485752,-0.06770073253777616,0.223640057609306,0.01850563175135423,0.07227438210997214,0.12234662631792351,0.21733242864738994,0.0946189655465908,-0.20984097922346537,0.05062509319567275,0.1090822373376123,0.0352808393859803,0.23101328049878664
39,39,-0.10924108030641441,-0.10898550943972693,0.0554117262798454,0.0580765826435112,-0.07738314182229648,0.201276164932327,0.0034176789023090317,0.14450839660672407,0.13682981889771037,0.24409098091676987,0.08500764602404663,-0.26499104498078835,0.11556220112754534,0.1601264025325388,0.008430907210245225,0.253419626861403
40,40,-0.042494349837011156,-0.04891924841520046,0.046281836434612415,0.04773857007645652,-0.08475313546683058,0.1725540210737742,-0.011791434475787684,0.22097766825797308,0.1579954226268253,0.2621185512440014,0.07695473291496616,-0.3182138890766953,0.17671265554439644,0.19346680361757887,-0.01931907013848534,0.2692103280141331
41,41,0.03788163149593765,0.026203535962303362,0.040507122060199185,0.04111097444956239,-0.08583526523991092,0.14361525952462692,-0.022015511221073068,0.29343224425575776,0.18653587451993536,0.27275098731455527,0.07168916037909899,-0.36421217180117876,0.22804820522104916,0.20436021115988112,-0.04886816413679277,0.2801670415770673
42,42,0.12609052593988682,0.11208775173719342,0.0396578219963375,0.04252537499317966,-0.07804667155799985,0.1232133345743064,-0.022474824410982704,0.3513215268207216,0.22145302534647943,0.2774248024353301,0.07078727083399633,-0.3979103468615499,0.2634198820789791,0.19363515555621855,-0.08102557253235065,0.2880261756668245
43,43,0.21220032057009133,0.19949674181740462,0.04388234598435751,0.055734174024553815,-0.05980971358423978,0.1190045904297237,-0.009254949051729192,0.385560704874097,0.260763350205838,0.2795334636212889,0.07424788856519854,-0.4152961785479988,0.27807153846952554,0.16379759863734733,-0.11535687440524361,0.2963897209762389
44,44,0.28479119244954915,0.2747578048825853,0.05244519534027608,0.08235967406849382,-0.030268476231187936,0.13307191711653116,0.019126472027696885,0.3902005772257404,0.3010383035053962,0.28318923342665503,0.08388019359288172,-0.413416748900801,0.26912556098768625,0.11880858373242574,-0.1456671347373883,0.30857464649431704
45,45,0.33196018283800727,0.323202050066498,0.06477648336264745,0.12382264558772094,0.014581424897172516,0.1634657324434656,0.06520622775512565,0.3631276973329541,0.3387650742726917,0.2887676554990715,0.09833905926827069,-0.3911328872678363,0.23582586818701126,0.06147034038608135,-0.1684561874010249,0.3244584874687973
46,46,0.34499777947265053,0.3336746993035084,0.07808452808082217,0.17866647479804293,0.0753858427916258,0.20467550107646015,0.12769600482308613,0.3070535327906864,0.36954572622890236,0.29598273378663875,0.11833737998340724,-0.3496627166503162,0.18013804626192473,-0.004733443907975154,-0.181381906510369,0.3433946220596675
47,47,0.3216297671198335,0.3035693818182768,0.09097501312565244,0.2395511978833557,0.14753343357388987,0.24614344755030484,0.19942059374785834,0.22834567843338427,0.38790455161457404,0.30257496833427755,0.1397929690783956,-0.29185449681575515,0.10606530013435092,-0.07345339145988584,-0.18268901825850437,0.3596697988503529
48,48,0.26604670969427874,0.24014143872052424,0.10129566836144958,0.2930263281299121,0.2209671113307897,0.27486823714114234,0.26801532868247924,0.13665428106847455,0.3855185022654485,0.30129625379629804,0.15776748146086148,-0.2239898325688622,0.02049061740231748,-0.13790284760393778,-0.17114040146625034,0.3638860246362096
49,49,0.1876017558940174,0.15757477186800592,0.10727636706184619,0.3339143377798789,0.2861782731511609,0.2895424121322564,0.32537429296403986,0.04330988074638981,0.36950804431484463,0.29233164642125103,0.17142600514158604,-0.15152755992881267,-0.06821298765608304,-0.195319100543265,-0.14848599399962564,0.3588763675373863
50,50,0.09779425199519218,0.07025781295787065,0.11002455416485811,0.3486844824122497,0.32807308672609586,0.2845236988660445,0.35750938036057356,-0.04050876441021854,0.33621635559765206,0.27019532719697925,0.17652590459573703,-0.08333858513976455,-0.15113827389623055,-0.2394382639949755,-0.11511639957595174,0.33681175356141485
51,51,0.009280605962043125,-0.01045537525709204,0.10926753800956376,0.331540660329702,0.3335201224004775,0.26805891132362425,0.3565101746552632,-0.10790096212687864,0.29317363652995493,0.23672175220272942,0.1748139259966625,-0.02576880021582729,-0.21983119210621113,-0.2682094818333229,-0.07860513903858958,0.29992536512457646
52,52,-0.06912582525100236,-0.07987149296307818,0.10679811776851947,0.28515351112151266,0.300823520773027,0.2472608025861094,0.32333351786925935,-0.1560262882583544,0.24802102777557217,0.19551497882811866,0.1703769161459395,0.01596394186923914,-0.2677275393487534,-0.2833157104858322,-0.04183344518866742,0.2540332823792879
53,53,-0.13277275135374958,-0.13520262329925178,0.10324221006732308,0.22533285325637356,0.24515387068402544,0.22408318352021703,0.2708710103808383,-0.1851989619680023,0.2032568654382506,0.15470544266416006,0.1623193754325227,0.040758946878031735,-0.2939947043066623,-0.2850148592692708,-0.0055674313159887225,0.20729528880781153
54,54,-0.18038224419389118,-0.1757911851653575,0.09994002634474464,0.16856420295374364,0.18442493886993155,0.20309990312151668,0.21505992007413738,-0.1980076940009463,0.16248977204196943,0.12109621033325312,0.15421359652908906,0.05023172016771715,-0.3006259075170076,-0.27333775590615084,0.026974450613081992,0.16782468145719776
55,55,-0.2138260746802965,-0.20323829590664588,0.0972002172192895,0.12230805740479447,0.1279141808904656,0.1880499011647098,0.16458970674538015,-0.19702320415899144,0.12853276034108224,0.09723685791733257,0.14633578713546702,0.04548185131899752,-0.2900700734449967,-0.24866795863132637,0.056405371168631126,0.13774388279665845
56,56,-0.23374705759835404,-0.218327729606761,0.094757323071042,0.08869608766349957,0.07809869496448255,0.18104178432488424,0.12215393163385117,-0.18478347607898674,0.102252058610328,0.08490266845951988,0.13605889605904986,0.029223035919351884,-0.26533162311236336,-0.21203709667904508,0.08096198657631143,0.11823474603216261
57,57,-0.24327980277251948,-0.22399292008474234,0.09273375206498746,0.06677895201933236,0.03539485618437475,0.18212929340316567,0.08807994226505887,-0.16410706565905422,0.08243471377158187,0.08495230297699698,0.12430749966654087,0.0033854429505081572,-0.22927210418842167,-0.16391462171118576,0.0970765668207886,0.11143422899030726
58,58,-0.24340896610209778,-0.2226153327192338,0.08977997672932378,0.0534366094303602,-0.001054182201594002,0.18690988164993938,0.0602590800499342,-0.1352143558410159,0.0695657619168762,0.09496243557483368,0.1107530514038916,-0.03068482905628494,-0.1835381293449027,-0.10556835324485095,0.10348571082485189,0.1152956122568201
59,59,-0.23501871119807394,-0.21512741620716055,0.0851214379442688,0.04736542351648075,-0.02988208217675023,0.19306823522290692,0.0390418624331829,-0.09825231626230423,0.06384344256937034,0.1157412711413188,0.09643563920836519,-0.07085900821105054,-0.1307597696310976,-0.04063157038172364,0.09924059190302695,0.13014835107256426
60,60,-0.21824203319505633,-0.2015213247821987,0.07791078239261637,0.045622042996067404,-0.05095330950336612,0.1954416230795872,0.022825199932774456,-0.052407755040691166,0.06387997895477016,0.14305810564183258,0.08250114671655175,-0.11670583816491974,-0.07225655456546234,0.02773718073533742,0.08289879955283057,0.15211824440696586
61,61,-0.1915158917216916,-0.17913908833219402,0.06852538938853965,0.04512098487715412,-0.06528081495045521,0.19095857899977464,0.009811828014073768,0.002793440117204277,0.06904749418996076,0.17452886870548112,0.06861175054910706,-0.1665306239537763,-0.0099040741773578,0.09238261207358167,0.06146576777462422,0.17828366684570335
62,62,-0.15296263239012653,-0.1459252640324045,0.057475590470307425,0.04290183078650705,-0.07503051650634238,0.1778589355479282,-0.0023413944445959153,0.06749296507544494,0.08159744601792142,0.20587943224248878,0.05833398899455792,-0.2190427046795112,0.05394947579174893,0.1496890109360346,0.03663150803813927,0.20512738144680875
63,63,-0.09969340116649747,-0.09878805091733565,0.04724328664447594,0.03704106130885158,-0.08293797244785402,0.15734821134469582,-0.015411556243670048,0.13920749544031674,0.10042155141579882,0.23278620246745046,0.051542494658930314,-0.27213087496879246,0.11717506244553656,0.19551060972621911,0.009851255999061871,0.22865458354381543
64,64,-0.03204759054857199,-0.037288581135763256,0.03908480768353268,0.02839854494137918,-0.08931737891198083,0.1317898098043395,-0.028832663490698678,0.2131355121966962,0.12539613872341526,0.2506031362805808,0.04813014909532932,-0.3223585675359241,0.17579500458538339,0.22350614038960745,-0.01884282329549406,0.24543814852472443
65,65,0.04839638404985223,0.03828518943227064,0.03438492353185679,0.02229112898269507,-0.08966979646468953,0.10611254298947044,-0.037427458111603154,0.28118851833805175,0.1560425843515756,0.2589528829015631,0.048100877289782164,-0.36510882678731893,0.22385829931339632,0.22961130673912514,-0.046518521155842756,0.2565099352823571
66,66,0.1350701810521885,0.12285029755922502,0.03433918757760967,0.02466404752688077,-0.08164990440187327,0.08930721486097923,-0.036483463741944014,0.33397681886200414,0.19148709223998783,0.2623790083046264,0.05196820676023716,-0.3953164451885554,0.255215946525769,0.21535354221363429,-0.07748293815675814,0.2644238790750759
67,67,0.21806079604921516,0.20652319219371687,0.03987116930547718,0.03954837514302633,-0.06279932484957278,0.08884776842637385,-0.021521510040728227,0.36307448085955313,0.2311311609331391,0.2633982426102825,0.06081803218935381,-0.4084528615362952,0.2658728990156772,0.18183457962166505,-0.10745181472294027,0.27338770565242526
68,68,0.28574575886215275,0.27598881464918007,0.04973766530227297,0.06816016850828345,-0.03133408841010912,0.10577190480579113,0.009345873808901464,0.363039276435107,0.27134773954969865,0.265803459883719,0.07551322204233298,-0.4027172957672079,0.2533108702095582,0.13447067418045905,-0.13503848269405486,0.2858408602222637
69,69,0.32766041140476243,0.31840348713575917,0.06196050018474563,0.11045948100738698,0.014611684403882854,0.13736155264119088,0.05670294996700915,0.3321998985296041,0.30752393035520376,0.270613383051582,0.09563955055944472,-0.37705223749049965,0.2171807896862772,0.07520461801372204,-0.1566113267387278,0.30159103011256083
70,70,0.33627040951836823,0.323879404893203,0.07508379606021678,0.16522062258535924,0.07624576402152745,0.17723527599547068,0.11943121702630295,0.27377096811112206,0.33677259012448857,0.27720356414249075,0.11789712808489329,-0.33299163805847065,0.15993263329193652,0.008377380671841982,-0.1668956547203112,0.3193455374228451
71,71,0.31011513956928827,0.2912604127032562,0.08634220740509922,0.22454907794853562,0.1477665565959415,0.21649915604532252,0.18994384076641238,0.19491805100997475,0.3524059883720642,0.2817109006596212,0.13963032436427114,-0.27456038258905013,0.08587547680427372,-0.059695093984755525,-0.1663614182389728,0.33322973873642053
72,72,0.2533496757270239,0.22761201613860274,0.09527377049212929,0.2775324900064032,0.21885604667561637,0.24569387831742825,0.2567985712840115,0.1053689713365182,0.3523467818894245,0.27958518091132833,0.15852827484661497,-0.2063948151848987,0.0010213948192551324,-0.12486058240600419,-0.15370823499932873,0.3377705569730407
