	fecha	prediccion	medicion
161	2015-01-02 13:00:00	pred_12	31.70030524987943
162	2015-01-02 13:00:00	pred_2	21.94417938608545
163	2015-01-02 13:00:00	pred_9	25.935159323706554
164	2015-01-02 13:00:00	pred_7	26.54897217723295
165	2015-01-02 13:00:00	pred_1	24.26205501589439
166	2015-01-02 13:00:00	pred_8	30.19130587617143
167	2015-01-02 13:00:00	pred_10	30.75938622716129
168	2015-01-02 14:00:00	pred_3	105.19083840108769
169	2015-01-02 14:00:00	pred_1	105.20921929415354
170	2015-01-02 14:00:00	pred_11	113.65457336278631
171	2015-01-02 14:00:00	pred_8	117.1392463889807
172	2015-01-02 14:00:00	pred_7	113.9495449096662
173	2015-01-02 14:00:00	pred_2	108.40163290902659
174	2015-01-02 14:00:00	pred_10	115.58690747950509
175	2015-01-02 14:00:00	pred_6	104.14508405199498
176	2015-01-02 14:00:00	pred_9	119.00901628473656
177	2015-01-02 14:00:00	pred_5	110.20743469125101
178	2015-01-02 14:00:00	pred_4	102.46063716196214
179	2015-01-02 14:00:00	pred_12	112.63520551762642
180	2015-01-02 15:00:00	pred_12	76.18648235347985
181	2015-01-02 15:00:00	pred_7	73.6668401808867
182	2015-01-02 15:00:00	pred_4	70.97031430936701
183	2015-01-02 15:00:00	pred_8	74.54196168049538
184	2015-01-02 15:00:00	pred_10	79.9955396640528
185	2015-01-02 15:00:00	pred_2	71.1582420305447
186	2015-01-02 15:00:00	pred_11	75.35368579298273
187	2015-01-02 15:00:00	pred_1	70.47880926574456
188	2015-01-02 15:00:00	pred_3	71.41430646567737
189	2015-01-02 15:00:00	pred_5	72.14794508492635
190	2015-01-02 15:00:00	pred_9	76.38088663893714
191	2015-01-02 15:00:00	pred_6	74.43805268421724
192	2015-01-02 16:00:00	pred_8	91.18742338185919
193	2015-01-02 16:00:00	pred_3	98.97379738104296
194	2015-01-02 16:00:00	pred_4	88.8144733806458
195	2015-01-02 16:00:00	pred_1	97.9365331215064
196	2015-01-02 16:00:00	pred_11	81.93553182449087
197	2015-01-02 16:00:00	pred_9	92.0662455292972
198	2015-01-02 16:00:00	pred_2	96.89536005536071
199	2015-01-02 16:00:00	pred_12	75.8305768053271
200	2015-01-02 16:00:00	pred_7	87.93390365916258
201	2015-01-02 16:00:00	pred_6	88.53253626499527
202	2015-01-02 16:00:00	pred_10	85.75605677917105
203	2015-01-02 16:00:00	pred_5	90.23458381863553
204	2015-01-02 17:00:00	pred_3	14.15092886928594
205	2015-01-02 17:00:00	pred_2	15.427533881398812
206	2015-01-02 17:00:00	pred_4	16.844261842919185
207	2015-01-02 17:00:00	pred_5	16.431054213522536
208	2015-01-02 17:00:00	pred_10	18.759510810902547
209	2015-01-02 17:00:00	pred_9	20.690105274161105
210	2015-01-02 17:00:00	pred_1	18.584262189204907
211	2015-01-02 17:00:00	pred_12	18.66944103917021
212	2015-01-02 17:00:00	pred_11	21.318059169386718
213	2015-01-02 17:00:00	pred_7	18.164142200109005
214	2015-01-02 17:00:00	pred_8	19.89116362808239
215	2015-01-02 17:00:00	pred_6	19.419541956416627
216	2015-01-02 18:00:00	pred_4	77.7490179887141
217	2015-01-02 18:00:00	pred_10	92.03357334232264
218	2015-01-02 18:00:00	pred_5	84.45185735715529
219	2015-01-02 18:00:00	pred_1	82.44810258589712
220	2015-01-02 18:00:00	pred_9	95.4619508466852
221	2015-01-02 18:00:00	pred_11	87.41015306910683
222	2015-01-02 18:00:00	pred_3	81.32543488336512
223	2015-01-02 18:00:00	pred_2	81.06656672096851
224	2015-01-02 18:00:00	pred_12	82.56919925421222
225	2015-01-02 18:00:00	pred_7	86.95760705693445
226	2015-01-02 18:00:00	pred_6	81.63075570471486
227	2015-01-02 18:00:00	pred_8	91.64287977671415
228	2015-01-02 19:00:00	pred_7	15.427095759993675
229	2015-01-02 19:00:00	pred_11	25.45623547325997
230	2015-01-02 19:00:00	pred_5	16.711146876725007
