contaminante,valor,horas
hora,-0.0005356036596665876,10.0
hora,-0.00044800422247295196,11.0
hora,-0.0005061645885913913,12.0
hora,-0.000610298134554095,13.0
hora,-0.0007134756425632645,14.0
hora,-0.00025963889626698833,15.0
hora,5.888015807115391e-05,16.0
hora,0.00011264273626516518,17.0
hora,0.00020127300158930036,18.0
hora,0.0003247642189153155,19.0
hora,0.0002841262979177609,20.0
hora,0.0002228909099511545,21.0
hora,0.00019114044845039,22.0
hora,0.00039869737840963256,23.0
hora,0.0008269310132283313,24.0
hora,0.001394356175914335,25.0
hora,0.001049326405529995,26.0
hora,0.00030646505271702694,27.0
hora,-0.00029609196359336185,28.0
hora,-0.0010018936016108315,29.0
hora,-0.0011594422169382422,30.0
hora,-0.0014695120669681052,31.0
hora,-0.0014121805136530338,32.0
hora,-0.0013634733163593962,33.0
hora,-0.0011815460088660948,34.0
hora,-0.001025188105224801,35.0
hora,-0.0009858614673037525,36.0
hora,-0.0009713320374823582,37.0
hora,-0.0009413005636071108,38.0
hora,-0.00034638562754305,39.0
hora,0.00011605391981178184,40.0
hora,0.00031636765766629855,41.0
hora,0.0005505815141253196,42.0
hora,0.0008157459734270692,43.0
hora,0.0009116085823355235,44.0
hora,0.0009836013934442596,45.0
hora,0.001085330430737847,46.0
hora,0.0014218282620606453,47.0
hora,0.0017370105151314113,48.0
hora,0.002190707855268319,49.0
hora,0.0017532047837981314,50.0
hora,0.0009324687431577519,51.0
hora,0.00024984085567084476,52.0
hora,-0.0005376589414661368,53.0
hora,-0.0007742707436277845,54.0
hora,-0.0011608196812487848,55.0
hora,-0.0011766107935584423,56.0
hora,-0.00119445649175277,57.0
hora,-0.0010668766632429736,58.0
hora,-0.00094900126995856,59.0
hora,-0.0009306598311193948,60.0
hora,-0.0009244594055195478,61.0
hora,-0.000896836014082212,62.0
hora,-0.00030285160830243564,63.0
hora,0.00016331774100984434,64.0
hora,0.000363488203777806,65.0
hora,0.0005988594913305836,66.0
hora,0.0008618805374152842,67.0
hora,0.000955299536154712,68.0
hora,0.0010246171622842924,69.0
hora,0.001122165176651349,70.0
hora,0.0014560988322721584,71.0
hora,0.001772568604117725,72.0
dia,-0.02590424357360603,1.0
dia,-0.026153743091118266,2.0
dia,-0.026437751900477865,3.0
dia,-0.026584260079706507,4.0
dia,-0.026566556277347015,5.0
dia,-0.02638723502113984,6.0
dia,-0.0260576868156481,7.0
dia,-0.025600652370386615,8.0
dia,-0.02501687835528868,9.0
dia,-0.02429325883631806,10.0
dia,-0.02344500549239164,11.0
dia,-0.02248504737285995,12.0
dia,-0.02149138781673827,13.0
dia,-0.020488730261654823,14.0
dia,-0.019551686142636877,15.0
dia,-0.018632656918367654,16.0
dia,-0.017747030351503455,17.0
dia,-0.016883686919954035,18.0
dia,-0.016048794987680408,19.0
dia,-0.015200230076452048,20.0
dia,-0.014325669473126476,21.0
dia,-0.01351592028858735,22.0
dia,-0.012732837981612078,23.0
dia,-0.011775017899646321,24.0
dia,-0.010477787490769244,25.0
dia,-0.009240967314787329,26.0
dia,-0.008189922985084724,27.0
dia,-0.007327696157694641,28.0
dia,-0.006658790556395326,29.0
dia,-0.00623429557288766,30.0
dia,-0.006010726840998387,31.0
dia,-0.006019667343177381,32.0
dia,-0.006255853996387697,33.0
dia,-0.006723638050660689,34.0
dia,-0.007342888482142918,35.0
dia,-0.0080602325503344,36.0
dia,-0.0088816218086368,37.0
dia,-0.00976076088434616,38.0
dia,-0.01067035564336598,39.0
dia,-0.011592609772844653,40.0
dia,-0.01248215354511914,41.0
dia,-0.013368196477913711,42.0
dia,-0.014260903908264915,43.0
dia,-0.015171338702714553,44.0
dia,-0.01607607581564444,45.0
dia,-0.016929441636231,46.0
dia,-0.01779013359068337,47.0
dia,-0.018652072685174607,48.0
dia,-0.019552028455289878,49.0
dia,-0.020411823533520102,50.0
dia,-0.021250711315770287,51.0
dia,-0.0220712953325071,52.0
dia,-0.022862363329039553,53.0
dia,-0.02352121243166739,54.0
dia,-0.024120127397023235,55.0
dia,-0.024673055094387983,56.0
dia,-0.025163467067946275,57.0
dia,-0.02559290378181385,58.0
dia,-0.025988828181654995,59.0
dia,-0.02641858885570886,60.0
dia,-0.026796748090791564,61.0
dia,-0.02710239742801745,62.0
dia,-0.02734935782406702,63.0
dia,-0.02752550284083835,64.0
dia,-0.02770539311949512,65.0
dia,-0.027918145164499246,66.0
dia,-0.02807852970214809,67.0
dia,-0.028205468174251146,68.0
dia,-0.028367418392637712,69.0
dia,-0.028526356669800846,70.0
dia,-0.028663726203874567,71.0
dia,-0.0287601657621946,72.0
mes,-0.13643592145661332,1.0
mes,-0.13613916408031823,2.0
mes,-0.1357314020791665,3.0
mes,-0.13520583892241164,4.0
mes,-0.13455146173192556,5.0
mes,-0.1337631735766976,6.0
mes,-0.13288049161558665,7.0
mes,-0.13190818285732656,8.0
mes,-0.13086318795457885,9.0
mes,-0.12975498610783046,10.0
mes,-0.1285679480238894,11.0
mes,-0.1272988383313296,12.0
mes,-0.12594884120723537,13.0
mes,-0.12452591691450461,14.0
mes,-0.12306992441535022,15.0
mes,-0.1216005740946103,16.0
mes,-0.12011949492579514,17.0
mes,-0.11861948156889436,18.0
mes,-0.11711427573242658,19.0
mes,-0.11561130219179203,20.0
mes,-0.11412535237210338,21.0
mes,-0.11265393017314572,22.0
mes,-0.11121230959059299,23.0
mes,-0.10961983535420672,24.0
mes,-0.10776536381237035,25.0
mes,-0.10598052552960337,26.0
mes,-0.10430434530370207,27.0
mes,-0.10278812656650763,28.0
mes,-0.10144056776355424,29.0
mes,-0.10024326157755196,30.0
mes,-0.09916051101023324,31.0
mes,-0.09820913794540738,32.0
mes,-0.09740652993158559,33.0
mes,-0.09674345910553404,34.0
mes,-0.09619880021132238,35.0
mes,-0.09576230387291358,36.0
mes,-0.09540822174201057,37.0
mes,-0.09508570254728227,38.0
mes,-0.09479443319790579,39.0
mes,-0.09453819174368473,40.0
mes,-0.09431249395686535,41.0
mes,-0.09411440155179397,42.0
mes,-0.0939471648999844,43.0
mes,-0.09376523168186998,44.0
mes,-0.09358167293287348,45.0
mes,-0.09339905510012865,46.0
mes,-0.09321954072139378,47.0
mes,-0.09303725365469054,48.0
mes,-0.092860171290431,49.0
mes,-0.09268221210347326,50.0
mes,-0.09250352845126487,51.0
mes,-0.09230443548723273,52.0
mes,-0.0920857403041815,53.0
mes,-0.09185866064303148,54.0
mes,-0.09160539187943664,55.0
mes,-0.09133248685629915,56.0
mes,-0.09103643643255382,57.0
mes,-0.09072784113805965,58.0
mes,-0.09040465423619996,59.0
mes,-0.09007853883257405,60.0
mes,-0.08974480070067942,61.0
mes,-0.0893998463692996,62.0
mes,-0.08905104234760552,63.0
mes,-0.08868483222835083,64.0
mes,-0.08837037438292174,65.0
mes,-0.0880360750170399,66.0
mes,-0.08769662643966554,67.0
mes,-0.08734819833801913,68.0
mes,-0.08699149629835952,69.0
mes,-0.08665544276206215,70.0
mes,-0.08632107758585783,71.0
mes,-0.08600316482310359,72.0
PM10mean,0.861099040994381,1.0
PM10mean,0.8560598242389936,2.0
PM10mean,0.8492968417476793,3.0
PM10mean,0.841144147958565,4.0
PM10mean,0.8317595871620812,5.0
PM10mean,0.8213526946761298,6.0
PM10mean,0.8101021829045731,7.0
PM10mean,0.7980011260852385,8.0
PM10mean,0.7851925921653022,9.0
PM10mean,0.7718611134758394,10.0
PM10mean,0.7581462172500356,11.0
PM10mean,0.7441023909107726,12.0
PM10mean,0.7297649924613275,13.0
PM10mean,0.715196316509019,14.0
PM10mean,0.7004387849853345,15.0
PM10mean,0.6855981628055304,16.0
PM10mean,0.6707220446796347,17.0
PM10mean,0.655848723632176,18.0
PM10mean,0.6410305047036704,19.0
PM10mean,0.6263749452035098,20.0
PM10mean,0.6120203155338104,21.0
PM10mean,0.598127765992205,22.0
PM10mean,0.5846490787461825,23.0
PM10mean,0.5720974929880467,24.0
PM10mean,0.5606722506907427,25.0
PM10mean,0.5499188436012288,26.0
PM10mean,0.5399855504564396,27.0
PM10mean,0.5307274097476804,28.0
PM10mean,0.5219557561318136,29.0
PM10mean,0.5136300110853661,30.0
PM10mean,0.5057098943100393,31.0
PM10mean,0.4982053554321483,32.0
PM10mean,0.4910886355076379,33.0
PM10mean,0.4843535234111652,34.0
PM10mean,0.47784023488379396,35.0
PM10mean,0.4716349338980481,36.0
PM10mean,0.4657511208268405,37.0
PM10mean,0.4602569613081044,38.0
PM10mean,0.4550732409580139,39.0
PM10mean,0.4502323255489661,40.0
PM10mean,0.44566666741825567,41.0
PM10mean,0.4412465615976439,42.0
PM10mean,0.4370981894145856,43.0
PM10mean,0.4331356515790843,44.0
PM10mean,0.42938473417922823,45.0
PM10mean,0.4257950310959219,46.0
PM10mean,0.4224674679251947,47.0
PM10mean,0.4192917500338252,48.0
PM10mean,0.41635863307433424,49.0
PM10mean,0.4136795049373908,50.0
PM10mean,0.41119395529957864,51.0
PM10mean,0.40886569789359634,52.0
PM10mean,0.4065998053211535,53.0
PM10mean,0.40439062291400996,54.0
PM10mean,0.4022058887742138,55.0
PM10mean,0.4001341065663873,56.0
PM10mean,0.3981123065510377,57.0
PM10mean,0.39616105771584115,58.0
PM10mean,0.394255310053622,59.0
PM10mean,0.3924076447757293,60.0
PM10mean,0.39055174117796493,61.0
PM10mean,0.3886682671159193,62.0
PM10mean,0.3867087744042608,63.0
PM10mean,0.3848061893501742,64.0
PM10mean,0.3829538421491195,65.0
PM10mean,0.3811506999678566,66.0
PM10mean,0.37933854248658755,67.0
PM10mean,0.37749946061078743,68.0
PM10mean,0.37566167603229916,69.0
PM10mean,0.3738960093889522,70.0
PM10mean,0.3721235496559936,71.0
PM10mean,0.37054424187023977,72.0
PM25mean,0.9963942026781382,1.0
PM25mean,0.9896364653525568,2.0
PM25mean,0.9805197308372839,3.0
PM25mean,0.9694876200331517,4.0
PM25mean,0.9567978603897891,5.0
PM25mean,0.9427238470951066,6.0
PM25mean,0.9274814909315623,7.0
PM25mean,0.9111718673631071,8.0
PM25mean,0.894029911741891,9.0
PM25mean,0.8762382013905519,10.0
PM25mean,0.857947385875095,11.0
PM25mean,0.8392463606507706,12.0
PM25mean,0.8201709940668408,13.0
PM25mean,0.800786972270781,14.0
PM25mean,0.7811564794553592,15.0
PM25mean,0.7613886304253724,16.0
PM25mean,0.741599176542497,17.0
PM25mean,0.721859654505085,18.0
PM25mean,0.7022640629175677,19.0
PM25mean,0.6829475381408829,20.0
PM25mean,0.6640411109064802,21.0
PM25mean,0.6457907665138443,22.0
PM25mean,0.6282487522115571,23.0
PM25mean,0.6119331974493688,24.0
PM25mean,0.5969546294166037,25.0
PM25mean,0.5829207247665569,26.0
PM25mean,0.5698801953019796,27.0
PM25mean,0.5576593818425521,28.0
PM25mean,0.5461585943539031,29.0
PM25mean,0.5353390493936655,30.0
PM25mean,0.5250839187341693,31.0
PM25mean,0.5153497557171677,32.0
PM25mean,0.5060348805982253,33.0
PM25mean,0.4971318495079062,34.0
PM25mean,0.4885636153409223,35.0
PM25mean,0.480397235774353,36.0
PM25mean,0.47262293166784203,37.0
PM25mean,0.46525394665981357,38.0
PM25mean,0.4582320257718593,39.0
PM25mean,0.4515875373024553,40.0
PM25mean,0.44528429489742116,41.0
PM25mean,0.439228047559492,42.0
PM25mean,0.4334467790261899,43.0
PM25mean,0.42789305070351946,44.0
PM25mean,0.42256504242024817,45.0
PM25mean,0.41747038914552376,46.0
PM25mean,0.4126658229963837,47.0
PM25mean,0.40809650462727187,48.0
PM25mean,0.4038487443779983,49.0
PM25mean,0.39992613940075566,50.0
PM25mean,0.3962879855441216,51.0
PM25mean,0.392908464473589,52.0
PM25mean,0.38972997041814494,53.0
PM25mean,0.3867153570312132,54.0
PM25mean,0.38386331743266644,55.0
PM25mean,0.3812126006304394,56.0
PM25mean,0.3787279619922738,57.0
PM25mean,0.3763987833071406,58.0
PM25mean,0.3741803863777056,59.0
PM25mean,0.37206357258061346,60.0
PM25mean,0.3700136322787113,61.0
PM25mean,0.36803162527817546,62.0
PM25mean,0.3660441937336904,63.0
PM25mean,0.36408953732901206,64.0
PM25mean,0.3622406716861915,65.0
PM25mean,0.36045921782392387,66.0
PM25mean,0.3587483414015364,67.0
PM25mean,0.35705826716621486,68.0
PM25mean,0.35542430010305875,69.0
PM25mean,0.3538875138959222,70.0
PM25mean,0.3524087581576248,71.0
PM25mean,0.3510380959549403,72.0
