contaminante,valor,horas
O3,0.42748376776792185,4.0
O3,0.2437900299602921,5.0
O3,0.08783143906488279,6.0
O3,-0.030918350285505734,7.0
O3,-0.11155165737072141,8.0
O3,-0.1589640667494472,9.0
O3,-0.1829920933333031,10.0
O3,-0.19381637647494213,11.0
O3,-0.19771720281999283,12.0
O3,-0.19701483015967167,13.0
O3,-0.18943502969480797,14.0
O3,-0.16933381192541122,15.0
O3,-0.1265652396358452,16.0
O3,-0.051909006143380704,17.0
O3,0.05942708788628274,18.0
O3,0.20519352024359935,19.0
O3,0.3747769315600334,20.0
O3,0.5487220896760162,21.0
O3,0.7014762346426215,22.0
O3,0.8071420793256955,23.0
O3,0.843052228330549,24.0
O3,0.7989925652438876,25.0
O3,0.6870867477867879,26.0
O3,0.5299139012153342,27.0
O3,0.35355558941173426,28.0
O3,0.1827544442705153,29.0
O3,0.03630974432427369,30.0
O3,-0.07581629110648702,31.0
O3,-0.15207067345983438,32.0
O3,-0.1970059784942727,33.0
O3,-0.21900082895512385,34.0
O3,-0.22839361125842345,35.0
O3,-0.2314924680072866,36.0
O3,-0.23090395861891966,37.0
O3,-0.22439541050786482,38.0
O3,-0.20515251218544103,39.0
O3,-0.1629029711295401,40.0
O3,-0.08992813946329509,41.0
O3,0.018598385530290744,42.0
O3,0.16072159446607723,43.0
O3,0.3256588126956203,44.0
O3,0.4937738296337232,45.0
O3,0.6407882968391302,46.0
O3,0.7423434799145274,47.0
O3,0.7777795411393141,48.0
O3,0.7372438813219185,49.0
O3,0.631393158977001,50.0
O3,0.4803817980848552,51.0
O3,0.3099472898043045,52.0
O3,0.1436138952703946,53.0
O3,0.0007779552810315465,54.0
O3,-0.10811897931696027,55.0
O3,-0.1814006494139506,56.0
O3,-0.22397027584066398,57.0
O3,-0.2450304362700291,58.0
O3,-0.2538188640690961,59.0
O3,-0.2562566156285732,60.0
O3,-0.25511654137440215,61.0
O3,-0.24826524602238473,62.0
O3,-0.2293857846341995,63.0
O3,-0.18802646731560213,64.0
O3,-0.11540148129232435,65.0
O3,-0.007790206896166579,66.0
O3,0.13285654484477596,67.0
O3,0.29567709294588057,68.0
O3,0.46188483741062847,69.0
O3,0.6075923516422184,70.0
O3,0.7086442699773223,71.0
O3,0.7445054838393698,72.0
PM10,0.1567496672197135,1.0
PM10,0.20088185432178146,2.0
PM10,0.25886578938808286,3.0
PM10,0.32146186052385145,4.0
PM10,0.37424005829231194,5.0
PM10,0.4031160553881658,6.0
PM10,0.39631083113870746,7.0
PM10,0.3499771361803267,8.0
PM10,0.273726384080882,9.0
PM10,0.1840196230176212,10.0
PM10,0.1015362586764831,11.0
PM10,0.037034064594650445,12.0
PM10,-0.002596159182869439,13.0
PM10,-0.016125019757570972,14.0
PM10,-0.005601341030622115,15.0
PM10,0.0217143230716947,16.0
PM10,0.05667642071548715,17.0
PM10,0.09051794596463618,18.0
PM10,0.11535337875681946,19.0
PM10,0.12531896321991073,20.0
PM10,0.12241803474043916,21.0
PM10,0.11030064578835735,22.0
PM10,0.09692000306409927,23.0
PM10,0.09623179959655749,24.0
PM10,0.11806829666094881,25.0
PM10,0.1601671741443065,26.0
PM10,0.2164725675423027,27.0
PM10,0.2759652228823781,28.0
PM10,0.32711797154127775,29.0
PM10,0.3534915184520353,30.0
PM10,0.3441898840758743,31.0
PM10,0.29596488829960166,32.0
PM10,0.21946408335175982,33.0
PM10,0.13166626179045826,34.0
PM10,0.05036339433505445,35.0
PM10,-0.012657882480541222,36.0
PM10,-0.049031816107454135,37.0
PM10,-0.06007109179207203,38.0
PM10,-0.04757625301897844,39.0
PM10,-0.01888831828213334,40.0
PM10,0.01702291031710709,41.0
PM10,0.05209921017847141,42.0
PM10,0.0777485214285593,43.0
PM10,0.08990395116398801,44.0
PM10,0.08802335664813739,45.0
PM10,0.07709821967223798,46.0
PM10,0.06639412447668745,47.0
PM10,0.06749713151745913,48.0
PM10,0.08976700551153582,49.0
PM10,0.13158653560084926,50.0
PM10,0.1863542977837449,51.0
PM10,0.245614771675214,52.0
PM10,0.29392900777951025,53.0
PM10,0.3175743997667979,54.0
PM10,0.30864122081486506,55.0
PM10,0.2619537010438317,56.0
PM10,0.1872625619678942,57.0
PM10,0.1002718775284608,58.0
PM10,0.02064900126733241,59.0
PM10,-0.039690186433491086,60.0
PM10,-0.0755054014522656,61.0
PM10,-0.08631696719507782,62.0
PM10,-0.07319411046704304,63.0
PM10,-0.04404530429216947,64.0
PM10,-0.006833805373301675,65.0
PM10,0.027485582199749798,66.0
PM10,0.05365167645994098,67.0
PM10,0.06694634898952165,68.0
PM10,0.06803704524695946,69.0
PM10,0.060208763976049004,70.0
PM10,0.05079503153721873,71.0
PM10,0.05216858887563321,72.0
PM2.5,0.286852377365913,1.0
PM2.5,0.3459084578813468,2.0
PM2.5,0.3900500993697272,3.0
PM2.5,0.41577898735935354,4.0
PM2.5,0.41986078259952403,5.0
PM2.5,0.40364075714709824,6.0
PM2.5,0.36888057754487164,7.0
PM2.5,0.3206320767634456,8.0
PM2.5,0.2659070357376444,9.0
PM2.5,0.20992810861836098,10.0
PM2.5,0.15789222408582282,11.0
PM2.5,0.11084733185179597,12.0
PM2.5,0.06994714043076054,13.0
PM2.5,0.03512593299148429,14.0
PM2.5,0.006567701263390565,15.0
PM2.5,-0.01509356300716566,16.0
PM2.5,-0.029064448355130914,17.0
PM2.5,-0.03477184235347523,18.0
PM2.5,-0.03064477970870851,19.0
PM2.5,-0.01701433710690937,20.0
PM2.5,0.010022740550680212,21.0
PM2.5,0.04935265681375557,22.0
PM2.5,0.10023123837658562,23.0
PM2.5,0.15931023307410108,24.0
PM2.5,0.2211077565407637,25.0
PM2.5,0.27806713824080626,26.0
PM2.5,0.32150592293558083,27.0
PM2.5,0.3467007008333183,28.0
PM2.5,0.35210104523074065,29.0
PM2.5,0.33773054512763206,30.0
PM2.5,0.3049435794381047,31.0
PM2.5,0.25844395714384183,32.0
PM2.5,0.20501082227914363,33.0
PM2.5,0.15081548137477166,34.0
PM2.5,0.10161916059018304,35.0
PM2.5,0.05801673209487338,36.0
PM2.5,0.020570549740469964,37.0
PM2.5,-0.011448136396180468,38.0
PM2.5,-0.03685495942187555,39.0
PM2.5,-0.05544147754711582,40.0
PM2.5,-0.0687172968913409,41.0
PM2.5,-0.07319890608638825,42.0
PM2.5,-0.06876354848809307,43.0
PM2.5,-0.05534913856416331,44.0
PM2.5,-0.029085049455903397,45.0
PM2.5,0.009710706794682706,46.0
PM2.5,0.05946645822785601,47.0
PM2.5,0.11675773256875321,48.0
PM2.5,0.17805801488965695,49.0
PM2.5,0.23536833170997426,50.0
PM2.5,0.279380114742808,51.0
PM2.5,0.3042089070314112,52.0
PM2.5,0.30940560283723634,53.0
PM2.5,0.29467150324089564,54.0
PM2.5,0.2622059703355258,55.0
PM2.5,0.2179389774618492,56.0
PM2.5,0.1666671700184854,57.0
PM2.5,0.11472778503590324,58.0
PM2.5,0.06739529751960753,59.0
PM2.5,0.026223558440506438,60.0
PM2.5,-0.00948336905505847,61.0
PM2.5,-0.03966772773982629,62.0
PM2.5,-0.06372706647442097,63.0
PM2.5,-0.08272688116730335,64.0
PM2.5,-0.09568598391252273,65.0
PM2.5,-0.09958391746971039,66.0
PM2.5,-0.09396085246286381,67.0
PM2.5,-0.07908115567472514,68.0
PM2.5,-0.05297951877405064,69.0
PM2.5,-0.014463038823513533,70.0
PM2.5,0.03466399402852254,71.0
PM2.5,0.09342266222206966,72.0
SO2,-0.0878677962002602,1.0
SO2,-0.0666752753130994,2.0
SO2,-0.034613970714402184,3.0
SO2,0.0019982425143590305,4.0
SO2,0.03735853379553687,5.0
SO2,0.06650612615272963,6.0
SO2,0.08740783215801327,7.0
SO2,0.10041456494811458,8.0
SO2,0.10757121727912716,9.0
SO2,0.11131335520236232,10.0
SO2,0.11116029048152527,11.0
SO2,0.10457438759495177,12.0
SO2,0.09183801358707624,13.0
SO2,0.07526489139366943,14.0
SO2,0.055955705132875955,15.0
SO2,0.03503210855318887,16.0
SO2,0.014578565142327053,17.0
SO2,-0.005390210626978848,18.0
SO2,-0.02378172710003221,19.0
SO2,-0.04159572150643504,20.0
SO2,-0.058195066612552554,21.0
SO2,-0.07124715099655074,22.0
SO2,-0.07969834200001887,23.0
SO2,-0.07972272457995765,24.0
SO2,-0.06889896495540998,25.0
SO2,-0.04695937203743266,26.0
SO2,-0.017060283164004635,27.0
SO2,0.018162712286865907,28.0
SO2,0.052166847980219366,29.0
SO2,0.07963537117294184,30.0
SO2,0.09707558714723323,31.0
SO2,0.10654884558670323,32.0
SO2,0.11184932604573271,33.0
SO2,0.11532147138776427,34.0
SO2,0.11549295872818759,35.0
SO2,0.10912262826146361,36.0
SO2,0.09717765016519811,37.0
SO2,0.08117398505983804,38.0
SO2,0.06089325866788412,39.0
SO2,0.03931687242044368,40.0
SO2,0.01743051741025399,41.0
SO2,-0.004822490865531539,42.0
SO2,-0.026325568711151322,43.0
SO2,-0.045278118305592537,44.0
SO2,-0.06205320467102399,45.0
SO2,-0.07623457683736823,46.0
SO2,-0.08586505126977462,47.0
SO2,-0.08804561723233478,48.0
SO2,-0.07806595651033107,49.0
SO2,-0.0573157264696922,50.0
SO2,-0.029005038372264882,51.0
SO2,0.0034204204025812027,52.0
SO2,0.03526179475385925,53.0
SO2,0.06228824801520776,54.0
SO2,0.08054400665349616,55.0
SO2,0.09167972643875093,56.0
SO2,0.09720485155500633,57.0
SO2,0.10011271415079556,58.0
SO2,0.09915817278845608,59.0
SO2,0.09236625361482147,60.0
SO2,0.08015956896274086,61.0
SO2,0.06313207289071757,62.0
SO2,0.042975939796352995,63.0
SO2,0.02161129333869373,64.0
SO2,0.0007306005477966516,65.0
SO2,-0.020395400748164746,66.0
SO2,-0.0402313761523242,67.0
SO2,-0.05944728872598743,68.0
SO2,-0.07599524398687511,69.0
SO2,-0.0904493470166253,70.0
SO2,-0.0989149951944071,71.0
SO2,-0.09822061195078341,72.0
hora,0.2896322437083864,1.0
hora,0.21873816592862194,2.0
