contaminante,valor,horas
CO,0.3847084624253957,15.0
CO,0.38455374966108546,16.0
CO,0.38355354645496803,17.0
CO,0.3819045339632711,18.0
CO,0.3797279345146556,19.0
CO,0.3764756493192172,20.0
CO,0.37159877879189884,21.0
CO,0.3645733936237364,22.0
CO,0.3555537887532304,23.0
CO,0.34421897450949773,24.0
CO,0.3333276049617148,25.0
CO,0.3234408764068374,26.0
CO,0.31534422435630605,27.0
CO,0.3091850296129609,28.0
CO,0.3050686863280326,29.0
CO,0.30170870835434366,30.0
CO,0.2977665558085035,31.0
CO,0.2933446456752666,32.0
CO,0.2879037069590555,33.0
CO,0.28237515441864863,34.0
CO,0.2769042175996229,35.0
CO,0.27194858043474834,36.0
CO,0.2679075208135884,37.0
CO,0.2646757339606539,38.0
CO,0.2614315659813843,39.0
CO,0.2584504887516952,40.0
CO,0.25521947029914444,41.0
CO,0.25205695373363474,42.0
CO,0.24822938491532764,43.0
CO,0.24449468563507207,44.0
CO,0.24025314245468204,45.0
CO,0.23559187055694447,46.0
CO,0.23035009130043435,47.0
CO,0.22522793663647486,48.0
CO,0.2203319297166757,49.0
CO,0.2162870868103259,50.0
CO,0.21290443874631088,51.0
CO,0.2109427532423067,52.0
CO,0.20985094668658558,53.0
CO,0.20933826283925647,54.0
CO,0.20894923789795214,55.0
CO,0.20797647108553338,56.0
CO,0.20651349081452663,57.0
CO,0.2048040242072016,58.0
CO,0.20331675937889934,59.0
CO,0.20235020600883072,60.0
CO,0.20150569695370688,61.0
CO,0.20080492530796631,62.0
CO,0.20018454939690333,63.0
CO,0.19938720186383016,64.0
CO,0.19839441773908506,65.0
CO,0.19746332946623923,66.0
CO,0.19679331481159335,67.0
CO,0.19574573064184672,68.0
CO,0.19450800753899658,69.0
CO,0.1927936878892196,70.0
CO,0.19105948023439742,71.0
CO,0.18937039724923702,72.0
NO,0.2313500881496254,1.0
NO,0.23787138866971055,2.0
NO,0.24331597573992844,3.0
NO,0.2480522453327116,4.0
NO,0.25289768599037576,5.0
NO,0.25816595366146583,6.0
NO,0.26387335881924534,7.0
NO,0.26843748589746547,8.0
NO,0.2723984835859672,9.0
NO,0.27576384475334875,10.0
NO,0.2783817768800876,11.0
NO,0.2805507905216666,12.0
NO,0.28267365684225554,13.0
NO,0.2845876269612768,14.0
NO,0.2859884477212263,15.0
NO,0.2866398556600672,16.0
NO,0.28672863564121875,17.0
NO,0.28621901814656747,18.0
NO,0.28546078245975764,19.0
NO,0.2841839160239492,20.0
NO,0.28159011783878146,21.0
NO,0.27752933027132975,22.0
NO,0.27138496949943874,23.0
NO,0.26312884166785927,24.0
NO,0.25438868818934274,25.0
NO,0.2458691232749579,26.0
NO,0.23904761269342692,27.0
NO,0.23395553310101697,28.0
NO,0.23073847602836547,29.0
NO,0.2288222667878529,30.0
NO,0.22716963172862836,31.0
NO,0.22532716968537223,32.0
NO,0.22235675211350686,33.0
NO,0.21887851202992548,34.0
NO,0.2153933450080718,35.0
NO,0.21201923449625326,36.0
NO,0.20942344617246164,37.0
NO,0.20745182574956034,38.0
NO,0.20593524416972073,39.0
NO,0.20434145454863512,40.0
NO,0.20242078442554354,41.0
NO,0.20033618285184568,42.0
NO,0.19775676358859628,43.0
NO,0.1951517252316602,44.0
NO,0.19221179891264922,45.0
NO,0.18900865824522592,46.0
NO,0.18502638583017622,47.0
NO,0.18049422519323907,48.0
NO,0.17589754067323204,49.0
NO,0.17156949887974224,50.0
NO,0.167657615522306,51.0
NO,0.16505658957007407,52.0
NO,0.16389175159213137,53.0
NO,0.1634005839677763,54.0
NO,0.1632024838981382,55.0
NO,0.16278177426770946,56.0
NO,0.16219733821217477,57.0
NO,0.16125277017605785,58.0
NO,0.16020766158588046,59.0
NO,0.1597814584019935,60.0
NO,0.15946735346281984,61.0
NO,0.15925451472652571,62.0
NO,0.15914269417466462,63.0
NO,0.1586876671133286,64.0
NO,0.15774276420990888,65.0
NO,0.1570468808293323,66.0
NO,0.156296434666355,67.0
NO,0.1556087648755568,68.0
NO,0.1551338828961017,69.0
NO,0.15431888347746536,70.0
NO,0.1533193095135616,71.0
NO,0.15247043475372138,72.0
NO2,0.45845670044717957,1.0
NO2,0.46721607408321403,2.0
NO2,0.4757041810181355,3.0
NO2,0.48365986886187007,4.0
NO2,0.4912946539052692,5.0
NO2,0.49832207154345637,6.0
NO2,0.5046994503363746,7.0
NO2,0.5103623111182025,8.0
NO2,0.5152342188889506,9.0
NO2,0.5195635676417839,10.0
NO2,0.5231377384057094,11.0
NO2,0.5260371662888353,12.0
NO2,0.5279894134468368,13.0
NO2,0.5289173661197768,14.0
NO2,0.5288784806877679,15.0
NO2,0.5282147684058875,16.0
NO2,0.5263674542801973,17.0
NO2,0.5236598402979806,18.0
NO2,0.5198126322195553,19.0
NO2,0.5144789918478064,20.0
NO2,0.5072195054925844,21.0
NO2,0.49827724370708376,22.0
NO2,0.488445598372442,23.0
NO2,0.47766788780895664,24.0
NO2,0.46738246515986787,25.0
NO2,0.45848440191375167,26.0
NO2,0.45099356851108136,27.0
NO2,0.44406185971973466,28.0
NO2,0.4370563119674831,29.0
NO2,0.43013715173249134,30.0
NO2,0.4226982393826164,31.0
NO2,0.41502299440894336,32.0
NO2,0.40668068203115965,33.0
NO2,0.3987002042688442,34.0
NO2,0.390820372257156,35.0
NO2,0.38325683172168995,36.0
NO2,0.37617043228989,37.0
NO2,0.3692828046361868,38.0
NO2,0.36264092715014007,39.0
NO2,0.3563163898205095,40.0
NO2,0.35019432730228545,41.0
NO2,0.3442315983334541,42.0
NO2,0.3380347462313071,43.0
NO2,0.3315051552656937,44.0
NO2,0.32463867894326365,45.0
NO2,0.31773439584790203,46.0
NO2,0.3110930999388105,47.0
NO2,0.30481520354383024,48.0
NO2,0.2991210578190018,49.0
NO2,0.29485682939253827,50.0
NO2,0.29132366630252665,51.0
NO2,0.2883583664092142,52.0
NO2,0.28568537915949044,53.0
NO2,0.2830348475604694,54.0
NO2,0.2801467228630747,55.0
NO2,0.2772434132868908,56.0
NO2,0.2743223777950569,57.0
NO2,0.271677592783182,58.0
NO2,0.2691270979742568,59.0
NO2,0.26685131600609246,60.0
NO2,0.2646291770422665,61.0
NO2,0.26232692020691034,62.0
NO2,0.26059755908941995,63.0
NO2,0.2594298268703484,64.0
NO2,0.2586781858918412,65.0
NO2,0.2577638862927432,66.0
NO2,0.25670284803946886,67.0
NO2,0.2551191515809469,68.0
NO2,0.25314782526100027,69.0
NO2,0.2510879519696176,70.0
NO2,0.24893619587993654,71.0
NO2,0.24717350203197802,72.0
NOX,0.31394090689550075,1.0
NOX,0.3217524165971781,2.0
NOX,0.3285039519345647,3.0
NOX,0.33454295118710364,4.0
NOX,0.34050903760970075,5.0
NOX,0.3467100543721119,6.0
NOX,0.35316046740996393,7.0
NOX,0.3583542939897268,8.0
NOX,0.3628863370649822,9.0
NOX,0.36671938315680497,10.0
NOX,0.36978537859357835,11.0
NOX,0.372333992056055,12.0
NOX,0.37458718532415164,13.0
NOX,0.3764217902403715,14.0
NOX,0.3776703589483698,15.0
NOX,0.3780972890553389,16.0
NOX,0.3777329213941552,17.0
NOX,0.37662598931631197,18.0
NOX,0.374917703687048,19.0
NOX,0.37244434319372366,20.0
NOX,0.36837150683622244,21.0
NOX,0.3625989588914419,22.0
NOX,0.35473869563216154,23.0
NOX,0.3448345595552334,24.0
NOX,0.3345607764941293,25.0
NOX,0.3248936328616941,26.0
NOX,0.31716778503988124,27.0
NOX,0.3111086247413949,28.0
NOX,0.3067060844189284,29.0
NOX,0.3035063104036253,30.0
NOX,0.30035383340858973,31.0
NOX,0.29692992840025634,32.0
NOX,0.2923612140567329,33.0
NOX,0.28748299438032204,34.0
NOX,0.28266834058412915,35.0
NOX,0.2779614924313085,36.0
NOX,0.27398830491379345,37.0
NOX,0.27057763437679766,38.0
NOX,0.2676189088228145,39.0
NOX,0.26470391619128214,40.0
NOX,0.26150322757274214,41.0
NOX,0.2582041114439819,42.0
NOX,0.25441520433234616,43.0
NOX,0.2505760075195517,44.0
NOX,0.2463415915052512,45.0
NOX,0.24183504774150447,46.0
NOX,0.23671425895828319,47.0
NOX,0.23123484452402296,48.0
NOX,0.22584137882161565,49.0
NOX,0.2210673315188743,50.0
NOX,0.21685352897152513,51.0
NOX,0.2139398313167855,52.0
NOX,0.2124255482016223,53.0
NOX,0.21146106256400968,54.0
NOX,0.2107332113421025,55.0
NOX,0.20975099462867292,56.0
NOX,0.20864243021097897,57.0
NOX,0.20722373055940468,58.0
NOX,0.20584183092364094,59.0
NOX,0.20501040109659743,60.0
NOX,0.20417448506481412,61.0
NOX,0.20339292880259696,62.0
NOX,0.2028449408660163,63.0
NOX,0.20213957650342748,64.0
NOX,0.2011311083387067,65.0
NOX,0.20034760628432713,66.0
NOX,0.19941382709180655,67.0
NOX,0.1984546515050359,68.0
NOX,0.19759893524905714,69.0
NOX,0.19636128815570505,70.0
NOX,0.1949549962003934,71.0
NOX,0.19373927468127974,72.0
O3,0.2446362905368929,1.0
O3,0.24761769249104035,2.0
O3,0.2500898849364319,3.0
O3,0.2518504396395092,4.0
O3,0.2529700274897344,5.0
O3,0.2534820717475071,6.0
O3,0.25371372763661054,7.0
O3,0.2535305045931576,8.0
O3,0.2528974997291389,9.0
O3,0.2521411191215658,10.0
O3,0.2512031053397204,11.0
O3,0.2501778482824427,12.0
O3,0.24880691944321753,13.0
O3,0.24694556399016868,14.0
O3,0.24471871611598636,15.0
O3,0.2421084486472963,16.0
O3,0.23939638371233501,17.0
O3,0.23655504512469605,18.0
O3,0.2338482730111274,19.0
O3,0.23120507569035115,20.0
O3,0.22900187894654275,21.0
O3,0.22713929481251338,22.0
O3,0.22543655601466986,23.0
O3,0.2237040453625004,24.0
O3,0.22160168006670689,25.0
O3,0.21915404179396403,26.0
O3,0.21637402767425512,27.0
O3,0.21335902443539864,28.0
O3,0.21020636470174428,29.0
O3,0.20698672243044428,30.0
O3,0.203845380015352,31.0
O3,0.2009560293471125,32.0
O3,0.19805090018786356,33.0
O3,0.19536289288484618,34.0
O3,0.19290009890520632,35.0
O3,0.1905547378855405,36.0
O3,0.18797965416403248,37.0
O3,0.18509432651264304,38.0
O3,0.18173812728349267,39.0
O3,0.1782924831840504,40.0
O3,0.17472340794536984,41.0
O3,0.17102177357469373,42.0
O3,0.1675224672415858,43.0
O3,0.16463743726150537,44.0
O3,0.16258493340379404,45.0
O3,0.16116097484067501,46.0
O3,0.16033443055847194,47.0
O3,0.15979238543533297,48.0
O3,0.15913453686831444,49.0
O3,0.1581913877243464,50.0
O3,0.15687208883772322,51.0
O3,0.15518901299540055,52.0
O3,0.15311817365471228,53.0
O3,0.15108331553003237,54.0
O3,0.1492599569010735,55.0
O3,0.14762242562699432,56.0
O3,0.14599619221980464,57.0
O3,0.14429863994379807,58.0
O3,0.14263870495291628,59.0
O3,0.14093785632306743,60.0
O3,0.1390077377557881,61.0
O3,0.1371741080435028,62.0
O3,0.1354003743779077,63.0
O3,0.13357315106968878,64.0
O3,0.13182380771170812,65.0
O3,0.12980177592703068,66.0
O3,0.12782548587433784,67.0
O3,0.12610280927216502,68.0
O3,0.1250272628530196,69.0
O3,0.12459857392665943,70.0
O3,0.12447408332807489,71.0
O3,0.12436637976860102,72.0
PM10,0.594411584158967,1.0
PM10,0.604634743559739,2.0
PM10,0.6128219368269427,3.0
PM10,0.6195789728215186,4.0
PM10,0.6257821171155669,5.0
PM10,0.6313659881568879,6.0
PM10,0.6356650106008024,7.0
PM10,0.639206097345659,8.0
PM10,0.6414241632200142,9.0
PM10,0.6429556295449401,10.0
PM10,0.6435554037076819,11.0
PM10,0.6428114013896647,12.0
PM10,0.6411224859656256,13.0
PM10,0.6384166191836087,14.0
PM10,0.635183738302084,15.0
PM10,0.6314638521080012,16.0
PM10,0.6276884802377388,17.0
PM10,0.6234924605375678,18.0
PM10,0.6183431719598887,19.0
PM10,0.6120297603129004,20.0
PM10,0.6032052518661533,21.0
PM10,0.5908591929888672,22.0
PM10,0.5750104621623099,23.0
PM10,0.5544378703270719,24.0
PM10,0.5374617673995556,25.0
PM10,0.5230839671704131,26.0
PM10,0.5109326186962567,27.0
PM10,0.501789187128278,28.0
PM10,0.4943348327188475,29.0
PM10,0.4872684347305881,30.0
PM10,0.48031144389334607,31.0
PM10,0.4733472313194914,32.0
PM10,0.4662697454133994,33.0
PM10,0.45988591424406905,34.0
PM10,0.4541897604769103,35.0
PM10,0.44856380692056974,36.0
PM10,0.4428626416824927,37.0
PM10,0.4373999355505322,38.0
PM10,0.4321703157208835,39.0
PM10,0.42708346094684546,40.0
PM10,0.42231088109145765,41.0
PM10,0.417530188038564,42.0
PM10,0.413046980776659,43.0
PM10,0.4084183769914058,44.0
PM10,0.4035408102571157,45.0
PM10,0.3979889254777504,46.0
PM10,0.39205530751963596,47.0
PM10,0.38563322733522526,48.0
PM10,0.3792609563759598,49.0
PM10,0.3738689834212924,50.0
PM10,0.36958324989655705,51.0
PM10,0.36611736799938804,52.0
PM10,0.3636418032590902,53.0
PM10,0.3621556694855327,54.0
PM10,0.3596740684138307,55.0
PM10,0.3572593063526396,56.0
PM10,0.3547190341308521,57.0
PM10,0.35202079526610675,58.0
PM10,0.34968148125945964,59.0
PM10,0.34774384742464026,60.0
PM10,0.3457365990131712,61.0
PM10,0.3440174179777796,62.0
PM10,0.34252646600967485,63.0
PM10,0.34071467737653993,64.0
PM10,0.33882937740347896,65.0
PM10,0.33770652884655467,66.0
PM10,0.33642337297450386,67.0
PM10,0.33561786140011624,68.0
PM10,0.3342643618037181,69.0
PM10,0.33266505374165295,70.0
PM10,0.3313771519310636,71.0
PM10,0.3299538644143818,72.0
PM2.5,0.5146498012428323,1.0
PM2.5,0.5257147626218299,2.0
PM2.5,0.5349686145203915,3.0
PM2.5,0.5428916037847402,4.0
PM2.5,0.5493761047512301,5.0
PM2.5,0.5548437151650732,6.0
PM2.5,0.5595321921477406,7.0
PM2.5,0.563031507319135,8.0
PM2.5,0.5657814473583723,9.0
PM2.5,0.5679412015228533,10.0
PM2.5,0.5693867963814333,11.0
PM2.5,0.5700595471182294,12.0
PM2.5,0.5696215933871307,13.0
PM2.5,0.567977129912128,14.0
PM2.5,0.565544606015586,15.0
PM2.5,0.5620135566911658,16.0
PM2.5,0.5573632431313236,17.0
PM2.5,0.5517356061860228,18.0
PM2.5,0.5447915504331992,19.0
PM2.5,0.5362480720144265,20.0
PM2.5,0.5252621142316878,21.0
PM2.5,0.511801643965512,22.0
PM2.5,0.49652729943773005,23.0
PM2.5,0.4786664246371592,24.0
PM2.5,0.46318032842753637,25.0
PM2.5,0.4497923107884773,26.0
PM2.5,0.4382762844717229,27.0
PM2.5,0.4288115923312486,28.0
PM2.5,0.4201964728713983,29.0
PM2.5,0.4123045128798316,30.0
PM2.5,0.4049554176904122,31.0
PM2.5,0.3982826033746774,32.0
PM2.5,0.39194741466952565,33.0
PM2.5,0.3863458689454191,34.0
PM2.5,0.3814561562107547,35.0
PM2.5,0.3765118617607156,36.0
PM2.5,0.371864280386717,37.0
PM2.5,0.36675034763720626,38.0
PM2.5,0.3617354825502971,39.0
PM2.5,0.3568634932348977,40.0
PM2.5,0.35219591853032006,41.0
PM2.5,0.3472304036607494,42.0
PM2.5,0.34225199667583445,43.0
PM2.5,0.3372575296310213,44.0
PM2.5,0.3322007591031127,45.0
PM2.5,0.32677854658878364,46.0
PM2.5,0.32083113643311295,47.0
PM2.5,0.31495583227045754,48.0
PM2.5,0.3095913832113601,49.0
PM2.5,0.3047314230763792,50.0
PM2.5,0.3003201795402192,51.0
PM2.5,0.2966168569338217,52.0
PM2.5,0.2936696492591038,53.0
PM2.5,0.29059231124172336,54.0
PM2.5,0.2880506775368267,55.0
PM2.5,0.2856834201245477,56.0
PM2.5,0.2827006836085665,57.0
PM2.5,0.27970101155430194,58.0
PM2.5,0.2772050301672193,59.0
PM2.5,0.2747252665450606,60.0
PM2.5,0.27222029134094516,61.0
PM2.5,0.2702228708670364,62.0
PM2.5,0.26821659821091376,63.0
PM2.5,0.26623101220303486,64.0
PM2.5,0.26440432448509255,65.0
PM2.5,0.26262775578830583,66.0
PM2.5,0.2603854512895081,67.0
PM2.5,0.25860756379757227,68.0
PM2.5,0.2567555767012558,69.0
PM2.5,0.25533386971020344,70.0
PM2.5,0.25426856327741926,71.0
PM2.5,0.25372935835338595,72.0
SO2,0.19328803408774614,1.0
SO2,0.19617270513575474,2.0
SO2,0.19816849231784575,3.0
SO2,0.20031062745313719,4.0
SO2,0.20213170891139023,5.0
SO2,0.2041108866732195,6.0
SO2,0.20641861985992183,7.0
SO2,0.20915612922224813,8.0
SO2,0.2115309257858859,9.0
SO2,0.2133693905305702,10.0
SO2,0.21469656180126762,11.0
SO2,0.21596605525667797,12.0
SO2,0.2169854340502906,13.0
SO2,0.21787834677251453,14.0
SO2,0.21862715378894926,15.0
SO2,0.21957235057487295,16.0
SO2,0.21938373867852706,17.0
SO2,0.2185677480885082,18.0
SO2,0.21799649134365187,19.0
SO2,0.21733377570328097,20.0
SO2,0.2168012221394428,21.0
SO2,0.21633982499713336,22.0
SO2,0.2157195496977598,23.0
SO2,0.21455550491535058,24.0
SO2,0.21356114842388754,25.0
SO2,0.2131228920525303,26.0
SO2,0.21319450318570438,27.0
SO2,0.21291616223145732,28.0
SO2,0.21243146213827055,29.0
SO2,0.2119099044995698,30.0
SO2,0.21153047923077323,31.0
SO2,0.21081271169400415,32.0
SO2,0.20986484805692565,33.0
SO2,0.20848556244775454,34.0
SO2,0.20771698627837182,35.0
SO2,0.20707071666982685,36.0
SO2,0.20747324221177116,37.0
SO2,0.20688635904705868,38.0
SO2,0.20604746754686373,39.0
SO2,0.20507588696532958,40.0
SO2,0.20449903115373744,41.0
SO2,0.20466734829587524,42.0
SO2,0.20504582338747257,43.0
SO2,0.20529244766412438,44.0
SO2,0.20479762610750074,45.0
SO2,0.20367587661004255,46.0
SO2,0.20200130161616003,47.0
SO2,0.20002941721386452,48.0
SO2,0.1984454104577969,49.0
SO2,0.19699262187991726,50.0
SO2,0.19569968406590066,51.0
SO2,0.1947297662845996,52.0
SO2,0.1932958506127951,53.0
SO2,0.19133603049811063,54.0
SO2,0.18910019105661477,55.0
SO2,0.18679556135750408,56.0
SO2,0.18471684592537815,57.0
SO2,0.18312366711809752,58.0
SO2,0.18231956841248895,59.0
SO2,0.1818137037417912,60.0
SO2,0.18117698949951727,61.0
SO2,0.18020778438378895,62.0
SO2,0.17913427618403002,63.0
SO2,0.17867232610180733,64.0
SO2,0.17867265495912407,65.0
SO2,0.1787728152975886,66.0
SO2,0.17774369742733082,67.0
SO2,0.17647833426948123,68.0
SO2,0.17535925192205654,69.0
SO2,0.17415606595933264,70.0
SO2,0.17272788733491806,71.0
SO2,0.17137219522927327,72.0
hora,0.0005583886891461837,1.0
hora,0.0006183160010532694,2.0
hora,0.0006350773471344337,3.0
hora,0.000872226897767379,4.0
hora,0.0010342108318652948,5.0
hora,0.0015397293676500357,6.0
hora,0.0016795316646206714,7.0
hora,0.0020818597857921797,8.0
hora,0.002225174535397935,9.0
hora,0.002376489732230303,10.0
hora,0.001537859029282985,11.0
hora,-0.0001178871749536413,12.0
