,contaminante,valor,horas
0,CO,0.3490889134440382,0
1,NO,0.19097318125042037,0
2,NO2,0.4284547261391419,0
3,NOX,0.2938301212903692,0
5,PM10,0.5676495197693632,0
6,PM2.5,0.5871879150183457,0
8,SO2,0.2305430352306023,0
13,PM10mean,0.8579631104944621,0
14,PM25mean,1.0,0
15,CO,0.18214504304888748,1
16,CO,0.23645507113568676,2
17,CO,0.23969389328698443,3
18,CO,0.23457417490998386,4
19,CO,0.24802755869639645,5
20,CO,0.24551846342683475,6
21,CO,0.24248488504248866,7
22,CO,0.24999097652691707,8
23,CO,0.22615349241175162,9
24,CO,0.26009914552874,10
25,CO,0.2227357996794083,11
26,CO,0.2674433506719868,12
27,CO,0.22382046676176431,13
28,CO,0.2514649105932587,14
29,CO,0.24900546428791578,15
30,CO,0.24555935648771704,16
31,CO,0.229919274295617,17
32,CO,0.260424606846389,18
33,CO,0.21785357492408317,19
34,CO,0.2578665598602042,20
35,CO,0.25292457808245256,21
36,CO,0.22541857974792684,22
37,CO,0.2241852091470703,23
38,CO,0.26708136538818256,24
39,CO,0.23522684837629212,25
40,CO,0.2226800964677599,26
41,CO,0.23721646941636443,27
42,CO,0.246236507847323,28
43,CO,0.21630708832612267,29
44,CO,0.25663370969555005,30
45,CO,0.21356585733036038,31
46,CO,0.24258331120952256,32
47,CO,0.217971404422987,33
48,CO,0.21937332562520784,34
49,CO,0.2463284632340879,35
50,CO,0.22851825122803243,36
51,CO,0.21429455834114927,37
52,CO,0.22155645279033284,38
53,CO,0.21643716584936992,39
54,CO,0.2342489546656326,40
55,CO,0.20567300998151122,41
56,CO,0.24087790741031964,42
57,CO,0.19918144469768165,43
58,CO,0.2156048398888652,44
59,CO,0.22547954916264962,45
60,CO,0.2043905248694948,46
61,CO,0.2046172693474196,47
62,CO,0.22580487342531644,48
63,CO,0.2074904326847549,49
64,CO,0.20749279162775883,50
65,CO,0.2012793209009707,51
66,CO,0.206937881749625,52
67,CO,0.19886025214881484,53
68,CO,0.206787099067271,54
69,CO,0.19829477929362246,55
70,CO,0.21082563180327463,56
71,CO,0.18847875264489772,57
72,CO,0.18913244893951778,58
73,CO,0.19571176966823237,59
74,CO,0.20475607642085067,60
75,CO,0.18370421527340527,61
76,CO,0.18780424205548343,62
77,CO,0.19111757106941485,63
78,CO,0.18546846429647162,64
79,CO,0.18176141486176997,65
80,CO,0.1882537085318341,66
81,CO,0.17694796359701961,67
82,CO,0.17551447539000348,68
83,CO,0.1791680738542319,69
84,CO,0.17886307903896778,70
85,CO,0.16515923235299335,71
86,CO,0.18007559288865174,72
159,NO2,0.2834795100468959,1
160,NO2,0.29919024384175413,2
161,NO2,0.3134353215303842,3
162,NO2,0.31710970198386906,4
163,NO2,0.3186137423389312,5
164,NO2,0.3164116577649581,6
165,NO2,0.31211771365983637,7
166,NO2,0.3273346962984082,8
167,NO2,0.296098071185281,9
168,NO2,0.3305176554414401,10
169,NO2,0.28934204585862805,11
170,NO2,0.3391834960720428,12
171,NO2,0.2919533734771604,13
172,NO2,0.308559063085378,14
173,NO2,0.31581149531360736,15
174,NO2,0.3141221155971159,16
175,NO2,0.2908522573478615,17
176,NO2,0.32958736905974584,18
177,NO2,0.27552105402595733,19
178,NO2,0.31176499589769757,20
179,NO2,0.3162575869843864,21
180,NO2,0.2919853398648175,22
181,NO2,0.27574955791068845,23
182,NO2,0.3216543531592696,24
183,NO2,0.3022106082577403,25
184,NO2,0.2776031491930537,26
185,NO2,0.28525052566998965,27
186,NO2,0.30861842420234514,28
187,NO2,0.2697792368307793,29
188,NO2,0.3087305898827486,30
189,NO2,0.26805958234486804,31
190,NO2,0.2972849349196802,32
191,NO2,0.27642797379166945,33
192,NO2,0.2651207214284354,34
193,NO2,0.2905695440243796,35
