,contaminante,valor,horas
471,PM2.5,0.324485126975498,25
472,PM2.5,0.3227170251999418,26
473,PM2.5,0.3130997418213874,27
474,PM2.5,0.3012469866992568,28
475,PM2.5,0.30550505666753835,29
476,PM2.5,0.2896599141130237,30
477,PM2.5,0.29355946574727404,31
478,PM2.5,0.27581156853202315,32
479,PM2.5,0.2735777470268302,33
480,PM2.5,0.2662639756961596,34
481,PM2.5,0.2489238360794069,35
482,PM2.5,0.2458927079010681,36
483,PM2.5,0.2409803170440401,37
484,PM2.5,0.2272530579370884,38
485,PM2.5,0.2198962117478418,39
486,PM2.5,0.2033249073759298,40
487,PM2.5,0.20494235278912154,41
488,PM2.5,0.18409587531625465,42
489,PM2.5,0.18419996585831733,43
490,PM2.5,0.17245995548155266,44
491,PM2.5,0.15782125411146716,45
492,PM2.5,0.1543867787004092,46
519,RH,-0.6069530968893867,1
520,RH,-0.5896283547878092,2
521,RH,-0.5835259028679746,3
522,RH,-0.5709529682007891,4
523,RH,-0.5587437142340704,5
524,RH,-0.5476719073276186,6
525,RH,-0.5307811448573498,7
526,RH,-0.5115653262102866,8
527,RH,-0.492271762277729,9
528,RH,-0.4691999032240032,10
529,RH,-0.45015728099518654,11
530,RH,-0.4244920603442126,12
531,RH,-0.4071276836358445,13
532,RH,-0.380614222508928,14
533,RH,-0.3607144482252583,15
534,RH,-0.33283467932131866,16
535,RH,-0.3102518059671581,17
536,RH,-0.2827066499015501,18
537,RH,-0.2593115284609219,19
538,RH,-0.23487155184763936,20
539,RH,-0.21282578107843536,21
540,RH,-0.18657534852033586,22
541,RH,-0.16247755816895468,23
559,RH,0.15597188672969575,41
560,RH,0.16864509865208493,42
561,RH,0.17564656522652206,43
562,RH,0.18648548009694169,44
563,RH,0.19378479952430666,45
564,RH,0.20011902410815696,46
565,RH,0.20732708140456987,47
566,RH,0.21283183005708703,48
567,RH,0.2153714962904568,49
568,RH,0.2207573790117641,50
569,RH,0.2236211417377642,51
570,RH,0.2276933679621388,52
571,RH,0.22873867603614076,53
572,RH,0.23207220602892545,54
573,RH,0.2314583545232345,55
574,RH,0.2318260816854969,56
575,RH,0.2297793401678638,57
576,RH,0.23050030957111226,58
577,RH,0.2292892354567382,59
578,RH,0.22889132755180014,60
579,RH,0.2247043197598456,61
580,RH,0.2221568362198094,62
581,RH,0.21854442280613628,63
582,RH,0.21436781302050745,64
583,RH,0.20976152816506896,65
584,RH,0.20586716385478665,66
585,RH,0.19984478269353886,67
586,RH,0.19493725741207574,68
587,RH,0.18809316067929616,69
588,RH,0.18238037401404214,70
589,RH,0.17382763384540514,71
590,RH,0.16821277451627092,72
663,TMP,0.7045508028395278,1
664,TMP,0.6903984039573036,2
665,TMP,0.6760747298651979,3
666,TMP,0.6680259806487718,4
667,TMP,0.6471326384836924,5
668,TMP,0.6254971521367854,6
669,TMP,0.6037331592472802,7
670,TMP,0.5813256388763801,8
671,TMP,0.5597522246039986,9
672,TMP,0.5303965505495645,10
673,TMP,0.5076723496403617,11
674,TMP,0.4723743353592954,12
675,TMP,0.453038981978721,13
676,TMP,0.4206308825034295,14
677,TMP,0.39074870734699896,15
678,TMP,0.3609295158181364,16
679,TMP,0.3318304104536633,17
680,TMP,0.30024917038962995,18
681,TMP,0.2716104651713193,19
682,TMP,0.2399457879289115,20
683,TMP,0.21013667560252935,21
684,TMP,0.1828764684111078,22
685,TMP,0.1560027975518216,23
698,TMP,-0.16200993480368128,36
699,TMP,-0.1777900932901361,37
700,TMP,-0.19450502466982386,38
701,TMP,-0.20936068700532154,39
702,TMP,-0.2278335374366757,40
703,TMP,-0.23765970192365346,41
704,TMP,-0.25468862200044584,42
705,TMP,-0.2632408171022888,43
706,TMP,-0.2743980967639516,44
707,TMP,-0.28659538021905395,45
708,TMP,-0.2923967188409293,46
709,TMP,-0.3015516230871089,47
710,TMP,-0.3108653007454795,48
711,TMP,-0.3152967927169484,49
712,TMP,-0.32134182752950685,50
713,TMP,-0.3261537000119793,51
714,TMP,-0.32933342952714445,52
715,TMP,-0.3302300650211356,53
716,TMP,-0.3354786977951057,54
717,TMP,-0.3366973452893637,55
718,TMP,-0.3385080022888099,56
719,TMP,-0.33621270945112497,57
720,TMP,-0.3338204007991784,58
721,TMP,-0.3333502760309223,59
722,TMP,-0.3339361568216697,60
723,TMP,-0.3294191389752515,61
724,TMP,-0.3255607456657028,62
725,TMP,-0.3215898307705745,63
726,TMP,-0.3156998882809685,64
727,TMP,-0.3100940989740335,65
728,TMP,-0.3059649451384908,66
729,TMP,-0.2983149481200317,67
730,TMP,-0.29075357382318995,68
731,TMP,-0.28236051420435715,69
732,TMP,-0.2750844892635011,70
733,TMP,-0.2648859470425989,71
734,TMP,-0.257709798674412,72
738,WDR,-0.15388947009030818,4
739,WDR,-0.16333759635340755,5
740,WDR,-0.17015918113062076,6
741,WDR,-0.1782560515156865,7
742,WDR,-0.18635501715490216,8
743,WDR,-0.18873861090671415,9
744,WDR,-0.1893863929542475,10
745,WDR,-0.19497625173298244,11
746,WDR,-0.19984779939789146,12
747,WDR,-0.2069349675085752,13
748,WDR,-0.20328051467967914,14
749,WDR,-0.20990084378674467,15
750,WDR,-0.20996591111295893,16
751,WDR,-0.2066567112957365,17
752,WDR,-0.20631266826480915,18
753,WDR,-0.2055626418276436,19
754,WDR,-0.205256349599702,20
755,WDR,-0.2066380385899481,21
756,WDR,-0.20069115741919047,22
757,WDR,-0.1949066445480967,23
758,WDR,-0.19269805664697606,24
759,WDR,-0.19707131148715046,25
760,WDR,-0.1854253254939862,26
761,WDR,-0.17543085286352678,27
762,WDR,-0.17804406951556356,28
763,WDR,-0.17339164965574175,29
764,WDR,-0.16643474447286374,30
765,WDR,-0.16313634298861285,31
766,WDR,-0.15531904595313314,32
767,WDR,-0.15183164453051526,33
807,WSP,0.21927521763197985,1
808,WSP,0.18020600755474406,2
809,WSP,0.16075395588022182,3
831,WSP,-0.15195914499397925,25
832,WSP,-0.17064672341104034,26
833,WSP,-0.1856091467251612,27
834,WSP,-0.18869424937653595,28
835,WSP,-0.202332860507264,29
836,WSP,-0.2017059624098816,30
837,WSP,-0.21970608076025605,31
838,WSP,-0.22798179995375786,32
839,WSP,-0.2376574168837753,33
840,WSP,-0.2490694991745439,34
841,WSP,-0.24407306727363326,35
842,WSP,-0.2518457522386339,36
843,WSP,-0.2630313991134368,37
844,WSP,-0.27109697638664265,38
845,WSP,-0.276890806470222,39
846,WSP,-0.27055864863949025,40
847,WSP,-0.2820205963326797,41
848,WSP,-0.2791098269434605,42
849,WSP,-0.28708102358870186,43
850,WSP,-0.2894907113026581,44
851,WSP,-0.2862171073668757,45
852,WSP,-0.2902802108529019,46
853,WSP,-0.29145405036070426,47
854,WSP,-0.28640519697885514,48
855,WSP,-0.2863252501954443,49
856,WSP,-0.28609821835161897,50
857,WSP,-0.28492315004545554,51
858,WSP,-0.2823933068897139,52
859,WSP,-0.2798993963547621,53
860,WSP,-0.2725274466785618,54
861,WSP,-0.2680202210015428,55
862,WSP,-0.26062036843890835,56
863,WSP,-0.2601594377351268,57
864,WSP,-0.25527603013298544,58
865,WSP,-0.24696159569658294,59
866,WSP,-0.23519897076065024,60
867,WSP,-0.22999929081384246,61
868,WSP,-0.22483011623101476,62
869,WSP,-0.21464255751742667,63
870,WSP,-0.20641557109835687,64
871,WSP,-0.1969348973490337,65
872,WSP,-0.1853724886575123,66
873,WSP,-0.17820047635717265,67
874,WSP,-0.16850282186701152,68
875,WSP,-0.15837917220512754,69
879,hora,0.3308453917190959,1
880,hora,0.3146247620208543,2
881,hora,0.2997142258615764,3
882,hora,0.28579085389371817,4
883,hora,0.2713376564427879,5
884,hora,0.2558169946638858,6
885,hora,0.23953431853031426,7
886,hora,0.2242620726065397,8
887,hora,0.2078608363090248,9
888,hora,0.1926144595411088,10
889,hora,0.17626862225517245,11
890,hora,0.1620317796939951,12
908,hora,-0.15634789512274586,30
909,hora,-0.17514356904894385,31
910,hora,-0.19162601856862194,32
911,hora,-0.2089298001017268,33
912,hora,-0.22476421187360116,34
913,hora,-0.2393775263295346,35
914,hora,-0.25563540407081875,36
915,hora,-0.27171637131985305,37
916,hora,-0.2860856991299108,38
917,hora,-0.3001204138836296,39
918,hora,-0.3128189931252619,40
919,hora,-0.3262245751433662,41
920,hora,-0.3376641691351305,42
921,hora,-0.3502001836571053,43
922,hora,-0.3608609239936362,44
923,hora,-0.3713686517659099,45
924,hora,-0.3811250553681168,46
925,hora,-0.3884149743643561,47
926,hora,-0.39441806515871575,48
927,hora,-0.4014289702759547,49
928,hora,-0.4071093049958142,50
929,hora,-0.4115915201947076,51
930,hora,-0.414746661736528,52
931,hora,-0.4165816444949236,53
932,hora,-0.4169587235755658,54
933,hora,-0.4165846865896339,55
934,hora,-0.414582940457736,56
935,hora,-0.4127615162950412,57
936,hora,-0.4091166344068852,58
937,hora,-0.4042159379005936,59
938,hora,-0.3986399417286623,60
939,hora,-0.3922628360419618,61
940,hora,-0.3840818656680693,62
941,hora,-0.3750105415251682,63
942,hora,-0.3658406106995471,64
943,hora,-0.3553653790777859,65
944,hora,-0.3446603344759318,66
945,hora,-0.3331389785294105,67
946,hora,-0.32006857781975223,68
947,hora,-0.3069516311048031,69
948,hora,-0.2930271739725291,70
949,hora,-0.2790013922528416,71
950,hora,-0.2636044428542053,72
951,PM10mean,0.16277734784940695,1
