,fecha,UVA,UVB,PA,CO,NO,NO2,NOX,O3,PM2.5,PMCO,SO2,RH,TMP,WSP,WDR,PM10,Precip
0,2013-01-01,1.004578947368421,0.6301578947368421,583.0526315789474,1.1184210526315788,34.71052631578947,28.763157894736842,63.5,21.657894736842106,58.8421052631579,26.36842105263158,4.815789473684211,50.28947368421053,15.192105263157893,1.7078947368421054,171.02631578947367,85.23684210526316,0.0
1,2013-01-02,0.5337619047619048,0.35700000000000004,582.9761904761905,0.7595238095238097,29.0,27.357142857142858,56.476190476190474,9.119047619047619,22.595238095238095,22.833333333333332,11.547619047619047,59.976190476190474,13.826190476190478,2.414285714285714,197.16666666666666,45.404761904761905,0.0
2,2013-01-03,0.8964,0.5886666666666666,583.7666666666667,0.9266666666666666,47.0,32.36666666666667,79.53333333333333,12.166666666666666,28.1,28.633333333333333,29.3,55.03333333333333,14.473333333333333,2.5,233.76666666666668,56.8,0.0
3,2013-01-04,0.3621785714285714,0.22425,584.5,1.0464285714285715,43.75,39.142857142857146,82.92857142857143,10.642857142857142,44.785714285714285,33.892857142857146,49.82142857142857,70.53571428571429,12.55,1.828571428571428,248.96428571428572,78.67857142857143,0.0
4,2013-01-05,0.7554888888888889,0.4446444444444443,585.3111111111111,1.3044444444444445,54.355555555555554,45.333333333333336,99.62222222222222,17.822222222222223,42.8,30.91111111111111,18.68888888888889,62.75555555555555,14.053333333333335,1.4200000000000002,181.51111111111112,73.86666666666666,0.0
5,2013-01-06,1.045914285714286,0.6415714285714286,584.8857142857142,1.4428571428571428,51.4,44.6,95.88571428571429,26.942857142857143,35.8,26.02857142857143,8.82857142857143,52.68571428571428,15.414285714285715,1.617142857142857,192.0857142857143,61.65714285714286,0.0
6,2013-01-07,1.0525,0.6674444444444442,584.0,1.1944444444444442,41.77777777777778,41.361111111111114,83.13888888888889,20.75,60.666666666666664,37.47222222222222,20.333333333333332,60.52777777777778,13.986111111111114,1.7222222222222223,173.55555555555554,98.19444444444444,0.0
7,2013-01-08,0.7684782608695653,0.4988695652173913,583.0,1.1130434782608696,44.130434782608695,28.82608695652174,72.95652173913044,13.0,13.391304347826088,21.956521739130434,2.260869565217391,48.391304347826086,16.395652173913046,2.9826086956521745,159.69565217391303,35.391304347826086,0.0
8,2013-01-09,0.9658999999999999,0.5563750000000001,583.225,0.74,23.325,19.55,42.8,13.625,8.825,18.825,0.925,46.05,17.0975,3.3299999999999996,152.8,27.75,0.0
9,2013-01-10,1.0903333333333334,0.6598611111111111,584.75,1.6666666666666667,85.97222222222223,45.30555555555556,131.25,18.02777777777778,28.944444444444443,34.861111111111114,4.111111111111111,43.888888888888886,16.86388888888889,1.4027777777777781,169.19444444444446,63.861111111111114,0.0
10,2013-01-11,1.040923076923077,0.6109743589743589,584.1794871794872,1.4743589743589745,58.69230769230769,49.717948717948715,108.38461538461539,27.94871794871795,35.1025641025641,37.38461538461539,15.974358974358974,43.48717948717949,17.543589743589745,1.294871794871795,159.28205128205127,72.56410256410257,0.0
11,2013-01-12,0.9086969696969698,0.5345454545454545,583.3030303030303,1.4181818181818184,47.09090909090909,41.90909090909091,88.9090909090909,33.93939393939394,33.45454545454545,35.21212121212121,4.363636363636363,43.75757575757576,17.815151515151513,1.7272727272727275,137.5151515151515,68.75757575757575,0.0
12,2013-01-13,0.7723953488372092,0.4518139534883722,582.7209302325581,1.1069767441860465,35.651162790697676,36.16279069767442,71.93023255813954,24.74418604651163,26.88372093023256,26.0,2.302325581395349,45.86046511627907,16.500000000000004,1.4883720930232562,176.51162790697674,52.86046511627907,0.0
13,2013-01-14,1.161,0.7818157894736841,583.2368421052631,1.3605263157894736,52.973684210526315,40.36842105263158,93.34210526315789,24.342105263157894,21.105263157894736,33.10526315789474,2.789473684210526,40.13157894736842,18.307894736842105,1.6921052631578943,144.6578947368421,54.1578947368421,0.0
14,2013-01-15,0.9413749999999999,0.602775,582.45,1.44,48.0,49.85,97.7,30.65,34.525,42.2,4.3,43.975,17.517500000000002,1.6400000000000001,146.925,76.8,0.0
15,2013-01-16,0.9384390243902438,0.6144634146341463,582.9512195121952,1.2951219512195127,51.90243902439025,41.1219512195122,93.07317073170732,28.341463414634145,31.902439024390244,49.63414634146341,4.878048780487805,47.073170731707314,15.95609756097561,1.9048780487804873,200.390243902439,81.58536585365853,0.0
16,2013-01-17,1.104666666666667,0.7391025641025641,586.2051282051282,0.7794871794871795,25.28205128205128,37.30769230769231,62.717948717948715,19.666666666666668,23.384615384615383,48.94871794871795,32.666666666666664,38.56410256410256,11.158974358974364,3.264102564102563,251.97435897435898,72.46153846153847,0.0
17,2013-01-18,0.9288863636363636,0.6114545454545455,586.1818181818181,1.0136363636363634,36.13636363636363,49.86363636363637,86.0909090909091,16.40909090909091,31.113636363636363,46.43181818181818,28.84090909090909,39.09090909090909,9.61590909090909,2.129545454545455,244.25,77.63636363636364,0.0
18,2013-01-19,0.9025624999999998,0.5924166666666665,584.9375,1.1479166666666671,48.041666666666664,46.125,94.08333333333333,23.125,33.125,43.3125,36.4375,38.375,12.881250000000001,1.7354166666666668,202.08333333333334,76.41666666666667,0.0
19,2013-01-20,0.8071489361702129,0.5584893617021276,584.5531914893617,0.9574468085106383,33.808510638297875,39.5531914893617,73.2127659574468,18.0,28.127659574468087,33.46808510638298,28.51063829787234,38.170212765957444,13.600000000000005,1.7446808510638299,216.4468085106383,61.57446808510638,0.0
20,2013-01-21,0.3940588235294118,0.2858235294117647,585.3235294117648,1.0499999999999998,52.88235294117647,39.26470588235294,92.1470588235294,10.352941176470589,22.970588235294116,41.1764705882353,53.55882352941177,37.14705882352941,12.535294117647057,1.9558823529411764,220.7941176470588,64.17647058823529,0.0
