,fecha,hora,dia,mes,id_station,UVA,UVB,PA,CO,NO,NO2,NOX,O3,PM2.5,PMCO,SO2,RH,TMP,WSP,WDR,PM10
27,2016-01-01 14:00:00,14,1,1,TLA,2.7119999999999997,2.024,583.0,0.6,4.0,17.0,21.0,74.0,60.0,29.0,15.0,41.0,20.2,2.4,335.0,90.0
29,2016-01-01 15:00:00,15,1,1,TLA,2.241,1.41,583.0,0.7,3.0,19.0,22.0,93.0,77.0,34.0,14.0,35.0,22.0,0.4,327.0,111.0
31,2016-01-01 16:00:00,16,1,1,TLA,1.483,0.72,582.0,0.7,4.0,29.0,33.0,101.0,67.0,29.0,14.0,32.0,23.3,0.4,33.0,96.0
33,2016-01-01 17:00:00,17,1,1,TLA,0.764,0.261,582.0,0.8,4.0,28.0,32.0,99.0,73.0,36.0,14.0,34.0,22.8,2.0,354.0,109.0
35,2016-01-01 18:00:00,18,1,1,TLA,0.314,0.048,582.0,0.6,2.0,29.0,29.0,71.0,64.0,40.0,33.0,39.0,21.4,3.2,343.0,105.0
37,2016-01-01 19:00:00,19,1,1,TLA,0.025,0.0,583.0,0.6,4.0,26.0,29.0,32.0,41.0,83.0,15.0,53.0,18.0,4.3,337.0,124.0
39,2016-01-01 20:00:00,20,1,1,TLA,0.0,0.0,584.0,0.7,4.0,29.0,33.0,15.0,26.0,46.0,7.0,61.0,15.6,4.2,325.0,73.0
41,2016-01-01 21:00:00,21,1,1,TLA,0.0,0.0,584.0,0.6,7.0,28.0,34.0,10.0,18.0,26.0,19.0,67.0,14.2,4.3,315.0,43.0
43,2016-01-01 22:00:00,22,1,1,TLA,0.0,0.0,585.0,0.5,7.0,29.0,36.0,7.0,35.0,22.0,29.0,74.0,12.6,4.2,315.0,57.0
45,2016-01-01 23:00:00,23,1,1,TLA,0.0,0.0,585.0,0.5,4.0,22.0,26.0,10.0,31.0,16.0,35.0,76.0,12.3,3.8,318.0,47.0
47,2016-01-01 00:00:00,0,1,1,TLA,0.0,0.0,585.0,0.5,4.0,24.0,28.0,4.0,34.0,18.0,28.0,78.0,12.0,2.5,340.0,52.0
49,2016-02-01 01:00:00,1,1,2,MER,0.0,0.0,585.0,1.7,49.0,57.0,106.0,1.0,45.0,40.0,4.0,54.0,14.6,0.7,308.0,85.0
52,2016-02-01 02:00:00,2,1,2,MER,0.0,0.0,585.0,1.2,42.0,45.0,88.0,1.0,32.0,33.0,6.0,45.0,13.4,1.1,12.0,65.0
55,2016-02-01 03:00:00,3,1,2,MER,0.0,0.0,585.0,1.1,41.0,42.0,84.0,1.0,28.0,26.0,5.0,45.0,12.6,0.8,38.0,54.0
58,2016-02-01 04:00:00,4,1,2,MER,0.0,0.0,584.0,1.6,88.0,45.0,133.0,1.0,27.0,47.0,5.0,53.0,11.9,0.9,166.0,75.0
61,2016-02-01 05:00:00,5,1,2,MER,0.0,0.0,584.0,1.4,55.0,44.0,99.0,1.0,37.0,42.0,4.0,60.0,11.5,0.7,37.0,79.0
64,2016-02-01 06:00:00,6,1,2,MER,0.0,0.0,584.0,2.0,113.0,44.0,156.0,1.0,26.0,46.0,5.0,58.0,11.6,0.7,129.0,73.0
67,2016-02-01 07:00:00,7,1,2,MER,0.0,0.0,585.0,2.3,139.0,44.0,183.0,1.0,51.0,42.0,5.0,60.0,11.6,0.4,171.0,93.0
70,2016-02-01 08:00:00,8,1,2,MER,0.114,0.031,585.0,2.7,173.0,42.0,215.0,2.0,49.0,45.0,6.0,60.0,11.1,1.1,215.0,94.0
73,2016-02-01 09:00:00,9,1,2,MER,0.8859999999999999,0.259,585.0,2.2,103.0,46.0,149.0,5.0,34.0,39.0,5.0,51.0,12.5,0.7,162.0,74.0
76,2016-02-01 10:00:00,10,1,2,MER,1.65,0.823,586.0,2.0,84.0,69.0,152.0,11.0,51.0,48.0,5.0,45.0,14.5,1.1,98.0,99.0
79,2016-02-01 11:00:00,11,1,2,MER,2.635,1.742,585.0,1.8,47.0,77.0,125.0,27.0,47.0,44.0,6.0,39.0,16.5,1.2,102.0,91.0
82,2016-02-01 12:00:00,12,1,2,MER,3.667,2.7960000000000003,585.0,1.1,21.0,52.0,73.0,50.0,29.0,33.0,4.0,29.0,19.2,1.4,102.0,62.0
85,2016-02-01 13:00:00,13,1,2,MER,4.082,3.275,584.0,0.7,6.0,27.0,34.0,70.0,27.0,36.0,3.0,23.0,21.3,1.9,110.0,63.0
88,2016-02-01 14:00:00,14,1,2,MER,3.694,2.8710000000000004,583.0,0.6,4.0,23.0,26.0,83.0,27.0,47.0,3.0,22.0,22.5,1.9,108.0,74.0
91,2016-02-01 15:00:00,15,1,2,MER,3.426,2.403,582.0,0.6,4.0,23.0,27.0,87.0,47.0,26.0,3.0,20.0,23.9,2.0,171.0,73.0
94,2016-02-01 16:00:00,16,1,2,MER,2.451,1.422,582.0,0.5,5.0,21.0,26.0,81.0,36.0,27.0,2.0,19.0,24.7,2.2,194.0,63.0
97,2016-02-01 17:00:00,17,1,2,MER,1.374,0.584,581.0,0.6,6.0,24.0,30.0,66.0,19.0,53.0,2.0,23.0,24.4,2.4,158.0,72.0
100,2016-02-01 18:00:00,18,1,2,MER,0.508,0.124,582.0,0.8,9.0,30.0,39.0,47.0,13.0,54.0,2.0,26.0,23.5,3.8,245.0,66.0
103,2016-02-01 19:00:00,19,1,2,MER,0.067,0.0,582.0,0.6,10.0,32.0,41.0,29.0,30.0,37.0,2.0,28.0,22.4,2.4,231.0,67.0
109,2016-02-01 21:00:00,21,1,2,MER,0.0,0.0,583.0,0.8,4.0,39.0,42.0,17.0,11.0,28.0,3.0,35.0,19.3,2.0,169.0,39.0
112,2016-02-01 22:00:00,22,1,2,MER,0.0,0.0,583.0,0.8,5.0,39.0,44.0,16.0,5.0,20.0,2.0,39.0,18.2,2.0,176.0,25.0
115,2016-02-01 23:00:00,23,1,2,MER,0.0,0.0,583.0,0.9,14.0,45.0,59.0,7.0,3.0,20.0,3.0,39.0,18.0,1.6,176.0,23.0
118,2016-02-01 00:00:00,0,1,2,MER,0.0,0.0,583.0,1.2,24.0,55.0,79.0,2.0,40.0,34.0,3.0,43.0,17.2,1.3,121.0,74.0
121,2016-03-01 01:00:00,1,1,3,MER,0.0,0.0,585.0,0.7,4.0,40.0,44.0,12.0,26.0,20.0,5.0,55.0,15.9,1.2,345.0,46.0
122,2016-03-01 01:00:00,1,1,3,TLA,0.0,0.0,583.0,0.7,9.0,46.0,55.0,7.0,30.0,19.0,5.0,59.0,14.1,0.7,288.0,49.0
124,2016-03-01 02:00:00,2,1,3,MER,0.0,0.0,585.0,0.8,14.0,53.0,67.0,3.0,24.0,22.0,5.0,59.0,15.4,1.0,160.0,47.0
125,2016-03-01 02:00:00,2,1,3,TLA,0.0,0.0,583.0,0.6,11.0,42.0,53.0,3.0,24.0,18.0,4.0,63.0,13.4,0.7,193.0,41.0
127,2016-03-01 03:00:00,3,1,3,MER,0.0,0.0,585.0,0.6,2.0,34.0,36.0,16.0,33.0,18.0,4.0,62.0,15.1,1.4,156.0,51.0
128,2016-03-01 03:00:00,3,1,3,TLA,0.0,0.0,583.0,0.6,9.0,38.0,46.0,4.0,30.0,18.0,3.0,63.0,13.4,0.5,219.0,48.0
130,2016-03-01 04:00:00,4,1,3,MER,0.0,0.0,585.0,0.5,3.0,31.0,34.0,15.0,34.0,12.0,4.0,67.0,14.3,1.1,173.0,46.0
131,2016-03-01 04:00:00,4,1,3,TLA,0.0,0.0,583.0,0.5,4.0,27.0,31.0,9.0,27.0,12.0,3.0,69.0,12.4,1.2,242.0,39.0
133,2016-03-01 05:00:00,5,1,3,MER,0.0,0.0,585.0,0.6,4.0,34.0,38.0,11.0,35.0,13.0,3.0,70.0,13.9,1.6,186.0,48.0
134,2016-03-01 05:00:00,5,1,3,TLA,0.0,0.0,583.0,0.5,7.0,29.0,36.0,6.0,25.0,12.0,3.0,72.0,12.0,0.8,269.0,38.0
136,2016-03-01 06:00:00,6,1,3,MER,0.0,0.0,585.0,0.9,20.0,43.0,63.0,3.0,30.0,17.0,3.0,71.0,13.8,1.1,196.0,46.0
137,2016-03-01 06:00:00,6,1,3,TLA,0.0,0.0,583.0,0.7,24.0,31.0,55.0,3.0,21.0,16.0,3.0,73.0,11.6,1.1,247.0,37.0
139,2016-03-01 07:00:00,7,1,3,MER,0.001,0.0,586.0,1.2,34.0,46.0,80.0,2.0,51.0,23.0,4.0,71.0,13.8,1.0,191.0,74.0
142,2016-03-01 08:00:00,8,1,3,MER,0.22899999999999998,0.054000000000000006,586.0,1.9,87.0,49.0,136.0,2.0,50.0,34.0,5.0,71.0,13.8,0.8,24.0,84.0
143,2016-03-01 08:00:00,8,1,3,TLA,0.218,0.031,584.0,2.5,171.0,34.0,205.0,2.0,41.0,41.0,6.0,74.0,11.5,1.0,262.0,82.0
145,2016-03-01 09:00:00,9,1,3,MER,0.735,0.259,587.0,2.2,117.0,54.0,171.0,3.0,41.0,42.0,6.0,67.0,14.5,1.3,323.0,83.0
146,2016-03-01 09:00:00,9,1,3,TLA,0.691,0.266,584.0,3.0,185.0,50.0,235.0,3.0,45.0,51.0,7.0,69.0,12.8,1.2,277.0,96.0
148,2016-03-01 10:00:00,10,1,3,MER,1.2590000000000001,0.711,587.0,2.1,88.0,65.0,153.0,6.0,60.0,50.0,6.0,66.0,15.1,1.4,62.0,109.0
149,2016-03-01 10:00:00,10,1,3,TLA,1.276,0.743,585.0,2.4,170.0,69.0,239.0,5.0,69.0,61.0,10.0,59.0,15.1,0.4,305.0,130.0
151,2016-03-01 11:00:00,11,1,3,MER,2.218,1.541,587.0,1.3,37.0,57.0,93.0,20.0,49.0,38.0,5.0,60.0,16.4,1.4,90.0,88.0
152,2016-03-01 11:00:00,11,1,3,TLA,1.7719999999999998,1.365,585.0,1.4,56.0,68.0,123.0,19.0,71.0,46.0,8.0,50.0,16.8,0.5,161.0,117.0
154,2016-03-01 12:00:00,12,1,3,MER,2.685,2.157,587.0,0.7,17.0,36.0,53.0,36.0,36.0,25.0,4.0,55.0,17.7,1.9,33.0,61.0
155,2016-03-01 12:00:00,12,1,3,TLA,2.454,2.137,584.0,1.0,21.0,50.0,71.0,39.0,47.0,32.0,4.0,43.0,18.1,1.0,140.0,79.0
157,2016-03-01 13:00:00,13,1,3,MER,3.037,2.525,586.0,0.6,7.0,23.0,30.0,48.0,35.0,24.0,3.0,47.0,19.0,2.1,47.0,59.0
158,2016-03-01 13:00:00,13,1,3,TLA,2.108,1.949,584.0,1.0,16.0,44.0,59.0,52.0,55.0,42.0,3.0,37.0,19.7,0.3,145.0,97.0
160,2016-03-01 14:00:00,14,1,3,MER,2.267,1.798,585.0,0.8,9.0,31.0,40.0,60.0,41.0,31.0,3.0,40.0,20.2,1.7,36.0,72.0
161,2016-03-01 14:00:00,14,1,3,TLA,1.419,1.232,583.0,0.8,10.0,40.0,49.0,56.0,48.0,33.0,3.0,36.0,19.9,1.5,143.0,81.0
163,2016-03-01 15:00:00,15,1,3,MER,1.9180000000000001,1.391,584.0,1.0,14.0,41.0,55.0,56.0,55.0,36.0,3.0,36.0,21.0,2.1,275.0,91.0
164,2016-03-01 15:00:00,15,1,3,TLA,2.178,1.765,582.0,0.7,9.0,32.0,40.0,68.0,46.0,29.0,2.0,32.0,20.6,1.3,143.0,75.0
167,2016-03-01 16:00:00,16,1,3,TLA,1.432,0.98,582.0,0.5,8.0,22.0,29.0,46.0,17.0,27.0,2.0,28.0,20.7,2.4,195.0,44.0
170,2016-03-01 17:00:00,17,1,3,TLA,1.011,0.53,582.0,0.5,11.0,23.0,34.0,46.0,15.0,17.0,2.0,28.0,20.9,0.5,253.0,32.0
173,2016-03-01 18:00:00,18,1,3,TLA,0.223,0.047,582.0,0.6,18.0,25.0,44.0,36.0,24.0,26.0,3.0,41.0,18.0,0.9,162.0,50.0
175,2016-03-01 19:00:00,19,1,3,MER,0.066,0.0,585.0,1.1,24.0,54.0,78.0,8.0,25.0,31.0,3.0,64.0,16.0,2.6,21.0,55.0
176,2016-03-01 19:00:00,19,1,3,TLA,0.09300000000000001,0.002,583.0,1.9,69.0,63.0,132.0,7.0,27.0,31.0,5.0,49.0,16.6,1.2,83.0,57.0
178,2016-03-01 20:00:00,20,1,3,MER,0.0,0.0,585.0,1.0,21.0,53.0,74.0,6.0,19.0,21.0,3.0,63.0,15.6,2.7,35.0,40.0
181,2016-03-01 21:00:00,21,1,3,MER,0.0,0.0,586.0,0.8,10.0,44.0,54.0,11.0,22.0,20.0,3.0,64.0,15.1,2.7,34.0,42.0
182,2016-03-01 21:00:00,21,1,3,TLA,0.0,0.0,584.0,1.8,76.0,63.0,140.0,1.0,34.0,44.0,5.0,48.0,16.2,1.0,329.0,78.0
184,2016-03-01 22:00:00,22,1,3,MER,0.0,0.0,586.0,1.2,27.0,54.0,81.0,3.0,30.0,27.0,3.0,61.0,15.4,1.9,345.0,57.0
185,2016-03-01 22:00:00,22,1,3,TLA,0.0,0.0,584.0,1.1,29.0,55.0,83.0,3.0,34.0,42.0,3.0,54.0,15.2,2.9,303.0,76.0
187,2016-03-01 23:00:00,23,1,3,MER,0.0,0.0,587.0,1.0,19.0,48.0,67.0,4.0,26.0,39.0,4.0,60.0,15.7,3.0,298.0,65.0
188,2016-03-01 23:00:00,23,1,3,TLA,0.0,0.0,585.0,0.7,16.0,42.0,58.0,7.0,32.0,36.0,9.0,58.0,14.5,2.5,295.0,67.0
190,2016-03-01 00:00:00,0,1,3,MER,0.0,0.0,587.0,0.7,9.0,37.0,45.0,8.0,26.0,26.0,11.0,63.0,15.2,3.0,318.0,52.0
191,2016-03-01 00:00:00,0,1,3,TLA,0.0,0.0,585.0,0.5,6.0,34.0,40.0,11.0,30.0,22.0,15.0,60.0,14.0,2.6,310.0,53.0
193,2016-04-01 01:00:00,1,1,4,MER,0.0,0.0,584.0,0.4,5.0,18.0,23.0,14.0,20.0,6.0,2.0,32.0,19.5,1.9,268.0,26.0
196,2016-04-01 02:00:00,2,1,4,MER,0.0,0.0,584.0,0.5,8.0,21.0,29.0,9.0,5.0,16.0,2.0,31.0,19.2,2.5,238.0,21.0
199,2016-04-01 03:00:00,3,1,4,MER,0.0,0.0,584.0,0.8,9.0,35.0,45.0,2.0,13.0,19.0,2.0,36.0,17.6,1.7,179.0,32.0
202,2016-04-01 04:00:00,4,1,4,MER,0.0,0.0,583.0,0.9,29.0,35.0,64.0,1.0,4.0,16.0,3.0,38.0,17.1,1.0,182.0,20.0
205,2016-04-01 05:00:00,5,1,4,MER,0.0,0.0,584.0,0.9,35.0,35.0,70.0,1.0,13.0,31.0,3.0,40.0,16.6,1.5,157.0,44.0
208,2016-04-01 06:00:00,6,1,4,MER,0.0,0.0,584.0,1.0,38.0,31.0,69.0,1.0,19.0,25.0,3.0,42.0,15.9,1.7,186.0,44.0
211,2016-04-01 07:00:00,7,1,4,MER,0.047,0.006999999999999999,584.0,1.7,100.0,35.0,135.0,1.0,33.0,32.0,5.0,42.0,15.8,1.0,176.0,65.0
214,2016-04-01 08:00:00,8,1,4,MER,0.633,0.154,584.0,2.5,149.0,37.0,185.0,2.0,33.0,47.0,6.0,42.0,16.7,1.6,182.0,81.0
217,2016-04-01 09:00:00,9,1,4,MER,1.83,0.821,584.0,1.2,44.0,32.0,76.0,13.0,14.0,34.0,3.0,34.0,18.5,2.2,144.0,49.0
220,2016-04-01 10:00:00,10,1,4,MER,3.055,2.062,585.0,1.2,33.0,42.0,75.0,23.0,29.0,48.0,3.0,29.0,20.5,2.5,134.0,77.0
223,2016-04-01 11:00:00,11,1,4,MER,4.24,3.543,584.0,0.6,12.0,23.0,35.0,37.0,27.0,49.0,2.0,24.0,22.6,2.1,142.0,76.0
226,2016-04-01 12:00:00,12,1,4,MER,5.077,4.746,584.0,0.5,5.0,16.0,21.0,51.0,6.0,14.0,2.0,20.0,24.3,2.2,146.0,20.0
229,2016-04-01 13:00:00,13,1,4,MER,5.303999999999999,5.138999999999999,583.0,0.6,10.0,19.0,28.0,54.0,9.0,25.0,2.0,18.0,25.8,2.2,198.0,34.0
232,2016-04-01 14:00:00,14,1,4,MER,4.341,4.132,583.0,0.5,4.0,18.0,22.0,67.0,13.0,26.0,2.0,17.0,27.1,2.5,134.0,39.0
235,2016-04-01 15:00:00,15,1,4,MER,4.23,3.815,582.0,0.7,14.0,17.0,31.0,39.0,22.0,55.0,2.0,18.0,27.6,4.7,242.0,76.0
238,2016-04-01 16:00:00,16,1,4,MER,3.51,2.819,582.0,0.7,18.0,16.0,35.0,27.0,18.0,63.0,2.0,18.0,27.9,4.6,232.0,81.0
241,2016-04-01 17:00:00,17,1,4,MER,2.2880000000000003,1.383,582.0,0.8,23.0,19.0,42.0,25.0,13.0,49.0,3.0,17.0,27.6,4.2,236.0,62.0
244,2016-04-01 18:00:00,18,1,4,MER,1.171,0.426,582.0,0.7,22.0,19.0,41.0,21.0,10.0,48.0,2.0,17.0,26.7,5.0,261.0,57.0
247,2016-04-01 19:00:00,19,1,4,MER,0.27699999999999997,0.047,583.0,0.8,27.0,18.0,46.0,12.0,4.0,25.0,2.0,18.0,25.3,4.6,260.0,29.0
250,2016-04-01 20:00:00,20,1,4,MER,0.0,0.0,583.0,0.8,25.0,23.0,47.0,7.0,13.0,27.0,3.0,20.0,23.7,4.6,277.0,40.0
253,2016-04-01 21:00:00,21,1,4,MER,0.0,0.0,584.0,0.9,39.0,25.0,65.0,5.0,13.0,17.0,4.0,22.0,22.7,3.0,266.0,30.0
256,2016-04-01 22:00:00,22,1,4,MER,0.0,0.0,585.0,0.7,24.0,24.0,48.0,6.0,9.0,13.0,2.0,24.0,21.8,3.3,256.0,21.0
259,2016-04-01 23:00:00,23,1,4,MER,0.0,0.0,585.0,0.7,23.0,26.0,49.0,4.0,21.0,16.0,2.0,27.0,20.8,3.4,244.0,38.0
262,2016-04-01 00:00:00,0,1,4,MER,0.0,0.0,585.0,0.7,18.0,25.0,44.0,5.0,20.0,10.0,2.0,29.0,19.9,3.7,249.0,31.0
263,2016-04-01 00:00:00,0,1,4,TLA,0.0,0.0,583.0,0.8,21.0,29.0,49.0,3.0,24.0,24.0,2.0,28.0,18.1,0.8,147.0,48.0
266,2016-05-01 01:00:00,1,1,5,TLA,0.0,0.0,581.0,1.1,9.0,57.0,66.0,7.0,31.0,17.0,2.0,24.0,17.1,0.7,258.0,48.0
269,2016-05-01 02:00:00,2,1,5,TLA,0.0,0.0,581.0,1.0,6.0,55.0,62.0,9.0,38.0,18.0,2.0,24.0,16.3,0.9,157.0,56.0
272,2016-05-01 03:00:00,3,1,5,TLA,0.0,0.0,581.0,0.9,3.0,42.0,44.0,24.0,28.0,22.0,2.0,20.0,16.2,1.5,166.0,50.0
275,2016-05-01 04:00:00,4,1,5,TLA,0.0,0.0,581.0,1.0,11.0,44.0,56.0,14.0,35.0,19.0,2.0,26.0,15.1,0.7,237.0,54.0
278,2016-05-01 05:00:00,5,1,5,TLA,0.0,0.0,581.0,0.9,6.0,43.0,50.0,10.0,31.0,14.0,2.0,28.0,14.0,0.9,241.0,45.0
281,2016-05-01 06:00:00,6,1,5,TLA,0.0,0.0,581.0,0.9,18.0,50.0,68.0,4.0,33.0,15.0,2.0,28.0,13.4,1.2,258.0,48.0
284,2016-05-01 07:00:00,7,1,5,TLA,0.0,0.0,581.0,1.6,67.0,55.0,122.0,3.0,24.0,22.0,3.0,29.0,13.2,0.4,187.0,47.0
287,2016-05-01 08:00:00,8,1,5,TLA,0.0,0.0,582.0,2.1,103.0,64.0,168.0,5.0,37.0,36.0,5.0,27.0,14.9,0.4,298.0,73.0
290,2016-05-01 09:00:00,9,1,5,TLA,0.0,0.0,582.0,2.5,153.0,75.0,228.0,8.0,69.0,66.0,13.0,27.0,15.8,2.0,331.0,135.0
293,2016-05-01 10:00:00,10,1,5,TLA,0.0,0.0,582.0,1.5,64.0,68.0,132.0,26.0,55.0,53.0,15.0,20.0,18.4,2.1,326.0,108.0
296,2016-05-01 11:00:00,11,1,5,TLA,0.0,0.0,582.0,0.9,18.0,40.0,58.0,66.0,31.0,27.0,6.0,12.0,22.6,0.6,41.0,58.0
299,2016-05-01 12:00:00,12,1,5,TLA,0.0,0.0,582.0,0.7,9.0,32.0,40.0,81.0,29.0,17.0,5.0,10.0,25.5,1.1,253.0,46.0
302,2016-05-01 13:00:00,13,1,5,TLA,0.0,0.0,581.0,0.4,3.0,13.0,15.0,75.0,15.0,12.0,2.0,10.0,26.5,1.9,289.0,27.0
305,2016-05-01 14:00:00,14,1,5,TLA,0.0,0.0,581.0,0.4,5.0,14.0,18.0,65.0,12.0,11.0,2.0,11.0,27.1,2.0,238.0,23.0
308,2016-05-01 15:00:00,15,1,5,TLA,0.0,0.0,581.0,0.3,5.0,11.0,16.0,51.0,7.0,11.0,2.0,10.0,27.5,3.7,229.0,17.0
311,2016-05-01 16:00:00,16,1,5,TLA,0.0,0.0,580.0,0.3,3.0,11.0,14.0,61.0,7.0,12.0,2.0,10.0,28.2,3.6,253.0,19.0
314,2016-05-01 17:00:00,17,1,5,TLA,0.0,0.0,580.0,0.3,3.0,12.0,15.0,60.0,10.0,14.0,2.0,10.0,28.0,4.0,261.0,24.0
317,2016-05-01 18:00:00,18,1,5,TLA,0.0,0.0,580.0,0.3,2.0,12.0,14.0,58.0,10.0,15.0,2.0,11.0,27.9,3.9,257.0,25.0
320,2016-05-01 19:00:00,19,1,5,TLA,0.0,0.0,580.0,0.4,3.0,20.0,24.0,42.0,7.0,16.0,2.0,12.0,26.6,2.9,226.0,22.0
323,2016-05-01 20:00:00,20,1,5,TLA,0.0,0.0,581.0,0.5,12.0,33.0,44.0,30.0,14.0,23.0,2.0,14.0,24.7,1.2,251.0,36.0
326,2016-05-01 21:00:00,21,1,5,TLA,0.0,0.0,582.0,1.1,29.0,57.0,86.0,6.0,21.0,24.0,4.0,15.0,23.4,1.1,332.0,45.0
329,2016-05-01 22:00:00,22,1,5,TLA,0.0,0.0,582.0,1.3,35.0,63.0,98.0,4.0,27.0,26.0,4.0,16.0,22.5,1.6,310.0,53.0
332,2016-05-01 23:00:00,23,1,5,TLA,0.0,0.0,582.0,1.0,19.0,51.0,69.0,5.0,23.0,28.0,2.0,19.0,20.6,1.4,256.0,51.0
335,2016-05-01 00:00:00,0,1,5,TLA,0.0,0.0,582.0,0.7,10.0,44.0,54.0,6.0,17.0,21.0,2.0,21.0,19.0,1.1,265.0,38.0
336,2016-06-01 01:00:00,1,1,6,MER,0.0,0.0,584.0,0.8,2.0,40.0,42.0,18.0,23.0,7.0,1.0,84.0,16.2,1.5,105.0,30.0
337,2016-06-01 01:00:00,1,1,6,TLA,0.0,0.0,582.0,0.7,2.0,35.0,37.0,25.0,32.0,25.0,3.0,75.0,15.9,1.7,115.0,57.0
338,2016-06-01 02:00:00,2,1,6,MER,0.0,0.0,584.0,0.6,1.0,31.0,32.0,18.0,35.0,5.0,1.0,81.0,15.7,1.2,125.0,40.0
339,2016-06-01 02:00:00,2,1,6,TLA,0.0,0.0,582.0,0.8,2.0,45.0,48.0,13.0,37.0,21.0,3.0,78.0,15.5,1.7,129.0,57.0
340,2016-06-01 03:00:00,3,1,6,MER,0.0,0.0,583.0,0.6,2.0,33.0,35.0,14.0,29.0,10.0,1.0,85.0,15.2,1.0,18.0,40.0
341,2016-06-01 03:00:00,3,1,6,TLA,0.0,0.0,582.0,0.7,2.0,38.0,40.0,15.0,26.0,19.0,3.0,77.0,15.1,1.3,129.0,45.0
342,2016-06-01 04:00:00,4,1,6,MER,0.0,0.0,583.0,0.8,16.0,41.0,57.0,3.0,31.0,11.0,1.0,89.0,14.9,0.7,78.0,42.0
343,2016-06-01 04:00:00,4,1,6,TLA,0.0,0.0,581.0,0.6,7.0,37.0,44.0,13.0,31.0,28.0,3.0,77.0,15.0,0.8,104.0,59.0
344,2016-06-01 05:00:00,5,1,6,MER,0.0,0.0,584.0,1.1,50.0,47.0,96.0,2.0,31.0,18.0,2.0,87.0,14.8,1.1,24.0,49.0
345,2016-06-01 05:00:00,5,1,6,TLA,0.0,0.0,582.0,1.1,60.0,47.0,106.0,1.0,38.0,34.0,4.0,81.0,14.2,1.8,317.0,72.0
346,2016-06-01 06:00:00,6,1,6,MER,0.0,0.0,584.0,1.6,77.0,48.0,125.0,2.0,30.0,19.0,3.0,85.0,15.0,1.6,322.0,49.0
347,2016-06-01 06:00:00,6,1,6,TLA,0.0,0.0,582.0,1.2,65.0,40.0,105.0,0.0,40.0,29.0,4.0,80.0,13.8,1.8,319.0,70.0
348,2016-06-01 07:00:00,7,1,6,MER,0.195,0.05,585.0,1.9,92.0,47.0,140.0,3.0,44.0,28.0,6.0,84.0,15.2,1.6,315.0,72.0
349,2016-06-01 07:00:00,7,1,6,TLA,0.0,0.0,582.0,1.7,83.0,45.0,128.0,1.0,42.0,37.0,4.0,79.0,14.3,1.2,341.0,79.0
350,2016-06-01 08:00:00,8,1,6,MER,0.852,0.27399999999999997,585.0,1.6,54.0,47.0,101.0,6.0,63.0,29.0,5.0,80.0,16.0,1.0,334.0,93.0
351,2016-06-01 08:00:00,8,1,6,TLA,0.0,0.0,583.0,1.9,105.0,51.0,156.0,4.0,52.0,52.0,6.0,74.0,15.4,0.3,283.0,104.0
