,fecha,hora,dia,mes,id_station,UVA,UVB,PA,CO,NO,NO2,NOX,O3,PM2.5,PMCO,SO2,RH,TMP,WSP,WDR,PM10
83,2017-02-01,8,1,2,MER,0.0,0.0,586.0,2.2,173.0,66.0,238.0,1.0,58.0,63.0,20.0,60.0,11.2,0.5,37.0,121.0
86,2017-02-01,9,1,2,MER,0.0,0.0,586.0,1.8,101.0,60.0,162.0,4.0,55.0,61.0,32.0,56.0,12.4,1.0,15.0,116.0
105,2017-02-01,17,1,2,MER,0.0,0.0,583.0,0.8,8.0,35.0,43.0,56.0,49.0,42.0,4.0,29.0,21.9,3.9,185.0,91.0
108,2017-02-01,18,1,2,MER,0.0,0.0,583.0,0.9,12.0,41.0,54.0,36.0,8.0,45.0,3.0,34.0,20.8,3.0,189.0,52.0
111,2017-02-01,19,1,2,MER,0.0,0.0,584.0,1.2,30.0,45.0,74.0,16.0,35.0,36.0,2.0,33.0,20.4,2.6,218.0,71.0
114,2017-02-01,20,1,2,MER,0.0,0.0,584.0,1.1,21.0,44.0,65.0,9.0,59.0,34.0,2.0,37.0,19.3,2.2,177.0,93.0
117,2017-02-01,21,1,2,MER,0.0,0.0,585.0,0.8,8.0,37.0,45.0,9.0,43.0,28.0,2.0,39.0,18.4,1.6,174.0,71.0
120,2017-02-01,22,1,2,MER,0.0,0.0,585.0,1.0,18.0,42.0,60.0,6.0,10.0,43.0,3.0,41.0,17.7,2.0,254.0,54.0
123,2017-02-01,23,1,2,MER,0.0,0.0,585.0,0.9,13.0,54.0,67.0,5.0,49.0,78.0,5.0,48.0,16.1,3.4,302.0,126.0
126,2017-02-01,0,1,2,MER,0.0,0.0,585.0,0.7,7.0,47.0,54.0,9.0,32.0,60.0,11.0,51.0,15.0,3.4,304.0,92.0
201,2017-04-01,1,1,4,MER,0.0,0.0,584.0,1.4,52.0,49.0,101.0,1.0,24.0,26.0,3.0,31.0,17.8,1.3,105.0,50.0
202,2017-04-01,1,1,4,TLA,0.0,0.0,581.0,0.2,1.0,11.0,12.0,36.0,25.0,14.0,0.0,28.0,17.8,2.6,149.0,39.0
204,2017-04-01,2,1,4,MER,0.0,0.0,584.0,0.9,21.0,47.0,68.0,2.0,24.0,26.0,2.0,36.0,17.1,1.2,90.0,50.0
205,2017-04-01,2,1,4,TLA,0.0,0.0,581.0,0.2,4.0,16.0,20.0,31.0,27.0,15.0,0.0,30.0,17.4,2.3,130.0,42.0
207,2017-04-01,3,1,4,MER,0.0,0.0,584.0,0.7,6.0,42.0,47.0,5.0,19.0,19.0,2.0,38.0,16.5,1.3,102.0,38.0
208,2017-04-01,3,1,4,TLA,0.0,0.0,581.0,0.6,31.0,49.0,80.0,1.0,30.0,26.0,2.0,33.0,16.4,1.2,113.0,55.0
210,2017-04-01,4,1,4,MER,0.0,0.0,584.0,0.7,7.0,43.0,50.0,5.0,34.0,24.0,2.0,40.0,15.7,1.5,156.0,58.0
211,2017-04-01,4,1,4,TLA,0.0,0.0,581.0,0.4,19.0,44.0,63.0,6.0,27.0,22.0,2.0,34.0,16.2,1.9,104.0,49.0
213,2017-04-01,5,1,4,MER,0.0,0.0,584.0,0.9,30.0,49.0,78.0,2.0,47.0,27.0,2.0,43.0,15.1,1.0,351.0,74.0
214,2017-04-01,5,1,4,TLA,0.0,0.0,581.0,0.3,16.0,39.0,55.0,9.0,26.0,21.0,1.0,35.0,16.1,2.4,102.0,47.0
216,2017-04-01,6,1,4,MER,0.0,0.0,584.0,1.1,51.0,47.0,98.0,1.0,35.0,31.0,3.0,44.0,14.7,1.1,112.0,66.0
217,2017-04-01,6,1,4,TLA,0.0,0.0,581.0,0.4,14.0,39.0,52.0,8.0,24.0,22.0,1.0,36.0,15.4,1.6,136.0,46.0
219,2017-04-01,7,1,4,MER,0.055999999999999994,0.005,585.0,1.6,102.0,46.0,148.0,1.0,28.0,35.0,4.0,48.0,14.0,1.6,166.0,64.0
220,2017-04-01,7,1,4,TLA,0.046,0.013999999999999999,581.0,0.7,44.0,48.0,92.0,1.0,34.0,32.0,2.0,38.0,14.6,1.3,141.0,66.0
222,2017-04-01,8,1,4,MER,0.66,0.161,585.0,2.3,152.0,51.0,203.0,3.0,30.0,43.0,6.0,44.0,15.4,0.7,214.0,74.0
223,2017-04-01,8,1,4,TLA,0.662,0.149,582.0,0.8,53.0,47.0,99.0,8.0,28.0,29.0,2.0,35.0,16.4,2.1,97.0,58.0
225,2017-04-01,9,1,4,MER,1.77,0.779,585.0,1.4,52.0,58.0,111.0,15.0,30.0,39.0,3.0,38.0,18.0,1.0,354.0,69.0
226,2017-04-01,9,1,4,TLA,1.881,0.7859999999999999,582.0,0.8,39.0,46.0,85.0,20.0,34.0,41.0,2.0,31.0,18.5,2.8,114.0,75.0
228,2017-04-01,10,1,4,MER,3.207,2.079,585.0,0.8,20.0,32.0,52.0,33.0,37.0,30.0,2.0,29.0,21.3,1.8,143.0,67.0
229,2017-04-01,10,1,4,TLA,3.247,2.083,582.0,0.5,22.0,31.0,53.0,36.0,22.0,42.0,1.0,23.0,20.5,3.8,105.0,64.0
231,2017-04-01,11,1,4,MER,4.52,3.6189999999999998,585.0,0.4,7.0,10.0,17.0,38.0,17.0,27.0,1.0,17.0,24.0,3.4,166.0,43.0
232,2017-04-01,11,1,4,TLA,4.272,3.4539999999999997,582.0,0.4,14.0,27.0,41.0,46.0,27.0,29.0,1.0,17.0,22.8,3.1,108.0,56.0
240,2017-04-01,14,1,4,MER,5.202999999999999,4.529,583.0,0.4,5.0,11.0,17.0,49.0,42.0,45.0,2.0,10.0,27.0,4.5,186.0,87.0
241,2017-04-01,14,1,4,TLA,5.428999999999999,4.769,581.0,0.1,3.0,6.0,9.0,54.0,13.0,33.0,0.0,11.0,26.3,3.3,178.0,47.0
243,2017-04-01,15,1,4,MER,4.6819999999999995,3.78,583.0,0.5,12.0,17.0,29.0,42.0,5.0,42.0,2.0,11.0,27.5,4.4,221.0,46.0
244,2017-04-01,15,1,4,TLA,4.529,3.5860000000000003,580.0,0.1,3.0,8.0,11.0,56.0,14.0,54.0,0.0,12.0,26.6,4.0,180.0,68.0
246,2017-04-01,16,1,4,MER,3.3689999999999998,2.2680000000000002,583.0,0.4,7.0,13.0,19.0,42.0,12.0,38.0,2.0,14.0,26.9,5.1,176.0,50.0
247,2017-04-01,16,1,4,TLA,3.708,2.421,580.0,0.1,3.0,8.0,11.0,51.0,14.0,60.0,1.0,12.0,26.8,3.6,188.0,74.0
249,2017-04-01,17,1,4,MER,2.4930000000000003,1.245,583.0,0.4,6.0,13.0,19.0,43.0,17.0,42.0,2.0,15.0,26.4,5.5,171.0,60.0
250,2017-04-01,17,1,4,TLA,2.602,1.238,580.0,0.1,4.0,7.0,11.0,45.0,10.0,41.0,1.0,11.0,26.4,4.0,211.0,51.0
252,2017-04-01,18,1,4,MER,1.253,0.38799999999999996,583.0,0.4,2.0,10.0,12.0,47.0,18.0,52.0,2.0,17.0,25.2,5.9,158.0,70.0
253,2017-04-01,18,1,4,TLA,1.297,0.38,580.0,0.1,3.0,7.0,10.0,39.0,13.0,33.0,1.0,11.0,25.4,3.8,192.0,46.0
255,2017-04-01,19,1,4,MER,0.299,0.046,584.0,0.4,2.0,13.0,14.0,42.0,21.0,26.0,2.0,18.0,23.9,5.4,162.0,47.0
256,2017-04-01,19,1,4,TLA,0.33399999999999996,0.033,581.0,0.1,3.0,13.0,16.0,31.0,11.0,26.0,1.0,12.0,24.1,3.1,194.0,37.0
258,2017-04-01,20,1,4,MER,0.0,0.0,584.0,0.5,6.0,24.0,30.0,31.0,20.0,20.0,2.0,18.0,22.8,5.0,184.0,41.0
259,2017-04-01,20,1,4,TLA,0.0,0.0,581.0,0.2,6.0,19.0,24.0,26.0,14.0,20.0,1.0,15.0,22.5,2.8,211.0,34.0
261,2017-04-01,21,1,4,MER,0.0,0.0,585.0,0.6,12.0,29.0,41.0,18.0,15.0,18.0,2.0,18.0,22.0,3.4,197.0,33.0
262,2017-04-01,21,1,4,TLA,0.0,0.0,582.0,0.2,7.0,20.0,27.0,21.0,16.0,21.0,1.0,14.0,21.1,2.6,230.0,37.0
264,2017-04-01,22,1,4,MER,0.0,0.0,585.0,0.6,8.0,34.0,42.0,10.0,13.0,17.0,2.0,19.0,21.1,1.8,194.0,29.0
265,2017-04-01,22,1,4,TLA,0.0,0.0,582.0,0.3,8.0,25.0,33.0,15.0,22.0,19.0,1.0,14.0,20.0,2.1,242.0,41.0
267,2017-04-01,23,1,4,MER,0.0,0.0,585.0,0.8,12.0,41.0,54.0,5.0,19.0,14.0,2.0,21.0,19.7,1.5,157.0,33.0
268,2017-04-01,23,1,4,TLA,0.0,0.0,582.0,0.4,9.0,26.0,35.0,12.0,26.0,30.0,1.0,15.0,18.8,2.5,230.0,56.0
270,2017-04-01,0,1,4,MER,0.0,0.0,586.0,0.8,13.0,37.0,49.0,5.0,5.0,16.0,2.0,21.0,19.0,0.8,187.0,21.0
271,2017-04-01,0,1,4,TLA,0.0,0.0,582.0,0.4,5.0,21.0,26.0,18.0,35.0,18.0,1.0,17.0,17.9,1.9,237.0,53.0
272,2017-05-01,1,1,5,MER,0.0,0.0,586.0,0.8,4.0,34.0,38.0,18.0,38.0,36.0,3.0,28.0,21.1,1.4,304.0,74.0
273,2017-05-01,1,1,5,TLA,0.0,0.0,583.0,0.4,1.0,27.0,28.0,24.0,42.0,36.0,13.0,28.0,19.9,1.2,264.0,77.0
274,2017-05-01,2,1,5,MER,0.0,0.0,585.0,0.9,2.0,34.0,36.0,15.0,55.0,33.0,7.0,29.0,20.4,1.4,304.0,88.0
275,2017-05-01,2,1,5,TLA,0.0,0.0,582.0,0.4,2.0,31.0,32.0,17.0,47.0,36.0,11.0,29.0,19.0,0.3,200.0,82.0
276,2017-05-01,3,1,5,MER,0.0,0.0,585.0,1.0,14.0,45.0,58.0,5.0,32.0,35.0,4.0,33.0,19.3,1.1,96.0,67.0
277,2017-05-01,3,1,5,TLA,0.0,0.0,582.0,0.4,1.0,28.0,29.0,18.0,34.0,30.0,6.0,31.0,18.0,0.9,256.0,65.0
278,2017-05-01,4,1,5,MER,0.0,0.0,585.0,0.9,15.0,57.0,72.0,1.0,31.0,32.0,4.0,35.0,18.3,0.8,87.0,63.0
279,2017-05-01,4,1,5,TLA,0.0,0.0,582.0,0.3,1.0,24.0,25.0,19.0,37.0,30.0,5.0,33.0,17.1,1.1,272.0,67.0
280,2017-05-01,5,1,5,MER,0.0,0.0,585.0,1.1,47.0,56.0,103.0,1.0,60.0,46.0,9.0,39.0,17.6,1.3,28.0,105.0
281,2017-05-01,5,1,5,TLA,0.0,0.0,582.0,0.6,22.0,42.0,64.0,2.0,59.0,48.0,6.0,35.0,16.6,1.2,315.0,108.0
282,2017-05-01,6,1,5,MER,0.002,0.0,586.0,1.4,56.0,47.0,103.0,1.0,32.0,37.0,12.0,40.0,17.2,1.0,63.0,69.0
283,2017-05-01,6,1,5,TLA,0.0,0.0,582.0,0.7,23.0,41.0,64.0,3.0,61.0,37.0,4.0,37.0,15.9,0.8,238.0,99.0
284,2017-05-01,7,1,5,MER,0.14,0.019,586.0,1.6,74.0,43.0,117.0,1.0,44.0,42.0,7.0,40.0,16.4,1.4,168.0,86.0
285,2017-05-01,7,1,5,TLA,0.127,0.022000000000000002,583.0,1.0,73.0,44.0,117.0,2.0,48.0,52.0,4.0,38.0,15.6,0.3,218.0,100.0
286,2017-05-01,8,1,5,MER,0.757,0.183,586.0,1.7,74.0,49.0,124.0,4.0,38.0,44.0,10.0,37.0,18.0,0.9,27.0,82.0
287,2017-05-01,8,1,5,TLA,0.703,0.179,583.0,1.2,76.0,50.0,126.0,6.0,53.0,50.0,4.0,33.0,17.4,0.5,327.0,104.0
288,2017-05-01,9,1,5,MER,1.692,0.682,587.0,1.0,26.0,44.0,70.0,17.0,45.0,46.0,11.0,33.0,19.3,1.6,42.0,92.0
289,2017-05-01,9,1,5,TLA,1.6440000000000001,0.71,584.0,1.1,59.0,64.0,122.0,13.0,54.0,48.0,7.0,28.0,20.0,0.7,321.0,103.0
290,2017-05-01,10,1,5,MER,2.6639999999999997,1.514,587.0,1.1,17.0,46.0,64.0,34.0,58.0,44.0,10.0,28.0,21.6,1.3,31.0,102.0
291,2017-05-01,10,1,5,TLA,2.6039999999999996,1.65,584.0,0.8,32.0,58.0,91.0,34.0,57.0,50.0,17.0,24.0,22.0,0.7,18.0,107.0
292,2017-05-01,11,1,5,MER,3.429,2.427,587.0,1.0,11.0,46.0,57.0,55.0,73.0,43.0,7.0,23.0,23.4,1.7,51.0,116.0
293,2017-05-01,11,1,5,TLA,3.589,2.7569999999999997,584.0,0.6,7.0,32.0,39.0,71.0,56.0,42.0,14.0,20.0,23.5,0.8,23.0,98.0
294,2017-05-01,12,1,5,MER,4.6530000000000005,3.613,586.0,0.7,4.0,24.0,28.0,79.0,47.0,30.0,6.0,17.0,25.0,1.9,25.0,77.0
295,2017-05-01,12,1,5,TLA,4.063,3.4010000000000002,583.0,0.5,6.0,26.0,32.0,89.0,35.0,36.0,17.0,17.0,24.9,1.3,329.0,70.0
296,2017-05-01,13,1,5,MER,4.96,3.97,586.0,0.5,1.0,14.0,15.0,90.0,40.0,25.0,6.0,14.0,26.2,2.1,85.0,65.0
297,2017-05-01,13,1,5,TLA,4.821000000000001,4.227,583.0,0.4,5.0,22.0,27.0,96.0,41.0,35.0,11.0,14.0,25.9,1.3,21.0,76.0
298,2017-05-01,14,1,5,MER,4.683,3.5839999999999996,585.0,0.4,1.0,13.0,14.0,84.0,41.0,22.0,5.0,12.0,27.6,2.7,100.0,63.0
299,2017-05-01,14,1,5,TLA,4.552,3.7969999999999997,582.0,0.3,3.0,19.0,22.0,98.0,38.0,29.0,8.0,12.0,27.2,0.6,49.0,67.0
300,2017-05-01,15,1,5,MER,2.169,1.402,584.0,0.5,2.0,16.0,19.0,70.0,29.0,63.0,3.0,12.0,27.4,3.2,179.0,92.0
301,2017-05-01,15,1,5,TLA,3.089,2.28,581.0,0.3,4.0,19.0,23.0,94.0,40.0,27.0,6.0,11.0,27.9,0.4,69.0,66.0
302,2017-05-01,16,1,5,MER,1.6780000000000002,0.858,584.0,0.6,5.0,21.0,27.0,53.0,28.0,27.0,2.0,13.0,27.3,3.7,187.0,55.0
303,2017-05-01,16,1,5,TLA,2.694,1.587,581.0,0.2,1.0,13.0,13.0,83.0,31.0,49.0,2.0,14.0,26.8,4.5,172.0,81.0
304,2017-05-01,17,1,5,MER,1.703,0.71,584.0,0.5,2.0,12.0,14.0,50.0,29.0,253.0,2.0,19.0,25.9,7.1,168.0,282.0
305,2017-05-01,17,1,5,TLA,1.2930000000000001,0.621,581.0,0.2,0.0,12.0,12.0,72.0,29.0,57.0,2.0,17.0,25.4,5.1,159.0,86.0
306,2017-05-01,18,1,5,MER,0.509,0.138,584.0,0.6,4.0,24.0,29.0,50.0,28.0,46.0,2.0,20.0,24.6,4.9,201.0,74.0
307,2017-05-01,18,1,5,TLA,0.387,0.087,581.0,0.3,1.0,17.0,18.0,69.0,33.0,65.0,2.0,19.0,24.0,3.7,197.0,99.0
308,2017-05-01,19,1,5,MER,0.10400000000000001,0.0,584.0,0.6,3.0,21.0,25.0,58.0,38.0,92.0,6.0,23.0,23.7,5.9,254.0,129.0
309,2017-05-01,19,1,5,TLA,0.10400000000000001,0.0,581.0,0.3,0.0,17.0,18.0,69.0,39.0,85.0,6.0,20.0,23.4,3.3,233.0,124.0
310,2017-05-01,20,1,5,MER,0.005,0.0,585.0,0.5,1.0,16.0,17.0,51.0,29.0,59.0,4.0,28.0,22.5,4.9,300.0,88.0
311,2017-05-01,20,1,5,TLA,0.013000000000000001,0.0,582.0,0.3,3.0,20.0,23.0,52.0,33.0,75.0,5.0,30.0,21.3,4.2,350.0,108.0
312,2017-05-01,21,1,5,MER,0.0,0.0,586.0,0.6,2.0,23.0,24.0,37.0,26.0,31.0,2.0,34.0,21.2,2.5,355.0,56.0
313,2017-05-01,21,1,5,TLA,0.0,0.0,583.0,0.4,6.0,36.0,41.0,37.0,27.0,40.0,6.0,33.0,20.1,1.9,340.0,67.0
314,2017-05-01,22,1,5,MER,0.0,0.0,586.0,0.8,1.0,39.0,40.0,23.0,32.0,30.0,2.0,34.0,21.3,1.4,157.0,62.0
315,2017-05-01,22,1,5,TLA,0.0,0.0,583.0,0.4,2.0,39.0,41.0,30.0,35.0,30.0,4.0,33.0,20.4,2.0,254.0,65.0
316,2017-05-01,23,1,5,MER,0.0,0.0,586.0,0.9,1.0,51.0,52.0,15.0,23.0,31.0,2.0,35.0,21.0,1.5,148.0,54.0
317,2017-05-01,23,1,5,TLA,0.0,0.0,583.0,0.4,0.0,24.0,24.0,38.0,32.0,28.0,3.0,32.0,20.0,1.7,189.0,59.0
318,2017-05-01,0,1,5,MER,0.0,0.0,586.0,0.8,1.0,43.0,43.0,19.0,40.0,33.0,2.0,36.0,20.2,0.9,155.0,73.0
319,2017-05-01,0,1,5,TLA,0.0,0.0,583.0,0.4,1.0,29.0,30.0,28.0,40.0,23.0,3.0,34.0,18.7,1.3,159.0,63.0
321,2017-06-01,1,1,6,TLA,0.0,0.0,583.0,0.3,1.0,12.0,12.0,13.0,16.0,13.0,2.0,72.0,15.9,2.8,342.0,29.0
323,2017-06-01,2,1,6,TLA,0.0,0.0,582.0,0.2,2.0,17.0,20.0,10.0,11.0,11.0,2.0,71.0,15.7,2.6,331.0,22.0
325,2017-06-01,3,1,6,TLA,0.0,0.0,582.0,0.2,1.0,19.0,21.0,11.0,3.0,9.0,2.0,69.0,15.6,2.7,327.0,12.0
327,2017-06-01,4,1,6,TLA,0.0,0.0,582.0,0.2,2.0,16.0,18.0,12.0,7.0,7.0,3.0,70.0,15.6,2.2,326.0,14.0
329,2017-06-01,5,1,6,TLA,0.0,0.0,582.0,0.3,4.0,17.0,21.0,10.0,12.0,6.0,12.0,70.0,15.5,2.6,316.0,18.0
331,2017-06-01,6,1,6,TLA,0.0,0.0,582.0,0.6,25.0,28.0,53.0,2.0,19.0,20.0,9.0,73.0,15.1,3.0,350.0,39.0
333,2017-06-01,7,1,6,TLA,0.121,0.027000000000000003,582.0,0.7,38.0,28.0,66.0,2.0,19.0,33.0,7.0,74.0,14.9,2.9,348.0,52.0
335,2017-06-01,8,1,6,TLA,0.628,0.23,582.0,0.9,46.0,27.0,73.0,5.0,28.0,37.0,17.0,71.0,15.2,2.5,336.0,64.0
337,2017-06-01,9,1,6,TLA,1.652,0.8690000000000001,582.0,0.9,32.0,29.0,61.0,12.0,33.0,28.0,42.0,64.0,16.6,2.1,313.0,61.0
339,2017-06-01,10,1,6,TLA,3.043,2.151,582.0,0.8,32.0,24.0,57.0,17.0,29.0,28.0,29.0,55.0,18.5,1.9,346.0,57.0
341,2017-06-01,11,1,6,TLA,2.3930000000000002,1.974,582.0,0.7,24.0,26.0,50.0,22.0,29.0,26.0,24.0,51.0,19.6,1.4,303.0,55.0
343,2017-06-01,12,1,6,TLA,3.242,2.9610000000000003,582.0,0.6,14.0,17.0,31.0,36.0,18.0,22.0,9.0,46.0,20.9,1.2,354.0,39.0
345,2017-06-01,13,1,6,TLA,3.738,3.616,582.0,0.4,11.0,17.0,27.0,39.0,22.0,16.0,3.0,43.0,21.4,2.1,300.0,38.0
347,2017-06-01,14,1,6,TLA,1.234,1.155,581.0,0.6,12.0,27.0,39.0,37.0,13.0,26.0,3.0,46.0,21.3,2.0,55.0,39.0
349,2017-06-01,15,1,6,TLA,1.3319999999999999,1.126,580.0,0.8,19.0,31.0,50.0,29.0,20.0,25.0,4.0,48.0,21.1,2.6,79.0,45.0
351,2017-06-01,16,1,6,TLA,1.724,1.2790000000000001,580.0,0.6,20.0,31.0,51.0,31.0,21.0,28.0,6.0,45.0,22.0,2.8,15.0,48.0
353,2017-06-01,17,1,6,TLA,0.644,0.36700000000000005,580.0,0.6,14.0,26.0,40.0,19.0,13.0,38.0,3.0,60.0,19.1,6.0,347.0,51.0
355,2017-06-01,18,1,6,TLA,0.19399999999999998,0.079,581.0,0.7,14.0,28.0,43.0,12.0,16.0,19.0,3.0,75.0,16.8,3.5,343.0,35.0
357,2017-06-01,19,1,6,TLA,0.063,0.024,581.0,0.9,34.0,34.0,68.0,4.0,21.0,11.0,3.0,77.0,16.8,2.5,301.0,33.0
361,2017-06-01,21,1,6,TLA,0.0,0.0,582.0,0.7,14.0,26.0,40.0,4.0,13.0,12.0,2.0,76.0,17.0,2.6,313.0,25.0
363,2017-06-01,22,1,6,TLA,0.0,0.0,582.0,0.6,19.0,27.0,46.0,1.0,11.0,10.0,2.0,76.0,16.7,2.4,308.0,21.0
