,fecha,hora,dia,mes,id_station,UVA,UVB,PA,CO,NO,NO2,NOX,O3,PM2.5,PMCO,SO2,RH,TMP,WSP,WDR,PM10
155,2015-04-01 13:00:00,13,1,4,MER,4.396,3.492,584.0,1.0,5.0,34.0,40.0,102.0,26.0,22.0,2.0,29.0,25.0,2.0,66.0,49.0
156,2015-04-01 13:00:00,13,1,4,TLA,2.411,2.059,582.0,1.1,12.0,50.0,62.0,85.0,35.0,37.0,4.0,33.0,22.8,1.5,319.0,72.0
157,2015-04-01 14:00:00,14,1,4,MER,3.545,2.7110000000000003,584.0,0.9,2.0,26.0,28.0,123.0,36.0,24.0,2.0,29.0,25.0,2.5,91.0,60.0
158,2015-04-01 14:00:00,14,1,4,TLA,3.3310000000000004,2.65,582.0,1.1,11.0,44.0,55.0,109.0,118.0,35.0,4.0,31.0,23.6,1.3,49.0,153.0
159,2015-04-01 15:00:00,15,1,4,MER,2.895,1.99,583.0,0.8,2.0,24.0,27.0,118.0,42.0,28.0,2.0,29.0,25.5,2.5,91.0,71.0
161,2015-04-01 16:00:00,16,1,4,MER,1.129,0.645,583.0,0.9,2.0,33.0,34.0,122.0,35.0,26.0,2.0,30.0,24.5,1.7,25.0,62.0
163,2015-04-01 17:00:00,17,1,4,MER,0.17800000000000002,0.07400000000000001,583.0,1.1,6.0,41.0,47.0,76.0,49.0,31.0,1.0,41.0,22.2,3.3,180.0,80.0
165,2015-04-01 18:00:00,18,1,4,MER,0.395,0.086,583.0,1.4,8.0,53.0,61.0,48.0,28.0,12.0,2.0,59.0,18.1,3.7,160.0,40.0
167,2015-04-01 19:00:00,19,1,4,MER,0.129,0.018000000000000002,583.0,1.8,13.0,72.0,84.0,33.0,44.0,26.0,2.0,67.0,17.1,3.9,57.0,71.0
169,2015-04-01 20:00:00,20,1,4,MER,0.0,0.0,584.0,1.1,8.0,40.0,48.0,54.0,33.0,18.0,1.0,79.0,13.9,3.7,39.0,51.0
171,2015-04-01 21:00:00,21,1,4,MER,0.0,0.0,585.0,1.4,10.0,68.0,78.0,19.0,35.0,10.0,1.0,88.0,13.7,2.5,16.0,45.0
173,2015-04-01 22:00:00,22,1,4,MER,0.0,0.0,585.0,1.8,25.0,78.0,104.0,3.0,30.0,9.0,2.0,89.0,13.5,1.4,156.0,38.0
175,2015-04-01 23:00:00,23,1,4,MER,0.0,0.0,586.0,1.9,26.0,70.0,96.0,2.0,16.0,8.0,2.0,88.0,13.6,0.9,183.0,23.0
177,2015-04-01 00:00:00,0,1,4,MER,0.0,0.0,585.0,2.1,65.0,71.0,136.0,1.0,23.0,11.0,2.0,88.0,13.8,1.1,11.0,34.0
180,2015-05-01 01:00:00,1,1,5,TLA,0.0,0.0,582.0,0.7,7.0,36.0,43.0,5.0,22.0,11.0,2.0,72.0,14.1,0.9,298.0,33.0
188,2015-05-01 08:00:00,8,1,5,TLA,0.865,0.20800000000000002,583.0,1.8,140.0,43.0,183.0,3.0,44.0,44.0,7.0,68.0,13.4,2.0,310.0,88.0
190,2015-05-01 09:00:00,9,1,5,TLA,1.8330000000000002,0.802,583.0,1.2,61.0,44.0,105.0,10.0,46.0,42.0,6.0,62.0,14.7,2.5,334.0,88.0
192,2015-05-01 10:00:00,10,1,5,TLA,3.141,1.996,583.0,1.1,40.0,39.0,80.0,23.0,45.0,35.0,6.0,52.0,17.1,1.9,348.0,81.0
194,2015-05-01 11:00:00,11,1,5,TLA,2.255,1.683,583.0,0.6,11.0,17.0,29.0,41.0,22.0,14.0,2.0,43.0,18.6,1.1,330.0,36.0
196,2015-05-01 12:00:00,12,1,5,TLA,3.9810000000000003,3.484,583.0,0.7,15.0,20.0,36.0,46.0,18.0,19.0,3.0,36.0,19.8,0.9,354.0,37.0
198,2015-05-01 13:00:00,13,1,5,TLA,3.154,2.8989999999999996,583.0,0.7,12.0,22.0,35.0,53.0,20.0,17.0,2.0,32.0,20.9,1.3,341.0,37.0
200,2015-05-01 14:00:00,14,1,5,TLA,2.928,2.5810000000000004,582.0,0.6,9.0,17.0,25.0,58.0,16.0,15.0,2.0,28.0,21.4,1.5,347.0,31.0
202,2015-05-01 15:00:00,15,1,5,TLA,3.6180000000000003,2.955,582.0,0.6,8.0,18.0,26.0,59.0,20.0,15.0,2.0,26.0,22.2,2.1,340.0,35.0
204,2015-05-01 16:00:00,16,1,5,TLA,1.8980000000000001,1.319,581.0,0.5,9.0,22.0,30.0,58.0,8.0,14.0,2.0,26.0,22.2,1.8,14.0,22.0
206,2015-05-01 17:00:00,17,1,5,TLA,1.617,0.8109999999999999,581.0,0.5,10.0,22.0,32.0,57.0,12.0,17.0,6.0,28.0,22.2,2.5,353.0,29.0
208,2015-05-01 18:00:00,18,1,5,TLA,0.927,0.304,581.0,0.5,8.0,26.0,33.0,56.0,15.0,16.0,10.0,29.0,22.2,1.7,346.0,31.0
210,2015-05-01 19:00:00,19,1,5,TLA,0.23199999999999998,0.02,581.0,0.4,4.0,24.0,27.0,49.0,10.0,14.0,15.0,32.0,21.2,3.0,357.0,25.0
212,2015-05-01 20:00:00,20,1,5,TLA,0.006,0.0,582.0,0.5,3.0,33.0,35.0,37.0,10.0,15.0,15.0,34.0,20.6,2.8,352.0,26.0
214,2015-05-01 21:00:00,21,1,5,TLA,0.0,0.0,582.0,0.7,12.0,29.0,41.0,25.0,21.0,29.0,7.0,45.0,18.9,3.1,350.0,51.0
216,2015-05-01 22:00:00,22,1,5,TLA,0.0,0.0,583.0,0.6,11.0,33.0,45.0,10.0,15.0,18.0,2.0,54.0,17.3,3.2,325.0,33.0
218,2015-05-01 23:00:00,23,1,5,TLA,0.0,0.0,583.0,0.5,7.0,28.0,35.0,12.0,14.0,16.0,2.0,59.0,16.2,3.0,322.0,31.0
220,2015-05-01 00:00:00,0,1,5,TLA,0.0,0.0,583.0,0.6,7.0,26.0,33.0,10.0,14.0,12.0,17.0,62.0,14.8,3.4,313.0,26.0
221,2015-06-01 01:00:00,1,1,6,MER,0.0,0.0,586.0,0.6,7.0,31.0,38.0,5.0,14.0,9.0,1.0,82.0,13.7,1.9,302.0,23.0
222,2015-06-01 01:00:00,1,1,6,TLA,0.0,0.0,584.0,0.3,1.0,13.0,14.0,21.0,11.0,8.0,1.0,71.0,13.7,1.9,314.0,18.0
223,2015-06-01 02:00:00,2,1,6,MER,0.0,0.0,586.0,0.5,3.0,25.0,28.0,11.0,15.0,9.0,2.0,77.0,13.5,2.1,310.0,25.0
224,2015-06-01 02:00:00,2,1,6,TLA,0.0,0.0,584.0,0.3,2.0,26.0,28.0,8.0,12.0,13.0,1.0,72.0,13.4,1.5,327.0,25.0
225,2015-06-01 03:00:00,3,1,6,MER,0.0,0.0,585.0,0.4,4.0,20.0,23.0,17.0,10.0,4.0,1.0,77.0,13.2,1.7,333.0,14.0
226,2015-06-01 03:00:00,3,1,6,TLA,0.0,0.0,583.0,0.4,4.0,26.0,30.0,5.0,18.0,9.0,3.0,77.0,13.2,1.7,337.0,28.0
227,2015-06-01 04:00:00,4,1,6,MER,0.0,0.0,585.0,0.6,7.0,24.0,31.0,11.0,16.0,7.0,1.0,77.0,13.3,1.7,322.0,22.0
228,2015-06-01 04:00:00,4,1,6,TLA,0.0,0.0,583.0,0.4,4.0,22.0,26.0,7.0,22.0,6.0,16.0,80.0,12.6,2.2,322.0,27.0
229,2015-06-01 05:00:00,5,1,6,MER,0.0,0.0,585.0,0.9,24.0,33.0,57.0,3.0,18.0,12.0,11.0,81.0,13.1,2.0,329.0,30.0
230,2015-06-01 05:00:00,5,1,6,TLA,0.0,0.0,583.0,0.6,19.0,28.0,47.0,3.0,25.0,9.0,22.0,80.0,12.3,1.7,307.0,34.0
231,2015-06-01 06:00:00,6,1,6,MER,0.001,0.003,585.0,1.2,56.0,35.0,92.0,2.0,27.0,17.0,17.0,82.0,12.8,1.2,320.0,44.0
232,2015-06-01 06:00:00,6,1,6,TLA,0.0,0.0,583.0,1.1,55.0,32.0,87.0,1.0,29.0,17.0,20.0,81.0,12.2,1.4,305.0,46.0
233,2015-06-01 07:00:00,7,1,6,MER,0.159,0.043,585.0,1.5,77.0,32.0,109.0,3.0,34.0,21.0,18.0,83.0,12.7,1.4,330.0,54.0
234,2015-06-01 07:00:00,7,1,6,TLA,0.11900000000000001,0.002,583.0,1.5,99.0,31.0,130.0,2.0,42.0,33.0,24.0,80.0,12.5,1.7,326.0,76.0
235,2015-06-01 08:00:00,8,1,6,MER,0.7829999999999999,0.233,586.0,1.7,88.0,33.0,121.0,4.0,34.0,27.0,20.0,82.0,12.9,1.9,334.0,60.0
236,2015-06-01 08:00:00,8,1,6,TLA,0.628,0.183,584.0,1.9,130.0,38.0,168.0,2.0,48.0,54.0,28.0,77.0,13.0,1.8,313.0,102.0
237,2015-06-01 09:00:00,9,1,6,MER,1.494,0.659,586.0,1.7,77.0,39.0,115.0,8.0,28.0,22.0,19.0,74.0,14.3,1.1,302.0,50.0
238,2015-06-01 09:00:00,9,1,6,TLA,1.959,0.889,584.0,1.5,81.0,39.0,121.0,8.0,41.0,40.0,34.0,67.0,14.6,1.9,319.0,81.0
239,2015-06-01 10:00:00,10,1,6,MER,2.536,1.57,586.0,1.6,60.0,46.0,106.0,14.0,56.0,31.0,16.0,68.0,15.4,1.9,303.0,87.0
240,2015-06-01 10:00:00,10,1,6,TLA,2.594,1.686,584.0,1.2,38.0,36.0,74.0,19.0,30.0,25.0,22.0,59.0,16.1,0.8,316.0,55.0
241,2015-06-01 11:00:00,11,1,6,MER,3.585,2.73,586.0,1.3,37.0,44.0,81.0,28.0,53.0,28.0,11.0,60.0,16.9,1.6,38.0,82.0
242,2015-06-01 11:00:00,11,1,6,TLA,3.431,2.678,584.0,1.0,28.0,33.0,62.0,31.0,33.0,25.0,15.0,53.0,17.6,1.3,337.0,58.0
243,2015-06-01 12:00:00,12,1,6,MER,4.216,3.5039999999999996,586.0,1.1,22.0,42.0,64.0,44.0,47.0,19.0,6.0,52.0,18.4,2.4,14.0,67.0
244,2015-06-01 12:00:00,12,1,6,TLA,4.128,3.545,584.0,0.8,18.0,24.0,42.0,49.0,34.0,17.0,8.0,47.0,19.0,1.2,39.0,51.0
245,2015-06-01 13:00:00,13,1,6,MER,4.905,4.118,585.0,0.7,7.0,23.0,30.0,64.0,23.0,16.0,4.0,47.0,19.4,2.2,68.0,39.0
246,2015-06-01 13:00:00,13,1,6,TLA,3.969,3.478,583.0,0.6,13.0,32.0,45.0,49.0,28.0,20.0,12.0,44.0,19.6,2.9,347.0,48.0
247,2015-06-01 14:00:00,14,1,6,MER,3.411,2.7880000000000003,585.0,0.6,4.0,18.0,22.0,63.0,17.0,11.0,3.0,45.0,19.9,2.5,56.0,28.0
248,2015-06-01 14:00:00,14,1,6,TLA,4.882,4.128,583.0,0.6,15.0,18.0,33.0,53.0,24.0,20.0,8.0,40.0,20.5,3.1,350.0,44.0
249,2015-06-01 15:00:00,15,1,6,MER,3.1689999999999996,2.423,584.0,0.6,5.0,18.0,23.0,60.0,36.0,18.0,2.0,43.0,20.4,3.0,39.0,54.0
250,2015-06-01 15:00:00,15,1,6,TLA,3.753,2.977,583.0,0.5,9.0,17.0,26.0,55.0,17.0,23.0,4.0,40.0,20.8,3.9,346.0,40.0
251,2015-06-01 16:00:00,16,1,6,MER,1.871,1.268,584.0,0.6,10.0,26.0,37.0,49.0,15.0,16.0,1.0,44.0,20.4,3.4,13.0,31.0
252,2015-06-01 16:00:00,16,1,6,TLA,2.4619999999999997,1.675,582.0,0.6,11.0,25.0,36.0,50.0,18.0,26.0,7.0,42.0,20.7,3.7,352.0,44.0
253,2015-06-01 17:00:00,17,1,6,MER,0.611,0.305,584.0,0.8,17.0,32.0,48.0,38.0,1.0,17.0,3.0,49.0,19.7,3.7,4.0,18.0
254,2015-06-01 17:00:00,17,1,6,TLA,1.743,0.8809999999999999,582.0,0.6,9.0,24.0,32.0,42.0,15.0,36.0,4.0,45.0,20.4,4.2,345.0,51.0
255,2015-06-01 18:00:00,18,1,6,MER,0.7659999999999999,0.27,584.0,0.8,20.0,34.0,54.0,28.0,14.0,16.0,1.0,50.0,19.6,3.5,358.0,30.0
256,2015-06-01 18:00:00,18,1,6,TLA,1.0290000000000001,0.349,582.0,0.6,9.0,24.0,33.0,33.0,19.0,26.0,3.0,46.0,19.9,4.4,342.0,44.0
257,2015-06-01 19:00:00,19,1,6,MER,0.17600000000000002,0.033,585.0,0.6,4.0,22.0,26.0,27.0,1.0,18.0,1.0,55.0,18.5,4.8,25.0,19.0
258,2015-06-01 19:00:00,19,1,6,TLA,0.415,0.057999999999999996,583.0,0.4,9.0,20.0,30.0,26.0,10.0,24.0,3.0,52.0,18.5,4.9,350.0,34.0
259,2015-06-01 20:00:00,20,1,6,MER,0.012,0.003,585.0,0.5,5.0,24.0,29.0,22.0,11.0,15.0,1.0,58.0,17.2,4.0,23.0,26.0
260,2015-06-01 20:00:00,20,1,6,TLA,0.019,0.0,583.0,0.5,11.0,20.0,30.0,22.0,11.0,21.0,2.0,55.0,17.2,3.0,8.0,32.0
261,2015-06-01 21:00:00,21,1,6,MER,0.0,0.0,586.0,0.5,3.0,22.0,25.0,22.0,11.0,13.0,1.0,61.0,16.2,4.1,26.0,24.0
262,2015-06-01 21:00:00,21,1,6,TLA,0.0,0.0,584.0,0.5,12.0,21.0,34.0,22.0,8.0,14.0,1.0,56.0,16.4,3.0,356.0,22.0
263,2015-06-01 22:00:00,22,1,6,MER,0.0,0.0,586.0,0.5,9.0,23.0,32.0,19.0,14.0,13.0,1.0,63.0,15.7,2.9,12.0,26.0
264,2015-06-01 22:00:00,22,1,6,TLA,0.0,0.0,584.0,0.4,5.0,24.0,29.0,18.0,12.0,22.0,2.0,58.0,15.7,3.4,342.0,34.0
265,2015-06-01 23:00:00,23,1,6,MER,0.0,0.0,587.0,0.5,20.0,28.0,48.0,13.0,8.0,10.0,1.0,64.0,15.5,2.5,355.0,18.0
266,2015-06-01 23:00:00,23,1,6,TLA,0.0,0.0,584.0,0.4,2.0,22.0,24.0,17.0,13.0,33.0,4.0,62.0,15.0,2.8,335.0,46.0
267,2015-06-01 00:00:00,0,1,6,MER,0.0,0.0,587.0,0.5,5.0,27.0,32.0,12.0,12.0,14.0,2.0,66.0,15.1,2.7,312.0,26.0
268,2015-06-01 00:00:00,0,1,6,TLA,0.0,0.0,584.0,0.3,3.0,24.0,28.0,14.0,12.0,20.0,3.0,62.0,14.9,2.5,322.0,33.0
269,2015-07-01 01:00:00,1,1,7,MER,0.0,0.0,587.0,1.2,20.0,44.0,64.0,3.0,17.0,6.0,1.0,91.0,13.9,1.1,142.0,23.0
270,2015-07-01 01:00:00,1,1,7,TLA,0.0,0.0,584.0,0.8,17.0,50.0,67.0,2.0,24.0,8.0,2.0,81.0,14.6,1.8,127.0,32.0
271,2015-07-01 02:00:00,2,1,7,MER,0.0,0.0,586.0,0.8,4.0,34.0,38.0,8.0,14.0,4.0,1.0,91.0,13.6,1.3,142.0,18.0
272,2015-07-01 02:00:00,2,1,7,TLA,0.0,0.0,584.0,0.8,14.0,50.0,64.0,2.0,18.0,8.0,1.0,84.0,14.4,2.2,126.0,25.0
273,2015-07-01 03:00:00,3,1,7,MER,0.0,0.0,586.0,0.5,3.0,26.0,29.0,11.0,12.0,4.0,1.0,91.0,13.4,1.3,147.0,17.0
274,2015-07-01 03:00:00,3,1,7,TLA,0.0,0.0,583.0,0.4,3.0,29.0,32.0,13.0,24.0,7.0,1.0,83.0,14.0,2.2,118.0,30.0
275,2015-07-01 04:00:00,4,1,7,MER,0.0,0.0,586.0,0.5,3.0,23.0,27.0,12.0,12.0,4.0,1.0,90.0,13.4,1.3,194.0,16.0
276,2015-07-01 04:00:00,4,1,7,TLA,0.0,0.0,583.0,0.3,4.0,31.0,35.0,8.0,16.0,3.0,1.0,84.0,13.8,0.9,130.0,19.0
277,2015-07-01 05:00:00,5,1,7,MER,0.0,0.0,585.0,0.9,23.0,29.0,51.0,5.0,12.0,7.0,1.0,91.0,13.4,0.9,191.0,19.0
278,2015-07-01 05:00:00,5,1,7,TLA,0.0,0.0,583.0,0.4,20.0,34.0,55.0,5.0,17.0,5.0,2.0,84.0,13.8,0.6,142.0,22.0
279,2015-07-01 06:00:00,6,1,7,MER,0.0,0.0,585.0,1.3,52.0,33.0,84.0,2.0,8.0,5.0,2.0,92.0,13.3,1.2,137.0,13.0
280,2015-07-01 06:00:00,6,1,7,TLA,0.0,0.0,583.0,0.9,56.0,42.0,97.0,3.0,16.0,11.0,3.0,83.0,13.7,0.6,108.0,27.0
281,2015-07-01 07:00:00,7,1,7,MER,0.198,0.027999999999999997,585.0,2.0,89.0,34.0,123.0,3.0,18.0,10.0,3.0,91.0,13.5,1.1,14.0,28.0
282,2015-07-01 07:00:00,7,1,7,TLA,0.20199999999999999,0.01,583.0,1.0,51.0,37.0,89.0,3.0,19.0,14.0,3.0,80.0,14.1,0.6,161.0,33.0
283,2015-07-01 08:00:00,8,1,7,MER,0.604,0.159,586.0,2.4,115.0,46.0,161.0,4.0,21.0,9.0,4.0,88.0,14.1,0.8,100.0,31.0
