,fecha,id_station,CO,NO,NO2,NOX,O3,PM2.5,PMCO,SO2,PM10,RH,TMP,WSP,WDR,PA,UVA,UVB,hora,dia,mes
23,2018-01-01,TLA,0.4,2.0,28.0,30.0,16.0,70.0,36.0,9.0,106.0,47.0,12.8,3.3,323.0,585.0,0.0,0.0, 01,01,01
51,2018-01-01,TLA,0.4,2.0,32.0,34.0,14.0,63.0,27.0,11.0,90.0,47.0,12.0,3.0,327.0,585.0,0.0,0.0, 02,01,01
80,2018-01-01,TLA,0.6,5.0,39.0,43.0,7.0,80.0,46.0,19.0,127.0,50.0,11.5,3.0,331.0,585.0,0.0,0.0, 03,01,01
109,2018-01-01,TLA,0.6,6.0,38.0,44.0,4.0,105.0,29.0,53.0,134.0,55.0,10.6,2.4,320.0,585.0,0.0,0.0, 04,01,01
138,2018-01-01,TLA,0.4,7.0,37.0,43.0,3.0,83.0,21.0,115.0,105.0,61.0,9.5,2.9,320.0,585.0,0.0,0.0, 05,01,01
167,2018-01-01,TLA,0.5,10.0,34.0,44.0,2.0,43.0,12.0,93.0,56.0,69.0,8.4,3.2,307.0,585.0,0.0,0.0, 06,01,01
196,2018-01-01,TLA,0.4,6.0,30.0,36.0,2.0,71.0,11.0,62.0,82.0,74.0,7.6,2.9,311.0,586.0,0.0,0.0, 07,01,01
225,2018-01-01,TLA,0.4,5.0,22.0,28.0,5.0,54.0,9.0,35.0,63.0,74.0,7.5,2.7,311.0,586.0,0.0,0.0, 08,01,01
253,2018-01-01,TLA,0.3,6.0,18.0,24.0,11.0,42.0,8.0,36.0,50.0,71.0,7.8,2.7,320.0,586.0,0.0,0.0, 09,01,01
282,2018-01-01,TLA,0.3,12.0,21.0,34.0,15.0,53.0,8.0,57.0,61.0,65.0,9.4,2.3,311.0,587.0,0.0,0.0, 10,01,01
311,2018-01-01,TLA,0.2,10.0,20.0,30.0,25.0,44.0,11.0,49.0,55.0,54.0,11.5,2.5,324.0,587.0,0.0,0.0, 11,01,01
340,2018-01-01,TLA,0.3,10.0,25.0,34.0,36.0,49.0,18.0,42.0,66.0,46.0,13.1,3.0,349.0,587.0,0.0,0.0, 12,01,01
369,2018-01-01,TLA,0.3,6.0,20.0,26.0,48.0,62.0,17.0,30.0,78.0,42.0,14.6,3.2,343.0,586.0,0.0,0.0, 13,01,01
398,2018-01-01,TLA,0.2,3.0,16.0,19.0,56.0,56.0,17.0,12.0,72.0,36.0,15.9,3.4,340.0,585.0,0.0,0.0, 14,01,01
427,2018-01-01,TLA,0.2,2.0,13.0,16.0,60.0,44.0,21.0,8.0,65.0,34.0,17.0,2.8,332.0,584.0,0.0,0.0, 15,01,01
456,2018-01-01,TLA,0.2,1.0,14.0,15.0,55.0,27.0,18.0,6.0,46.0,35.0,17.6,2.7,329.0,584.0,0.0,0.0, 16,01,01
485,2018-01-01,TLA,0.2,3.0,14.0,16.0,48.0,33.0,19.0,4.0,52.0,37.0,17.3,3.4,351.0,584.0,0.0,0.0, 17,01,01
543,2018-01-01,TLA,0.2,2.0,17.0,19.0,21.0,12.0,34.0,5.0,46.0,46.0,14.4,4.2,339.0,584.0,0.0,0.0, 19,01,01
572,2018-01-01,TLA,0.2,3.0,18.0,21.0,14.0,8.0,39.0,4.0,48.0,55.0,12.1,4.8,326.0,585.0,0.0,0.0, 20,01,01
601,2018-01-01,TLA,0.2,3.0,17.0,20.0,13.0,10.0,44.0,5.0,54.0,62.0,10.2,5.0,335.0,586.0,0.0,0.0, 21,01,01
630,2018-01-01,TLA,0.2,3.0,16.0,20.0,11.0,9.0,30.0,5.0,38.0,66.0,9.6,4.1,324.0,586.0,0.0,0.0, 22,01,01
659,2018-01-01,TLA,0.3,5.0,20.0,25.0,6.0,6.0,13.0,11.0,19.0,66.0,9.2,2.6,339.0,586.0,0.0,0.0, 23,01,01
718,2018-02-01,TLA,1.1,69.0,32.0,101.0,1.0,17.0,34.0,5.0,51.0,57.0,11.1,1.0,254.0,583.0,0.0,0.0, 01,01,02
747,2018-02-01,TLA,0.8,46.0,30.0,75.0,1.0,15.0,24.0,4.0,39.0,59.0,10.3,0.8,264.0,583.0,0.0,0.0, 02,01,02
776,2018-02-01,TLA,0.6,25.0,28.0,54.0,2.0,16.0,22.0,3.0,38.0,61.0,9.5,0.9,244.0,583.0,0.0,0.0, 03,01,02
805,2018-02-01,TLA,0.6,34.0,27.0,61.0,1.0,31.0,19.0,3.0,50.0,62.0,9.0,0.7,190.0,583.0,0.0,0.0, 04,01,02
834,2018-02-01,TLA,0.8,60.0,28.0,87.0,0.0,26.0,23.0,4.0,49.0,60.0,8.6,0.7,213.0,583.0,0.0,0.0, 05,01,02
863,2018-02-01,TLA,0.5,44.0,24.0,68.0,1.0,23.0,19.0,3.0,41.0,64.0,7.9,1.5,262.0,583.0,0.0,0.0, 06,01,02
892,2018-02-01,TLA,1.3,137.0,30.0,167.0,1.0,15.0,15.0,5.0,30.0,67.0,7.5,1.2,261.0,583.0,0.0,0.0, 07,01,02
921,2018-02-01,TLA,2.3,212.0,31.0,243.0,1.0,22.0,28.0,7.0,49.0,66.0,7.8,1.0,250.0,584.0,0.0,0.0, 08,01,02
950,2018-02-01,TLA,2.4,199.0,37.0,237.0,2.0,22.0,37.0,8.0,60.0,60.0,9.6,0.8,198.0,584.0,0.0,0.0, 09,01,02
979,2018-02-01,TLA,2.3,170.0,69.0,238.0,6.0,29.0,45.0,8.0,74.0,50.0,12.4,1.5,127.0,584.0,0.0,0.0, 10,01,02
1092,2018-02-01,TLA,0.7,23.0,32.0,54.0,35.0,15.0,18.0,4.0,33.0,22.0,21.4,0.1,325.0,583.0,0.0,0.0, 14,01,02
1122,2018-02-01,TLA,0.8,21.0,35.0,56.0,39.0,20.0,18.0,4.0,38.0,21.0,22.0,1.3,46.0,582.0,0.0,0.0, 15,01,02
1152,2018-02-01,TLA,0.7,12.0,44.0,57.0,56.0,15.0,27.0,4.0,41.0,21.0,22.8,1.7,303.0,582.0,0.0,0.0, 16,01,02
1182,2018-02-01,TLA,0.7,6.0,39.0,44.0,61.0,36.0,23.0,3.0,59.0,22.0,22.7,2.3,277.0,582.0,0.0,0.0, 17,01,02
1212,2018-02-01,TLA,0.9,9.0,53.0,63.0,52.0,28.0,35.0,2.0,63.0,24.0,21.8,2.1,297.0,582.0,0.0,0.0, 18,01,02
1242,2018-02-01,TLA,1.0,12.0,60.0,72.0,26.0,32.0,38.0,17.0,70.0,26.0,20.8,3.3,315.0,583.0,0.0,0.0, 19,01,02
1271,2018-02-01,TLA,0.7,11.0,44.0,55.0,17.0,26.0,35.0,29.0,61.0,33.0,19.0,3.7,349.0,584.0,0.0,0.0, 20,01,02
1300,2018-02-01,TLA,0.6,13.0,34.0,47.0,18.0,18.0,58.0,2.0,76.0,37.0,17.7,2.5,5.0,585.0,0.0,0.0, 21,01,02
1329,2018-02-01,TLA,0.6,12.0,36.0,49.0,10.0,8.0,42.0,6.0,50.0,39.0,16.4,2.7,322.0,585.0,0.0,0.0, 22,01,02
1359,2018-02-01,TLA,0.6,8.0,31.0,39.0,12.0,12.0,34.0,2.0,46.0,41.0,15.5,3.1,312.0,585.0,0.0,0.0, 23,01,02
1389,2018-02-01,TLA,0.4,3.0,24.0,27.0,19.0,18.0,28.0,3.0,46.0,44.0,14.6,3.3,311.0,585.0,0.0,0.0, 00,01,02
1488,2018-03-01,TLA,0.3,3.0,32.0,35.0,8.0,42.0,27.0,1.0,69.0,56.0,15.9,1.3,284.0,582.0,0.0,0.0, 04,01,03
1517,2018-03-01,TLA,0.3,4.0,29.0,34.0,6.0,33.0,25.0,1.0,58.0,59.0,14.8,1.0,252.0,582.0,0.0,0.0, 05,01,03
1546,2018-03-01,TLA,0.5,30.0,38.0,68.0,1.0,29.0,17.0,1.0,45.0,60.0,14.3,1.0,259.0,582.0,0.0,0.0, 06,01,03
1575,2018-03-01,TLA,1.1,78.0,39.0,117.0,0.0,33.0,25.0,2.0,59.0,61.0,13.8,1.1,262.0,582.0,0.0,0.0, 07,01,03
1604,2018-03-01,TLA,1.5,109.0,44.0,154.0,1.0,36.0,40.0,3.0,76.0,60.0,13.9,1.3,259.0,583.0,0.0,0.0, 08,01,03
1633,2018-03-01,TLA,1.0,53.0,42.0,95.0,11.0,33.0,48.0,3.0,81.0,51.0,15.9,1.9,316.0,583.0,0.0,0.0, 09,01,03
1662,2018-03-01,TLA,0.8,34.0,45.0,79.0,20.0,33.0,50.0,9.0,83.0,46.0,17.8,2.5,334.0,584.0,0.0,0.0, 10,01,03
1691,2018-03-01,TLA,0.6,25.0,38.0,64.0,31.0,39.0,54.0,44.0,94.0,43.0,19.5,2.8,355.0,584.0,0.0,0.0, 11,01,03
1720,2018-03-01,TLA,0.4,16.0,27.0,43.0,46.0,44.0,47.0,6.0,91.0,37.0,21.2,2.9,351.0,583.0,0.0,0.0, 12,01,03
1807,2018-03-01,TLA,0.3,7.0,18.0,26.0,70.0,41.0,42.0,9.0,82.0,26.0,24.8,3.5,350.0,582.0,0.0,0.0, 15,01,03
1835,2018-03-01,TLA,0.4,10.0,25.0,36.0,66.0,40.0,39.0,3.0,80.0,25.0,25.6,3.2,338.0,581.0,0.0,0.0, 16,01,03
1864,2018-03-01,TLA,0.3,8.0,22.0,30.0,61.0,21.0,38.0,2.0,59.0,23.0,26.0,3.2,332.0,581.0,0.0,0.0, 17,01,03
1892,2018-03-01,TLA,0.4,9.0,24.0,32.0,45.0,23.0,41.0,2.0,64.0,29.0,24.1,4.6,6.0,581.0,0.0,0.0, 18,01,03
1921,2018-03-01,TLA,0.5,14.0,24.0,37.0,33.0,19.0,68.0,1.0,88.0,40.0,21.8,4.1,5.0,582.0,0.0,0.0, 19,01,03
1950,2018-03-01,TLA,0.3,6.0,18.0,25.0,30.0,32.0,71.0,1.0,103.0,48.0,19.4,4.3,354.0,583.0,0.0,0.0, 20,01,03
1979,2018-03-01,TLA,0.3,6.0,24.0,30.0,25.0,6.0,65.0,3.0,71.0,52.0,18.2,4.8,340.0,584.0,0.0,0.0, 21,01,03
2007,2018-03-01,TLA,0.3,7.0,27.0,34.0,22.0,6.0,48.0,3.0,54.0,55.0,17.4,3.8,335.0,584.0,0.0,0.0, 22,01,03
2065,2018-03-01,TLA,0.2,3.0,27.0,30.0,22.0,34.0,23.0,3.0,57.0,58.0,15.8,4.0,331.0,584.0,0.0,0.0, 00,01,03
2085,2018-04-01,MER,0.4,5.0,35.0,39.0,12.0,21.0,24.0,3.0,45.0,44.0,16.6,2.4,302.0,587.0,0.0,0.0, 01,01,04
2113,2018-04-01,MER,0.4,6.0,35.0,41.0,9.0,19.0,25.0,2.0,44.0,45.0,15.9,1.8,291.0,587.0,0.0,0.0, 02,01,04
2141,2018-04-01,MER,0.5,7.0,36.0,43.0,7.0,16.0,25.0,3.0,41.0,46.0,15.3,1.2,300.0,586.0,0.0,0.0, 03,01,04
2169,2018-04-01,MER,0.4,3.0,31.0,34.0,10.0,23.0,23.0,2.0,45.0,49.0,14.1,1.1,5.0,586.0,0.0,0.0, 04,01,04
2197,2018-04-01,MER,0.7,28.0,42.0,70.0,1.0,31.0,18.0,2.0,48.0,55.0,13.1,0.9,82.0,586.0,0.0,0.0, 05,01,04
2225,2018-04-01,MER,0.9,51.0,46.0,97.0,0.0,25.0,25.0,3.0,50.0,58.0,12.3,0.9,126.0,586.0,0.0,0.0, 06,01,04
2253,2018-04-01,MER,1.3,87.0,42.0,129.0,0.0,19.0,28.0,4.0,47.0,60.0,11.9,1.0,86.0,586.0,0.0,0.0, 07,01,04
2281,2018-04-01,MER,1.3,132.0,51.0,183.0,3.0,23.0,33.0,6.0,56.0,55.0,12.6,0.7,82.0,587.0,0.0,0.0, 08,01,04
2309,2018-04-01,MER,1.2,76.0,54.0,130.0,11.0,20.0,34.0,4.0,54.0,48.0,14.5,1.0,51.0,587.0,0.0,0.0, 09,01,04
2337,2018-04-01,MER,0.7,31.0,47.0,78.0,28.0,40.0,33.0,4.0,73.0,39.0,16.6,1.4,34.0,587.0,0.0,0.0, 10,01,04
2365,2018-04-01,MER,0.6,18.0,41.0,59.0,46.0,31.0,24.0,3.0,55.0,33.0,18.7,1.4,18.0,587.0,0.0,0.0, 11,01,04
2393,2018-04-01,MER,0.4,7.0,28.0,35.0,65.0,31.0,21.0,2.0,53.0,23.0,20.9,2.2,47.0,587.0,0.0,0.0, 12,01,04
2421,2018-04-01,MER,0.3,3.0,20.0,23.0,87.0,27.0,18.0,2.0,46.0,20.0,22.2,2.3,34.0,586.0,0.0,0.0, 13,01,04
2449,2018-04-01,MER,0.2,3.0,13.0,16.0,75.0,22.0,18.0,1.0,40.0,15.0,23.8,3.5,329.0,585.0,0.0,0.0, 14,01,04
2476,2018-04-01,MER,0.1,3.0,10.0,12.0,64.0,11.0,15.0,0.0,25.0,11.0,24.4,2.9,334.0,584.0,0.0,0.0, 15,01,04
2504,2018-04-01,MER,0.1,3.0,10.0,13.0,67.0,11.0,16.0,1.0,27.0,10.0,25.0,3.3,274.0,584.0,0.0,0.0, 16,01,04
2532,2018-04-01,MER,0.1,4.0,12.0,16.0,68.0,9.0,14.0,1.0,23.0,11.0,25.3,2.8,298.0,583.0,0.0,0.0, 17,01,04
2560,2018-04-01,MER,0.1,2.0,12.0,14.0,68.0,15.0,23.0,1.0,38.0,12.0,24.8,2.9,334.0,583.0,0.0,0.0, 18,01,04
2588,2018-04-01,MER,0.1,1.0,18.0,20.0,56.0,18.0,25.0,1.0,44.0,13.0,24.0,2.1,354.0,583.0,0.0,0.0, 19,01,04
2616,2018-04-01,MER,0.2,1.0,28.0,28.0,41.0,10.0,23.0,1.0,33.0,14.0,23.0,2.6,15.0,584.0,0.0,0.0, 20,01,04
2644,2018-04-01,MER,0.1,1.0,21.0,23.0,32.0,11.0,23.0,0.0,34.0,23.0,21.0,4.2,39.0,584.0,0.0,0.0, 21,01,04
2672,2018-04-01,MER,0.2,3.0,28.0,31.0,23.0,12.0,30.0,0.0,42.0,22.0,19.9,3.1,15.0,585.0,0.0,0.0, 22,01,04
2700,2018-04-01,MER,0.3,5.0,27.0,32.0,23.0,4.0,18.0,1.0,22.0,23.0,19.1,2.6,348.0,585.0,0.0,0.0, 23,01,04
2728,2018-04-01,MER,0.3,3.0,27.0,30.0,21.0,15.0,18.0,1.0,33.0,26.0,18.4,2.0,328.0,585.0,0.0,0.0, 00,01,04
2765,2018-05-01,TLA,0.1,3.0,14.0,17.0,28.0,8.0,14.0,0.0,22.0,54.0,15.1,3.0,297.0,585.0,0.0,0.0, 01,01,05
2795,2018-05-01,TLA,0.1,2.0,11.0,14.0,31.0,7.0,6.0,1.0,14.0,56.0,14.6,2.2,318.0,585.0,0.0,0.0, 02,01,05
2825,2018-05-01,TLA,0.0,2.0,16.0,18.0,25.0,13.0,8.0,1.0,21.0,56.0,14.6,1.5,341.0,584.0,0.0,0.0, 03,01,05
2855,2018-05-01,TLA,0.1,2.0,21.0,23.0,19.0,18.0,4.0,0.0,23.0,58.0,14.3,0.9,276.0,584.0,0.0,0.0, 04,01,05
2885,2018-05-01,TLA,0.1,5.0,22.0,27.0,16.0,10.0,7.0,1.0,17.0,59.0,13.8,0.5,196.0,584.0,0.0,0.0, 05,01,05
2945,2018-05-01,TLA,0.7,51.0,36.0,88.0,2.0,23.0,13.0,2.0,36.0,62.0,13.2,0.4,124.0,583.0,0.0,0.0, 07,01,05
2975,2018-05-01,TLA,0.7,57.0,37.0,94.0,5.0,25.0,17.0,2.0,43.0,57.0,14.4,1.1,137.0,584.0,0.0,0.0, 08,01,05
3005,2018-05-01,TLA,0.6,36.0,36.0,72.0,18.0,22.0,17.0,2.0,40.0,46.0,17.2,1.1,126.0,584.0,0.0,0.0, 09,01,05
3035,2018-05-01,TLA,0.6,30.0,42.0,72.0,29.0,19.0,18.0,2.0,37.0,39.0,19.6,1.3,109.0,584.0,0.0,0.0, 10,01,05
3065,2018-05-01,TLA,0.5,21.0,38.0,59.0,43.0,32.0,15.0,3.0,47.0,30.0,21.7,1.5,88.0,584.0,0.0,0.0, 11,01,05
3095,2018-05-01,TLA,0.3,8.0,20.0,28.0,60.0,23.0,17.0,2.0,40.0,25.0,23.4,1.4,113.0,584.0,0.0,0.0, 12,01,05
3125,2018-05-01,TLA,0.3,10.0,21.0,31.0,71.0,24.0,18.0,2.0,42.0,22.0,25.1,1.3,82.0,584.0,0.0,0.0, 13,01,05
3155,2018-05-01,TLA,0.2,5.0,16.0,21.0,82.0,31.0,5.0,2.0,36.0,21.0,25.3,2.1,123.0,583.0,0.0,0.0, 14,01,05
3185,2018-05-01,TLA,0.2,4.0,15.0,18.0,75.0,45.0,4.0,1.0,49.0,21.0,25.2,2.1,219.0,582.0,0.0,0.0, 15,01,05
3215,2018-05-01,TLA,0.2,4.0,17.0,22.0,66.0,18.0,23.0,1.0,41.0,27.0,23.7,2.1,162.0,582.0,0.0,0.0, 16,01,05
3245,2018-05-01,TLA,0.2,7.0,17.0,24.0,47.0,20.0,31.0,1.0,51.0,29.0,22.7,1.4,69.0,582.0,0.0,0.0, 17,01,05
3275,2018-05-01,TLA,0.3,7.0,29.0,35.0,38.0,22.0,1.0,5.0,23.0,38.0,20.7,4.1,341.0,582.0,0.0,0.0, 18,01,05
3305,2018-05-01,TLA,0.3,6.0,29.0,35.0,30.0,15.0,40.0,5.0,55.0,52.0,18.4,4.6,342.0,584.0,0.0,0.0, 19,01,05
3334,2018-05-01,TLA,0.3,6.0,29.0,35.0,22.0,18.0,30.0,5.0,48.0,60.0,16.8,3.5,333.0,585.0,0.0,0.0, 20,01,05
3363,2018-05-01,TLA,0.1,4.0,18.0,22.0,26.0,13.0,37.0,2.0,50.0,69.0,14.4,4.2,327.0,586.0,0.0,0.0, 21,01,05
3392,2018-05-01,TLA,0.2,6.0,27.0,33.0,18.0,16.0,4.0,4.0,20.0,76.0,13.2,3.2,330.0,586.0,0.0,0.0, 22,01,05
3421,2018-05-01,TLA,0.1,4.0,18.0,21.0,29.0,20.0,5.0,2.0,25.0,79.0,13.2,3.0,308.0,586.0,0.0,0.0, 23,01,05
4125,2018-07-01,MER,0.2,7.0,21.0,27.0,12.0,30.0,37.0,6.0,67.0,75.0,16.8,2.1,269.0,587.0,0.0,0.0, 01,01,07
4155,2018-07-01,MER,0.1,3.0,17.0,19.0,14.0,28.0,29.0,14.0,58.0,76.0,16.5,2.3,281.0,586.0,0.0,0.0, 02,01,07
4185,2018-07-01,MER,0.2,3.0,17.0,19.0,12.0,30.0,27.0,16.0,56.0,77.0,16.3,1.6,277.0,586.0,0.0,0.0, 03,01,07
4215,2018-07-01,MER,0.2,5.0,21.0,25.0,9.0,32.0,25.0,24.0,58.0,76.0,15.9,1.3,287.0,586.0,0.0,0.0, 04,01,07
4245,2018-07-01,MER,0.6,30.0,32.0,61.0,1.0,25.0,26.0,5.0,51.0,69.0,15.4,0.8,121.0,586.0,0.0,0.0, 05,01,07
4275,2018-07-01,MER,0.9,44.0,32.0,75.0,1.0,25.0,34.0,4.0,58.0,70.0,14.8,1.2,114.0,587.0,0.0,0.0, 06,01,07
4305,2018-07-01,MER,1.0,98.0,32.0,129.0,2.0,30.0,37.0,5.0,66.0,74.0,14.5,0.9,65.0,587.0,0.192,0.027000000000000003, 07,01,07
4335,2018-07-01,MER,0.5,27.0,26.0,52.0,12.0,31.0,46.0,2.0,77.0,53.0,15.9,1.1,204.0,587.0,0.945,0.254, 08,01,07
4344,2018-07-01,TLA,0.6,37.0,21.0,58.0,7.0,24.0,52.0,7.0,75.0,70.0,15.0,1.1,296.0,584.0,0.0,0.0, 08,01,07
4365,2018-07-01,MER,0.4,20.0,27.0,46.0,22.0,17.0,27.0,2.0,44.0,49.0,17.4,1.1,158.0,587.0,2.085,0.912, 09,01,07
4374,2018-07-01,TLA,0.4,28.0,23.0,52.0,13.0,19.0,34.0,12.0,53.0,64.0,16.4,0.7,241.0,584.0,0.0,0.0, 09,01,07
4395,2018-07-01,MER,0.3,13.0,26.0,37.0,40.0,19.0,31.0,2.0,51.0,42.0,18.7,1.6,177.0,587.0,3.299,2.017, 10,01,07
4404,2018-07-01,TLA,0.4,24.0,29.0,53.0,24.0,34.0,31.0,8.0,65.0,50.0,18.1,1.1,151.0,584.0,0.0,0.0, 10,01,07
4425,2018-07-01,MER,0.3,8.0,24.0,32.0,53.0,18.0,30.0,2.0,48.0,37.0,20.4,1.7,128.0,587.0,4.401,3.273, 11,01,07
4434,2018-07-01,TLA,0.4,13.0,26.0,39.0,45.0,37.0,34.0,3.0,72.0,39.0,19.7,0.4,135.0,584.0,0.0,0.0, 11,01,07
4455,2018-07-01,MER,0.2,7.0,25.0,30.0,62.0,23.0,32.0,3.0,55.0,35.0,21.6,2.1,11.0,587.0,5.147,4.225, 12,01,07
4464,2018-07-01,TLA,0.4,10.0,20.0,30.0,59.0,28.0,26.0,3.0,54.0,36.0,21.0,0.8,20.0,584.0,0.0,0.0, 12,01,07
4485,2018-07-01,MER,0.2,3.0,18.0,20.0,77.0,23.0,31.0,3.0,53.0,33.0,22.8,2.5,4.0,586.0,5.3870000000000005,4.487, 13,01,07
4494,2018-07-01,TLA,0.6,8.0,22.0,28.0,74.0,33.0,25.0,3.0,58.0,38.0,21.9,2.2,18.0,584.0,0.0,0.0, 13,01,07
4515,2018-07-01,MER,0.1,2.0,16.0,17.0,81.0,39.0,31.0,3.0,70.0,31.0,23.9,3.0,26.0,586.0,5.025,4.053, 14,01,07
4524,2018-07-01,TLA,0.3,9.0,16.0,26.0,70.0,34.0,31.0,2.0,64.0,33.0,22.9,2.3,11.0,583.0,0.0,0.0, 14,01,07
4545,2018-07-01,MER,0.0,1.0,10.0,10.0,82.0,25.0,31.0,2.0,56.0,31.0,24.1,2.5,36.0,586.0,4.4430000000000005,3.335, 15,01,07
4554,2018-07-01,TLA,0.3,6.0,11.0,16.0,66.0,25.0,23.0,2.0,48.0,31.0,23.5,2.5,335.0,583.0,0.0,0.0, 15,01,07
4575,2018-07-01,MER,0.0,2.0,11.0,11.0,72.0,32.0,29.0,2.0,60.0,29.0,25.0,2.6,349.0,585.0,4.075,2.594, 16,01,07
4584,2018-07-01,TLA,0.2,5.0,12.0,17.0,61.0,11.0,26.0,2.0,38.0,28.0,24.2,2.6,330.0,582.0,0.0,0.0, 16,01,07
4605,2018-07-01,MER,0.0,4.0,13.0,16.0,61.0,19.0,25.0,2.0,44.0,27.0,25.3,2.7,320.0,585.0,2.3040000000000003,1.143, 17,01,07
4614,2018-07-01,TLA,0.2,6.0,10.0,16.0,56.0,23.0,17.0,2.0,40.0,26.0,24.9,2.3,2.0,582.0,0.0,0.0, 17,01,07
4635,2018-07-01,MER,0.0,2.0,15.0,16.0,51.0,13.0,22.0,2.0,35.0,34.0,24.3,4.3,2.0,584.0,0.868,0.281, 18,01,07
4644,2018-07-01,TLA,0.2,5.0,12.0,18.0,47.0,16.0,17.0,3.0,32.0,39.0,22.4,4.5,352.0,582.0,0.0,0.0, 18,01,07
4664,2018-07-01,MER,0.0,2.0,15.0,16.0,33.0,11.0,27.0,2.0,38.0,46.0,22.0,4.3,12.0,585.0,0.23199999999999998,0.048, 19,01,07
4673,2018-07-01,TLA,0.3,9.0,25.0,33.0,21.0,7.0,29.0,7.0,36.0,49.0,20.7,3.3,345.0,582.0,0.0,0.0, 19,01,07
4694,2018-07-01,MER,0.0,1.0,14.0,14.0,32.0,22.0,32.0,2.0,54.0,51.0,20.8,3.4,9.0,585.0,0.04,0.012, 20,01,07
4724,2018-07-01,MER,0.1,2.0,15.0,15.0,31.0,18.0,24.0,2.0,42.0,57.0,20.0,3.3,0.0,586.0,0.0,0.0, 21,01,07
4733,2018-07-01,TLA,0.3,7.0,15.0,23.0,23.0,16.0,18.0,2.0,34.0,53.0,19.6,2.2,1.0,583.0,0.0,0.0, 21,01,07
4754,2018-07-01,MER,0.2,3.0,19.0,21.0,31.0,12.0,32.0,2.0,45.0,59.0,19.4,2.1,335.0,586.0,0.0,0.0, 22,01,07
4763,2018-07-01,TLA,0.2,5.0,23.0,28.0,14.0,16.0,26.0,5.0,42.0,59.0,18.4,2.9,333.0,583.0,0.0,0.0, 22,01,07
4784,2018-07-01,MER,0.2,4.0,22.0,25.0,18.0,22.0,39.0,2.0,62.0,59.0,19.4,2.3,287.0,587.0,0.0,0.0, 23,01,07
4793,2018-07-01,TLA,0.1,2.0,15.0,18.0,18.0,23.0,40.0,2.0,63.0,62.0,17.5,3.2,319.0,584.0,0.0,0.0, 23,01,07
4814,2018-07-01,MER,0.1,2.0,19.0,20.0,18.0,18.0,31.0,2.0,48.0,66.0,18.2,2.9,299.0,587.0,0.0,0.0, 00,01,07
4823,2018-07-01,TLA,0.1,1.0,12.0,13.0,19.0,14.0,26.0,1.0,40.0,65.0,16.7,2.6,314.0,584.0,0.0,0.0, 00,01,07
4843,2018-08-01,MER,0.5,11.0,48.0,58.0,2.0,16.0,12.0,3.0,28.0,75.0,16.3,2.5,306.0,587.0,0.0,0.0, 01,01,08
4851,2018-08-01,TLA,0.2,1.0,20.0,20.0,22.0,13.0,12.0,2.0,24.0,67.0,15.6,2.1,312.0,584.0,0.0,0.0, 01,01,08
4869,2018-08-01,MER,0.4,7.0,40.0,46.0,5.0,14.0,15.0,3.0,29.0,75.0,16.1,2.2,319.0,587.0,0.0,0.0, 02,01,08
4877,2018-08-01,TLA,0.2,1.0,14.0,15.0,18.0,18.0,6.0,1.0,23.0,69.0,15.2,0.8,315.0,584.0,0.0,0.0, 02,01,08
4895,2018-08-01,MER,0.3,3.0,34.0,36.0,8.0,17.0,15.0,3.0,33.0,75.0,15.8,2.6,321.0,587.0,0.0,0.0, 03,01,08
4903,2018-08-01,TLA,0.1,1.0,16.0,16.0,12.0,7.0,4.0,2.0,11.0,74.0,14.9,1.7,329.0,584.0,0.0,0.0, 03,01,08
4921,2018-08-01,MER,0.2,3.0,27.0,30.0,13.0,14.0,14.0,2.0,28.0,76.0,15.5,2.2,343.0,587.0,0.0,0.0, 04,01,08
4929,2018-08-01,TLA,0.1,2.0,20.0,22.0,8.0,8.0,8.0,2.0,16.0,75.0,14.9,2.2,336.0,584.0,0.0,0.0, 04,01,08
4947,2018-08-01,MER,0.2,4.0,24.0,27.0,18.0,17.0,11.0,2.0,29.0,74.0,15.3,2.0,350.0,587.0,0.0,0.0, 05,01,08
4955,2018-08-01,TLA,0.2,16.0,33.0,49.0,2.0,16.0,13.0,3.0,29.0,74.0,14.6,2.0,325.0,584.0,0.0,0.0, 05,01,08
4973,2018-08-01,MER,0.4,10.0,33.0,42.0,10.0,12.0,6.0,2.0,19.0,74.0,15.0,1.5,348.0,587.0,0.0,0.0, 06,01,08
4981,2018-08-01,TLA,0.5,30.0,38.0,68.0,1.0,20.0,24.0,2.0,43.0,74.0,14.3,1.8,320.0,584.0,0.0,0.0, 06,01,08
4999,2018-08-01,MER,0.8,51.0,41.0,91.0,2.0,11.0,13.0,3.0,25.0,77.0,14.9,1.9,302.0,587.0,0.0,0.0, 07,01,08
5007,2018-08-01,TLA,0.6,36.0,40.0,76.0,2.0,15.0,20.0,2.0,36.0,75.0,14.3,1.7,317.0,584.0,0.0,0.0, 07,01,08
5025,2018-08-01,MER,0.7,37.0,32.0,69.0,11.0,18.0,22.0,3.0,40.0,74.0,15.4,2.4,314.0,587.0,0.0,0.0, 08,01,08
5032,2018-08-01,TLA,0.5,26.0,25.0,52.0,13.0,12.0,19.0,3.0,31.0,68.0,15.2,2.5,322.0,584.0,0.0,0.0, 08,01,08
5050,2018-08-01,MER,0.6,27.0,31.0,57.0,21.0,22.0,23.0,3.0,45.0,65.0,16.8,2.0,320.0,587.0,0.0,0.0, 09,01,08
