,fecha,id_station,CO,NO,NO2,NOX,O3,PM2.5,PMCO,SO2,PM10,RH,TMP,WSP,WDR,PA,UVA,UVB,hora,dia,mes
31869,2017-07-04,MER,0.7,19.0,34.0,53.0,14.0,20.0,18.0,1.0,38.0,71.0,16.2,3.7,353.0,586.0,0.076,0.033, 17,04,07
31878,2017-07-04,TLA,0.9,22.0,44.0,66.0,14.0,23.0,7.0,2.0,30.0,73.0,14.7,3.0,306.0,583.0,0.076,0.026000000000000002, 17,04,07
31901,2017-07-04,MER,1.1,29.0,44.0,73.0,10.0,18.0,11.0,2.0,29.0,82.0,15.1,3.4,294.0,587.0,0.247,0.079, 18,04,07
31911,2017-07-04,TLA,0.8,17.0,32.0,50.0,17.0,23.0,5.0,2.0,28.0,75.0,14.1,2.5,299.0,583.0,0.235,0.07400000000000001, 18,04,07
31934,2017-07-04,MER,0.9,18.0,42.0,61.0,9.0,7.0,9.0,1.0,16.0,76.0,15.8,1.4,234.0,587.0,0.141,0.038, 19,04,07
31944,2017-07-04,TLA,1.2,43.0,41.0,84.0,13.0,17.0,6.0,2.0,23.0,73.0,14.7,0.9,86.0,584.0,0.135,0.03, 19,04,07
31967,2017-07-04,MER,1.1,19.0,51.0,70.0,2.0,19.0,9.0,1.0,27.0,80.0,15.5,1.3,160.0,588.0,0.013999999999999999,0.013000000000000001, 20,04,07
31977,2017-07-04,TLA,1.3,56.0,60.0,116.0,3.0,17.0,7.0,3.0,24.0,71.0,14.7,0.6,343.0,584.0,0.005,0.001, 20,04,07
32000,2017-07-04,MER,1.4,34.0,52.0,86.0,1.0,20.0,8.0,1.0,28.0,83.0,15.2,1.7,188.0,588.0,0.0,0.0, 21,04,07
32009,2017-07-04,TLA,1.1,38.0,48.0,86.0,2.0,19.0,6.0,2.0,25.0,73.0,14.6,1.1,225.0,584.0,0.0,0.0, 21,04,07
32032,2017-07-04,MER,1.4,37.0,51.0,88.0,1.0,20.0,11.0,1.0,31.0,84.0,15.2,1.6,77.0,588.0,0.0,0.0, 22,04,07
32042,2017-07-04,TLA,1.2,41.0,52.0,91.0,2.0,14.0,9.0,2.0,22.0,72.0,14.5,1.7,7.0,584.0,0.0,0.0, 22,04,07
32065,2017-07-04,MER,1.1,33.0,52.0,84.0,1.0,23.0,9.0,1.0,32.0,84.0,14.6,1.7,21.0,588.0,0.0,0.0, 23,04,07
32075,2017-07-04,TLA,1.0,38.0,45.0,83.0,1.0,16.0,21.0,3.0,37.0,73.0,14.5,0.9,254.0,585.0,0.0,0.0, 23,04,07
32098,2017-07-04,MER,1.1,26.0,49.0,75.0,1.0,18.0,10.0,1.0,28.0,84.0,14.8,0.7,136.0,588.0,0.0,0.0, 00,04,07
32108,2017-07-04,TLA,0.6,8.0,31.0,39.0,5.0,13.0,9.0,1.0,22.0,75.0,14.1,0.8,226.0,585.0,0.0,0.0, 00,04,07
32899,2017-09-04,TLA,0.1,1.0,22.0,24.0,10.0,12.0,11.0,5.0,23.0,75.0,15.4,2.2,336.0,584.0,0.0,0.0, 01,04,09
32927,2017-09-04,TLA,0.0,0.0,22.0,24.0,10.0,10.0,8.0,3.0,18.0,75.0,15.3,2.4,327.0,583.0,0.0,0.0, 02,04,09
32955,2017-09-04,TLA,0.0,1.0,21.0,22.0,12.0,2.0,7.0,2.0,9.0,75.0,15.2,1.7,323.0,583.0,0.0,0.0, 03,04,09
32983,2017-09-04,TLA,0.0,1.0,19.0,21.0,13.0,1.0,8.0,3.0,9.0,76.0,15.0,1.8,348.0,583.0,0.0,0.0, 04,04,09
33011,2017-09-04,TLA,0.1,7.0,29.0,36.0,6.0,13.0,4.0,2.0,17.0,83.0,14.2,2.1,350.0,583.0,0.0,0.0, 05,04,09
33031,2017-09-04,MER,0.5,22.0,27.0,50.0,2.0,11.0,4.0,1.0,15.0,92.0,14.2,2.0,322.0,586.0,0.0,0.0, 06,04,09
33039,2017-09-04,TLA,0.5,38.0,35.0,74.0,1.0,2.0,7.0,3.0,9.0,85.0,14.1,1.8,319.0,583.0,0.0,0.0, 06,04,09
33059,2017-09-04,MER,0.8,44.0,29.0,73.0,2.0,10.0,5.0,2.0,15.0,90.0,14.5,1.3,321.0,586.0,0.037000000000000005,0.004, 07,04,09
33067,2017-09-04,TLA,0.5,18.0,31.0,50.0,6.0,6.0,8.0,3.0,14.0,84.0,13.8,3.0,337.0,583.0,0.02,0.016, 07,04,09
33087,2017-09-04,MER,0.8,45.0,28.0,74.0,2.0,10.0,8.0,2.0,18.0,88.0,14.8,1.4,10.0,586.0,0.187,0.055, 08,04,09
33115,2017-09-04,MER,0.6,28.0,27.0,55.0,4.0,12.0,16.0,1.0,28.0,84.0,15.2,1.6,10.0,587.0,0.299,0.145, 09,04,09
33123,2017-09-04,TLA,0.5,30.0,30.0,60.0,10.0,3.0,15.0,3.0,18.0,76.0,14.9,2.6,343.0,584.0,1.256,0.562, 09,04,09
33143,2017-09-04,MER,0.9,42.0,30.0,72.0,5.0,12.0,17.0,2.0,28.0,80.0,15.9,1.4,305.0,587.0,0.8490000000000001,0.586, 10,04,09
33151,2017-09-04,TLA,0.8,40.0,33.0,74.0,9.0,19.0,24.0,5.0,44.0,70.0,16.0,2.0,353.0,584.0,1.514,0.9420000000000001, 10,04,09
33171,2017-09-04,MER,0.9,45.0,32.0,77.0,8.0,19.0,18.0,2.0,37.0,76.0,16.8,1.7,194.0,587.0,1.365,1.11, 11,04,09
33199,2017-09-04,MER,1.0,53.0,36.0,88.0,14.0,22.0,28.0,2.0,50.0,71.0,17.9,1.9,212.0,587.0,3.548,3.2060000000000004, 12,04,09
33207,2017-09-04,TLA,0.4,15.0,27.0,44.0,20.0,14.0,14.0,3.0,28.0,63.0,17.8,1.2,259.0,583.0,2.075,1.7819999999999998, 12,04,09
33227,2017-09-04,MER,0.6,18.0,29.0,47.0,38.0,25.0,24.0,2.0,49.0,59.0,20.0,1.9,165.0,586.0,4.68,4.31, 13,04,09
33235,2017-09-04,TLA,0.4,19.0,31.0,50.0,31.0,22.0,17.0,4.0,39.0,52.0,20.0,0.3,292.0,583.0,3.478,3.1710000000000003, 13,04,09
33255,2017-09-04,MER,0.7,14.0,38.0,51.0,39.0,29.0,16.0,1.0,45.0,57.0,20.4,2.2,172.0,585.0,2.32,2.1180000000000003, 14,04,09
33263,2017-09-04,TLA,0.4,7.0,24.0,32.0,43.0,18.0,9.0,2.0,27.0,47.0,20.8,0.2,186.0,582.0,2.559,2.258, 14,04,09
33283,2017-09-04,MER,0.7,10.0,37.0,47.0,40.0,26.0,19.0,1.0,45.0,58.0,20.3,2.5,170.0,585.0,1.788,1.466, 15,04,09
33291,2017-09-04,TLA,0.7,22.0,44.0,66.0,37.0,17.0,19.0,3.0,35.0,48.0,20.9,1.5,48.0,582.0,1.232,0.8859999999999999, 15,04,09
33311,2017-09-04,MER,0.5,6.0,27.0,33.0,35.0,5.0,8.0,1.0,13.0,59.0,20.0,3.0,145.0,584.0,1.319,0.9329999999999999, 16,04,09
33339,2017-09-04,MER,0.4,5.0,23.0,28.0,30.0,19.0,16.0,1.0,35.0,64.0,19.3,2.1,153.0,584.0,0.7440000000000001,0.4, 17,04,09
33367,2017-09-04,MER,1.2,35.0,59.0,94.0,11.0,32.0,27.0,2.0,59.0,72.0,18.3,3.1,315.0,584.0,0.415,0.115, 18,04,09
33375,2017-09-04,TLA,0.9,17.0,55.0,72.0,11.0,14.0,4.0,3.0,18.0,82.0,15.1,2.6,272.0,581.0,0.064,0.02, 18,04,09
33395,2017-09-04,MER,0.8,16.0,46.0,62.0,16.0,15.0,15.0,3.0,30.0,71.0,17.5,3.0,308.0,585.0,0.11900000000000001,0.016, 19,04,09
33403,2017-09-04,TLA,0.8,14.0,49.0,65.0,12.0,13.0,4.0,4.0,18.0,79.0,15.3,1.8,307.0,582.0,0.031,0.001, 19,04,09
33423,2017-09-04,MER,0.7,17.0,48.0,65.0,11.0,16.0,15.0,4.0,31.0,72.0,17.3,1.9,285.0,585.0,0.0,0.0, 20,04,09
33431,2017-09-04,TLA,0.8,19.0,51.0,71.0,8.0,18.0,6.0,4.0,25.0,79.0,15.5,1.9,313.0,582.0,0.0,0.0, 20,04,09
33451,2017-09-04,MER,0.8,15.0,45.0,60.0,13.0,13.0,9.0,3.0,22.0,82.0,16.3,2.1,257.0,586.0,0.0,0.0, 21,04,09
33459,2017-09-04,TLA,0.8,13.0,51.0,64.0,7.0,21.0,5.0,4.0,26.0,80.0,15.3,1.9,308.0,582.0,0.0,0.0, 21,04,09
33479,2017-09-04,MER,0.7,18.0,46.0,64.0,8.0,17.0,8.0,3.0,25.0,87.0,15.6,2.5,316.0,586.0,0.0,0.0, 22,04,09
33487,2017-09-04,TLA,0.7,10.0,46.0,56.0,11.0,26.0,3.0,3.0,29.0,85.0,14.7,2.1,315.0,583.0,0.0,0.0, 22,04,09
33507,2017-09-04,MER,0.8,24.0,53.0,77.0,1.0,26.0,9.0,3.0,34.0,88.0,15.7,1.8,295.0,586.0,0.0,0.0, 23,04,09
33515,2017-09-04,TLA,0.7,6.0,44.0,52.0,10.0,13.0,4.0,2.0,17.0,86.0,14.8,2.1,310.0,583.0,0.0,0.0, 23,04,09
33535,2017-09-04,MER,0.7,18.0,48.0,66.0,1.0,18.0,8.0,2.0,25.0,88.0,15.8,1.9,281.0,586.0,0.0,0.0, 00,04,09
33543,2017-09-04,TLA,0.4,5.0,38.0,43.0,7.0,15.0,2.0,2.0,17.0,86.0,14.9,1.9,302.0,583.0,0.0,0.0, 00,04,09
33563,2017-10-04,MER,0.2,6.0,21.0,26.0,5.0,12.0,14.0,0.0,26.0,75.0,16.4,2.5,304.0,586.0,0.0,0.0, 01,04,10
33621,2017-10-04,MER,0.1,5.0,20.0,25.0,4.0,14.0,13.0,0.0,26.0,78.0,15.9,2.5,291.0,585.0,0.0,0.0, 03,04,10
33650,2017-10-04,MER,0.2,8.0,19.0,26.0,6.0,5.0,8.0,0.0,13.0,77.0,15.8,2.2,326.0,585.0,0.0,0.0, 04,04,10
33678,2017-10-04,MER,0.5,27.0,23.0,49.0,2.0,7.0,15.0,1.0,22.0,78.0,15.6,1.6,302.0,585.0,0.0,0.0, 05,04,10
33707,2017-10-04,MER,0.7,38.0,26.0,64.0,2.0,8.0,16.0,1.0,25.0,75.0,16.0,2.0,306.0,585.0,0.0,0.0, 06,04,10
33736,2017-10-04,MER,0.9,58.0,26.0,84.0,1.0,5.0,21.0,1.0,26.0,77.0,15.9,2.3,285.0,585.0,0.013000000000000001,0.001, 07,04,10
33765,2017-10-04,MER,1.0,53.0,26.0,80.0,2.0,13.0,25.0,1.0,38.0,75.0,16.1,2.0,301.0,586.0,0.20199999999999999,0.053, 08,04,10
33794,2017-10-04,MER,0.5,29.0,22.0,52.0,7.0,4.0,15.0,1.0,19.0,69.0,16.9,3.0,347.0,586.0,0.491,0.222, 09,04,10
33823,2017-10-04,MER,0.7,35.0,26.0,62.0,6.0,9.0,19.0,1.0,29.0,69.0,17.5,2.6,345.0,586.0,0.6890000000000001,0.433, 10,04,10
33851,2017-10-04,MER,0.5,24.0,24.0,48.0,9.0,14.0,18.0,1.0,32.0,69.0,18.0,2.6,6.0,587.0,0.8,0.563, 11,04,10
33877,2017-10-04,MER,0.9,50.0,30.0,79.0,7.0,16.0,25.0,1.0,40.0,73.0,18.0,2.9,301.0,586.0,1.22,1.05, 12,04,10
33903,2017-10-04,MER,0.4,16.0,19.0,35.0,17.0,4.0,22.0,1.0,26.0,60.0,19.7,4.4,17.0,586.0,1.6159999999999999,1.452, 13,04,10
33929,2017-10-04,MER,0.3,14.0,14.0,28.0,23.0,6.0,19.0,0.0,25.0,57.0,20.8,4.8,8.0,585.0,3.784,3.318, 14,04,10
33956,2017-10-04,MER,0.3,17.0,17.0,34.0,20.0,13.0,19.0,0.0,32.0,57.0,21.2,5.0,0.0,585.0,2.235,1.82, 15,04,10
33984,2017-10-04,MER,0.3,17.0,16.0,32.0,19.0,9.0,24.0,0.0,33.0,54.0,21.4,4.9,4.0,584.0,1.6680000000000001,1.083, 16,04,10
34012,2017-10-04,MER,0.2,11.0,14.0,25.0,17.0,1.0,28.0,0.0,29.0,52.0,21.4,5.5,19.0,584.0,1.1740000000000002,0.544, 17,04,10
34041,2017-10-04,MER,0.2,8.0,15.0,23.0,15.0,1.0,19.0,0.0,20.0,55.0,20.3,5.4,24.0,585.0,0.423,0.10800000000000001, 18,04,10
34070,2017-10-04,MER,0.3,8.0,18.0,26.0,11.0,1.0,19.0,0.0,20.0,60.0,19.0,4.6,18.0,585.0,0.068,0.0, 19,04,10
34100,2017-10-04,MER,0.3,10.0,21.0,31.0,8.0,1.0,16.0,0.0,17.0,62.0,18.4,4.7,3.0,585.0,0.0,0.0, 20,04,10
34130,2017-10-04,MER,0.3,13.0,21.0,34.0,6.0,6.0,17.0,0.0,24.0,66.0,17.8,4.8,357.0,586.0,0.0,0.0, 21,04,10
34160,2017-10-04,MER,0.2,5.0,17.0,22.0,9.0,9.0,10.0,0.0,19.0,69.0,17.3,4.9,6.0,586.0,0.0,0.0, 22,04,10
34190,2017-10-04,MER,0.2,5.0,14.0,20.0,11.0,6.0,7.0,0.0,13.0,73.0,16.5,4.5,343.0,587.0,0.0,0.0, 23,04,10
34220,2017-10-04,MER,0.1,4.0,12.0,16.0,12.0,2.0,8.0,0.0,10.0,73.0,15.9,2.5,328.0,587.0,0.0,0.0, 00,04,10
34261,2017-11-04,TLA,0.8,44.0,35.0,78.0,2.0,8.0,15.0,2.0,23.0,40.0,14.7,0.5,218.0,585.0,0.0,0.0, 01,04,11
34293,2017-11-04,TLA,0.6,38.0,32.0,71.0,2.0,3.0,21.0,2.0,24.0,43.0,13.9,0.8,265.0,585.0,0.0,0.0, 02,04,11
34325,2017-11-04,TLA,0.5,19.0,31.0,50.0,2.0,10.0,22.0,1.0,32.0,44.0,13.0,0.5,267.0,584.0,0.0,0.0, 03,04,11
34357,2017-11-04,TLA,0.4,21.0,31.0,52.0,2.0,5.0,25.0,1.0,30.0,47.0,12.1,0.6,246.0,584.0,0.0,0.0, 04,04,11
34389,2017-11-04,TLA,0.5,27.0,29.0,56.0,2.0,4.0,13.0,1.0,17.0,49.0,11.7,0.5,248.0,584.0,0.0,0.0, 05,04,11
34421,2017-11-04,TLA,0.5,40.0,28.0,69.0,2.0,10.0,23.0,2.0,33.0,52.0,10.9,1.0,263.0,584.0,0.0,0.0, 06,04,11
34452,2017-11-04,TLA,0.8,69.0,30.0,99.0,2.0,8.0,23.0,2.0,31.0,52.0,10.4,1.1,265.0,584.0,0.021,0.001, 07,04,11
34483,2017-11-04,TLA,1.3,139.0,34.0,173.0,3.0,21.0,40.0,4.0,60.0,50.0,11.4,1.0,272.0,585.0,0.513,0.109, 08,04,11
34514,2017-11-04,TLA,1.3,133.0,51.0,183.0,6.0,27.0,41.0,5.0,68.0,40.0,14.9,0.5,247.0,585.0,1.492,0.521, 09,04,11
34545,2017-11-04,TLA,1.1,77.0,57.0,133.0,14.0,38.0,46.0,23.0,84.0,32.0,17.5,0.4,48.0,585.0,2.512,1.337, 10,04,11
34576,2017-11-04,TLA,0.8,51.0,43.0,94.0,19.0,33.0,35.0,75.0,69.0,26.0,19.1,1.4,336.0,585.0,3.576,2.437, 11,04,11
34607,2017-11-04,TLA,0.6,28.0,35.0,64.0,28.0,28.0,34.0,61.0,62.0,19.0,20.8,2.0,314.0,585.0,4.147,3.176, 12,04,11
34638,2017-11-04,TLA,0.4,14.0,23.0,37.0,36.0,19.0,24.0,35.0,42.0,15.0,22.0,3.1,319.0,584.0,4.439,3.4760000000000004, 13,04,11
34669,2017-11-04,TLA,0.4,15.0,23.0,38.0,38.0,21.0,24.0,44.0,45.0,14.0,23.0,3.0,334.0,583.0,4.0569999999999995,2.945, 14,04,11
34701,2017-11-04,TLA,0.5,13.0,24.0,37.0,47.0,28.0,36.0,79.0,63.0,13.0,23.7,3.1,353.0,583.0,3.2760000000000002,1.9269999999999998, 15,04,11
34733,2017-11-04,TLA,0.4,8.0,16.0,24.0,45.0,16.0,18.0,7.0,34.0,14.0,23.7,3.1,356.0,582.0,2.541,1.2429999999999999, 16,04,11
34765,2017-11-04,TLA,0.3,7.0,16.0,23.0,43.0,8.0,19.0,4.0,27.0,14.0,23.6,3.1,331.0,582.0,1.449,0.42200000000000004, 17,04,11
34797,2017-11-04,TLA,0.4,6.0,21.0,26.0,35.0,6.0,23.0,4.0,28.0,17.0,22.6,3.7,344.0,582.0,0.48100000000000004,0.023, 18,04,11
34829,2017-11-04,TLA,0.4,5.0,31.0,36.0,16.0,7.0,29.0,7.0,36.0,21.0,20.9,4.0,346.0,583.0,0.038,0.0, 19,04,11
34861,2017-11-04,TLA,0.5,17.0,38.0,55.0,8.0,20.0,32.0,7.0,52.0,27.0,19.1,2.8,331.0,583.0,0.0,0.0, 20,04,11
34893,2017-11-04,TLA,0.5,13.0,33.0,45.0,7.0,13.0,19.0,5.0,32.0,27.0,17.5,2.6,311.0,584.0,0.0,0.0, 21,04,11
34925,2017-11-04,TLA,0.4,6.0,22.0,28.0,13.0,20.0,14.0,8.0,34.0,41.0,15.8,3.2,306.0,584.0,0.0,0.0, 22,04,11
34956,2017-11-04,TLA,0.6,7.0,25.0,33.0,7.0,14.0,16.0,31.0,31.0,56.0,14.4,2.6,305.0,584.0,0.0,0.0, 23,04,11
34988,2017-11-04,TLA,0.7,9.0,29.0,38.0,3.0,22.0,17.0,41.0,39.0,63.0,13.6,1.9,289.0,585.0,0.0,0.0, 00,04,11
35198,2017-12-04,TLA,1.1,91.0,49.0,139.0,1.0,28.0,28.0,9.0,56.0,66.0,8.2,1.2,247.0,583.0,0.001,0.0, 07,04,12
35228,2017-12-04,TLA,2.0,148.0,51.0,198.0,1.0,33.0,37.0,10.0,71.0,65.0,8.7,0.9,249.0,583.0,0.268,0.052000000000000005, 08,04,12
35258,2017-12-04,TLA,2.1,122.0,56.0,178.0,7.0,41.0,43.0,11.0,84.0,55.0,11.8,0.3,187.0,584.0,0.9520000000000001,0.256, 09,04,12
35288,2017-12-04,TLA,1.4,68.0,73.0,140.0,14.0,56.0,39.0,10.0,95.0,50.0,13.8,1.3,157.0,584.0,1.788,0.748, 10,04,12
35318,2017-12-04,TLA,1.2,45.0,74.0,118.0,27.0,56.0,40.0,11.0,95.0,43.0,16.4,1.1,149.0,584.0,2.565,1.406, 11,04,12
35347,2017-12-04,TLA,1.0,26.0,69.0,95.0,51.0,55.0,37.0,9.0,93.0,34.0,18.5,0.9,181.0,583.0,3.0589999999999997,1.97, 12,04,12
35376,2017-12-04,TLA,0.9,17.0,60.0,76.0,64.0,53.0,33.0,10.0,86.0,28.0,19.8,0.8,288.0,582.0,2.8760000000000003,1.939, 13,04,12
35406,2017-12-04,TLA,0.8,14.0,57.0,71.0,71.0,54.0,36.0,10.0,90.0,24.0,21.0,0.9,271.0,582.0,2.762,1.77, 14,04,12
35436,2017-12-04,TLA,0.7,6.0,48.0,54.0,86.0,46.0,37.0,9.0,83.0,21.0,22.0,1.4,264.0,581.0,2.336,1.255, 15,04,12
35466,2017-12-04,TLA,0.7,4.0,45.0,49.0,97.0,51.0,40.0,9.0,90.0,20.0,22.6,1.5,271.0,581.0,1.713,0.677, 16,04,12
35496,2017-12-04,TLA,0.9,11.0,60.0,73.0,88.0,53.0,51.0,11.0,104.0,21.0,22.6,1.3,328.0,581.0,0.878,0.201, 17,04,12
35526,2017-12-04,TLA,1.0,9.0,66.0,74.0,70.0,59.0,56.0,11.0,114.0,23.0,21.5,2.1,352.0,581.0,0.298,0.0, 18,04,12
35556,2017-12-04,TLA,2.5,65.0,124.0,190.0,11.0,47.0,82.0,10.0,129.0,26.0,20.2,0.7,307.0,581.0,0.049,0.0, 19,04,12
35586,2017-12-04,TLA,2.2,81.0,113.0,192.0,1.0,51.0,69.0,8.0,120.0,29.0,18.1,0.8,272.0,582.0,0.0,0.0, 20,04,12
35616,2017-12-04,TLA,2.4,108.0,110.0,217.0,1.0,57.0,77.0,16.0,135.0,31.0,17.4,1.3,301.0,582.0,0.0,0.0, 21,04,12
35646,2017-12-04,TLA,1.9,79.0,91.0,170.0,1.0,32.0,56.0,12.0,87.0,35.0,15.5,1.3,266.0,583.0,0.0,0.0, 22,04,12
35676,2017-12-04,TLA,1.4,54.0,78.0,131.0,3.0,34.0,53.0,15.0,87.0,37.0,14.7,1.7,324.0,583.0,0.0,0.0, 23,04,12
35706,2017-12-04,TLA,1.1,33.0,71.0,104.0,2.0,40.0,56.0,15.0,96.0,40.0,14.1,1.1,305.0,583.0,0.0,0.0, 00,04,12
35798,2017-01-05,MER,1.8,45.0,61.0,106.0,1.0,55.0,55.0,5.0,109.0,59.0,12.5,1.0,195.0,584.0,0.0,0.0, 04,05,01
35831,2017-01-05,MER,1.1,18.0,49.0,67.0,2.0,46.0,42.0,4.0,89.0,57.0,11.7,0.8,140.0,584.0,0.0,0.0, 05,05,01
35864,2017-01-05,MER,1.7,115.0,56.0,170.0,1.0,73.0,75.0,8.0,148.0,58.0,10.9,0.8,77.0,584.0,0.0,0.0, 06,05,01
35897,2017-01-05,MER,2.6,225.0,59.0,284.0,1.0,92.0,82.0,12.0,174.0,57.0,10.4,0.7,65.0,584.0,0.0,0.0, 07,05,01
35930,2017-01-05,MER,3.7,303.0,63.0,366.0,1.0,88.0,82.0,15.0,171.0,59.0,10.0,0.5,138.0,584.0,0.0,0.0, 08,05,01
35963,2017-01-05,MER,3.2,246.0,74.0,320.0,3.0,77.0,81.0,15.0,158.0,51.0,12.0,0.7,112.0,585.0,0.0,0.0, 09,05,01
35996,2017-01-05,MER,2.5,156.0,99.0,256.0,5.0,74.0,69.0,13.0,142.0,43.0,14.3,0.8,92.0,585.0,0.0,0.0, 10,05,01
36029,2017-01-05,MER,1.8,70.0,97.0,167.0,24.0,66.0,67.0,10.0,133.0,38.0,16.3,1.3,63.0,585.0,0.0,0.0, 11,05,01
36062,2017-01-05,MER,1.3,32.0,75.0,107.0,44.0,58.0,57.0,11.0,116.0,31.0,19.0,1.3,54.0,585.0,0.0,0.0, 12,05,01
36095,2017-01-05,MER,1.1,19.0,52.0,71.0,55.0,49.0,40.0,10.0,88.0,24.0,21.6,1.5,314.0,584.0,0.0,0.0, 13,05,01
36128,2017-01-05,MER,0.9,11.0,40.0,50.0,63.0,51.0,41.0,7.0,92.0,19.0,23.2,1.6,346.0,583.0,0.0,0.0, 14,05,01
36160,2017-01-05,MER,0.8,9.0,34.0,43.0,58.0,20.0,21.0,5.0,42.0,15.0,24.3,1.9,17.0,582.0,0.0,0.0, 15,05,01
36192,2017-01-05,MER,0.6,7.0,25.0,33.0,55.0,23.0,23.0,4.0,47.0,12.0,24.8,1.8,32.0,582.0,0.0,0.0, 16,05,01
36225,2017-01-05,MER,0.6,5.0,28.0,34.0,54.0,17.0,18.0,4.0,35.0,12.0,25.1,1.6,120.0,582.0,0.0,0.0, 17,05,01
36258,2017-01-05,MER,0.7,11.0,41.0,52.0,38.0,18.0,20.0,4.0,37.0,12.0,24.6,1.3,358.0,582.0,0.0,0.0, 18,05,01
36291,2017-01-05,MER,1.2,8.0,79.0,88.0,16.0,22.0,51.0,4.0,73.0,20.0,23.2,1.7,103.0,582.0,0.0,0.0, 19,05,01
36323,2017-01-05,MER,1.9,38.0,89.0,127.0,6.0,44.0,56.0,5.0,100.0,33.0,21.0,1.8,168.0,583.0,0.0,0.0, 20,05,01
36356,2017-01-05,MER,2.2,53.0,82.0,134.0,6.0,50.0,43.0,5.0,93.0,37.0,20.3,1.3,243.0,583.0,0.0,0.0, 21,05,01
36389,2017-01-05,MER,3.2,126.0,88.0,215.0,1.0,50.0,63.0,6.0,113.0,41.0,19.4,0.9,217.0,583.0,0.0,0.0, 22,05,01
36422,2017-01-05,MER,3.4,152.0,90.0,242.0,1.0,92.0,96.0,7.0,188.0,45.0,17.8,1.2,173.0,584.0,0.0,0.0, 23,05,01
36455,2017-01-05,MER,2.2,61.0,79.0,140.0,1.0,35.0,58.0,5.0,93.0,51.0,16.9,1.4,193.0,584.0,0.0,0.0, 00,05,01
36489,2017-02-05,MER,0.4,4.0,27.0,31.0,7.0,18.0,23.0,4.0,40.0,67.0,13.2,2.2,309.0,586.0,0.0,0.0, 01,05,02
36522,2017-02-05,MER,0.4,8.0,30.0,38.0,3.0,27.0,20.0,4.0,47.0,69.0,12.7,1.1,317.0,586.0,0.0,0.0, 02,05,02
36555,2017-02-05,MER,0.5,12.0,31.0,43.0,1.0,28.0,20.0,4.0,48.0,72.0,12.2,1.4,86.0,586.0,0.0,0.0, 03,05,02
36588,2017-02-05,MER,0.5,8.0,29.0,37.0,1.0,25.0,16.0,14.0,42.0,80.0,11.1,1.4,78.0,585.0,0.0,0.0, 04,05,02
36621,2017-02-05,MER,0.5,12.0,28.0,40.0,1.0,26.0,19.0,12.0,45.0,81.0,10.7,1.1,69.0,585.0,0.0,0.0, 05,05,02
36654,2017-02-05,MER,0.6,23.0,27.0,50.0,1.0,18.0,20.0,9.0,37.0,81.0,10.2,1.2,17.0,585.0,0.0,0.0, 06,05,02
36687,2017-02-05,MER,0.8,37.0,27.0,63.0,1.0,15.0,26.0,5.0,40.0,80.0,9.9,1.4,2.0,586.0,0.0,0.0, 07,05,02
36720,2017-02-05,MER,1.2,74.0,29.0,103.0,1.0,29.0,31.0,7.0,60.0,80.0,10.0,0.9,41.0,586.0,0.0,0.0, 08,05,02
36753,2017-02-05,MER,1.0,66.0,34.0,99.0,5.0,19.0,28.0,8.0,47.0,76.0,10.8,1.3,90.0,586.0,0.0,0.0, 09,05,02
36785,2017-02-05,MER,1.0,39.0,36.0,75.0,14.0,48.0,30.0,9.0,78.0,70.0,12.6,1.3,97.0,587.0,0.0,0.0, 10,05,02
36817,2017-02-05,MER,0.9,22.0,33.0,55.0,27.0,42.0,29.0,9.0,71.0,61.0,14.7,1.6,98.0,587.0,0.0,0.0, 11,05,02
36850,2017-02-05,MER,0.7,11.0,26.0,37.0,42.0,26.0,27.0,5.0,53.0,48.0,17.2,1.5,154.0,586.0,0.0,0.0, 12,05,02
36883,2017-02-05,MER,0.4,6.0,19.0,24.0,56.0,29.0,25.0,4.0,54.0,37.0,19.0,2.3,358.0,585.0,0.0,0.0, 13,05,02
36916,2017-02-05,MER,0.2,2.0,10.0,12.0,61.0,34.0,17.0,3.0,51.0,29.0,19.9,2.1,29.0,584.0,0.0,0.0, 14,05,02
36949,2017-02-05,MER,0.3,5.0,15.0,19.0,63.0,37.0,17.0,3.0,54.0,25.0,21.5,1.9,211.0,584.0,0.0,0.0, 15,05,02
36982,2017-02-05,MER,0.3,2.0,13.0,15.0,72.0,21.0,21.0,3.0,42.0,25.0,21.6,1.7,102.0,583.0,0.0,0.0, 16,05,02
37015,2017-02-05,MER,0.3,3.0,17.0,20.0,74.0,24.0,21.0,3.0,45.0,24.0,21.8,2.1,20.0,583.0,0.0,0.0, 17,05,02
37048,2017-02-05,MER,0.4,3.0,23.0,26.0,72.0,38.0,21.0,3.0,58.0,24.0,21.8,1.8,292.0,583.0,0.0,0.0, 18,05,02
37081,2017-02-05,MER,0.6,3.0,36.0,38.0,61.0,30.0,32.0,4.0,61.0,28.0,21.1,2.1,315.0,584.0,0.0,0.0, 19,05,02
37114,2017-02-05,MER,0.6,0.0,30.0,30.0,41.0,52.0,28.0,3.0,80.0,39.0,19.6,1.9,132.0,584.0,0.0,0.0, 20,05,02
37147,2017-02-05,MER,0.7,0.0,34.0,34.0,36.0,57.0,30.0,3.0,87.0,43.0,18.5,2.3,83.0,585.0,0.0,0.0, 21,05,02
