,fecha,id_station,CO,NO,NO2,NOX,O3,PM2.5,PMCO,SO2,PM10,RH,TMP,WSP,WDR,PA,UVA,UVB,hora,dia,mes
799,2017-01-01,TLA,1.1,20.0,53.0,73.0,5.0,19.0,24.0,2.0,43.0,52.0,14.4,0.4,137.0,583.0,0.0,0.0, 00,01,01
823,2017-02-01,MER,0.8,9.0,52.0,61.0,6.0,46.0,48.0,18.0,94.0,47.0,14.9,2.8,298.0,585.0,0.0,0.0, 01,01,02
856,2017-02-01,MER,0.7,3.0,43.0,47.0,9.0,36.0,32.0,57.0,69.0,52.0,14.0,1.8,305.0,585.0,0.0,0.0, 02,01,02
889,2017-02-01,MER,0.6,5.0,45.0,50.0,6.0,37.0,25.0,89.0,61.0,55.0,13.1,0.9,324.0,585.0,0.0,0.0, 03,01,02
922,2017-02-01,MER,0.7,12.0,48.0,61.0,3.0,41.0,59.0,32.0,100.0,57.0,12.3,1.3,68.0,585.0,0.0,0.0, 04,01,02
955,2017-02-01,MER,0.8,16.0,51.0,67.0,2.0,50.0,45.0,30.0,95.0,61.0,11.5,0.7,125.0,585.0,0.0,0.0, 05,01,02
988,2017-02-01,MER,1.2,64.0,58.0,123.0,1.0,55.0,51.0,38.0,106.0,60.0,11.9,0.9,105.0,585.0,0.0,0.0, 06,01,02
1021,2017-02-01,MER,1.5,82.0,65.0,146.0,1.0,50.0,63.0,19.0,113.0,59.0,11.3,1.0,64.0,585.0,0.0,0.0, 07,01,02
1054,2017-02-01,MER,2.2,173.0,66.0,238.0,1.0,58.0,63.0,20.0,121.0,60.0,11.2,0.5,37.0,586.0,0.0,0.0, 08,01,02
1087,2017-02-01,MER,1.8,101.0,60.0,162.0,4.0,55.0,61.0,32.0,116.0,56.0,12.4,1.0,15.0,586.0,0.0,0.0, 09,01,02
1339,2017-02-01,MER,0.8,8.0,35.0,43.0,56.0,49.0,42.0,4.0,91.0,29.0,21.9,3.9,185.0,583.0,0.0,0.0, 17,01,02
1372,2017-02-01,MER,0.9,12.0,41.0,54.0,36.0,8.0,45.0,3.0,52.0,34.0,20.8,3.0,189.0,583.0,0.0,0.0, 18,01,02
1405,2017-02-01,MER,1.2,30.0,45.0,74.0,16.0,35.0,36.0,2.0,71.0,33.0,20.4,2.6,218.0,584.0,0.0,0.0, 19,01,02
1438,2017-02-01,MER,1.1,21.0,44.0,65.0,9.0,59.0,34.0,2.0,93.0,37.0,19.3,2.2,177.0,584.0,0.0,0.0, 20,01,02
1471,2017-02-01,MER,0.8,8.0,37.0,45.0,9.0,43.0,28.0,2.0,71.0,39.0,18.4,1.6,174.0,585.0,0.0,0.0, 21,01,02
1504,2017-02-01,MER,1.0,18.0,42.0,60.0,6.0,10.0,43.0,3.0,54.0,41.0,17.7,2.0,254.0,585.0,0.0,0.0, 22,01,02
1537,2017-02-01,MER,0.9,13.0,54.0,67.0,5.0,49.0,78.0,5.0,126.0,48.0,16.1,3.4,302.0,585.0,0.0,0.0, 23,01,02
1570,2017-02-01,MER,0.7,7.0,47.0,54.0,9.0,32.0,60.0,11.0,92.0,51.0,15.0,3.4,304.0,585.0,0.0,0.0, 00,01,02
2382,2017-04-01,MER,1.4,52.0,49.0,101.0,1.0,24.0,26.0,3.0,50.0,31.0,17.8,1.3,105.0,584.0,0.0,0.0, 01,01,04
2391,2017-04-01,TLA,0.2,1.0,11.0,12.0,36.0,25.0,14.0,0.0,39.0,28.0,17.8,2.6,149.0,581.0,0.0,0.0, 01,01,04
2414,2017-04-01,MER,0.9,21.0,47.0,68.0,2.0,24.0,26.0,2.0,50.0,36.0,17.1,1.2,90.0,584.0,0.0,0.0, 02,01,04
2423,2017-04-01,TLA,0.2,4.0,16.0,20.0,31.0,27.0,15.0,0.0,42.0,30.0,17.4,2.3,130.0,581.0,0.0,0.0, 02,01,04
2446,2017-04-01,MER,0.7,6.0,42.0,47.0,5.0,19.0,19.0,2.0,38.0,38.0,16.5,1.3,102.0,584.0,0.0,0.0, 03,01,04
2455,2017-04-01,TLA,0.6,31.0,49.0,80.0,1.0,30.0,26.0,2.0,55.0,33.0,16.4,1.2,113.0,581.0,0.0,0.0, 03,01,04
2478,2017-04-01,MER,0.7,7.0,43.0,50.0,5.0,34.0,24.0,2.0,58.0,40.0,15.7,1.5,156.0,584.0,0.0,0.0, 04,01,04
2487,2017-04-01,TLA,0.4,19.0,44.0,63.0,6.0,27.0,22.0,2.0,49.0,34.0,16.2,1.9,104.0,581.0,0.0,0.0, 04,01,04
2510,2017-04-01,MER,0.9,30.0,49.0,78.0,2.0,47.0,27.0,2.0,74.0,43.0,15.1,1.0,351.0,584.0,0.0,0.0, 05,01,04
2519,2017-04-01,TLA,0.3,16.0,39.0,55.0,9.0,26.0,21.0,1.0,47.0,35.0,16.1,2.4,102.0,581.0,0.0,0.0, 05,01,04
2542,2017-04-01,MER,1.1,51.0,47.0,98.0,1.0,35.0,31.0,3.0,66.0,44.0,14.7,1.1,112.0,584.0,0.0,0.0, 06,01,04
2551,2017-04-01,TLA,0.4,14.0,39.0,52.0,8.0,24.0,22.0,1.0,46.0,36.0,15.4,1.6,136.0,581.0,0.0,0.0, 06,01,04
2574,2017-04-01,MER,1.6,102.0,46.0,148.0,1.0,28.0,35.0,4.0,64.0,48.0,14.0,1.6,166.0,585.0,0.055999999999999994,0.005, 07,01,04
2583,2017-04-01,TLA,0.7,44.0,48.0,92.0,1.0,34.0,32.0,2.0,66.0,38.0,14.6,1.3,141.0,581.0,0.046,0.013999999999999999, 07,01,04
2606,2017-04-01,MER,2.3,152.0,51.0,203.0,3.0,30.0,43.0,6.0,74.0,44.0,15.4,0.7,214.0,585.0,0.66,0.161, 08,01,04
2615,2017-04-01,TLA,0.8,53.0,47.0,99.0,8.0,28.0,29.0,2.0,58.0,35.0,16.4,2.1,97.0,582.0,0.662,0.149, 08,01,04
2638,2017-04-01,MER,1.4,52.0,58.0,111.0,15.0,30.0,39.0,3.0,69.0,38.0,18.0,1.0,354.0,585.0,1.77,0.779, 09,01,04
2647,2017-04-01,TLA,0.8,39.0,46.0,85.0,20.0,34.0,41.0,2.0,75.0,31.0,18.5,2.8,114.0,582.0,1.881,0.7859999999999999, 09,01,04
2670,2017-04-01,MER,0.8,20.0,32.0,52.0,33.0,37.0,30.0,2.0,67.0,29.0,21.3,1.8,143.0,585.0,3.207,2.079, 10,01,04
2678,2017-04-01,TLA,0.5,22.0,31.0,53.0,36.0,22.0,42.0,1.0,64.0,23.0,20.5,3.8,105.0,582.0,3.247,2.083, 10,01,04
2701,2017-04-01,MER,0.4,7.0,10.0,17.0,38.0,17.0,27.0,1.0,43.0,17.0,24.0,3.4,166.0,585.0,4.52,3.6189999999999998, 11,01,04
2710,2017-04-01,TLA,0.4,14.0,27.0,41.0,46.0,27.0,29.0,1.0,56.0,17.0,22.8,3.1,108.0,582.0,4.272,3.4539999999999997, 11,01,04
2793,2017-04-01,MER,0.4,5.0,11.0,17.0,49.0,42.0,45.0,2.0,87.0,10.0,27.0,4.5,186.0,583.0,5.202999999999999,4.529, 14,01,04
2802,2017-04-01,TLA,0.1,3.0,6.0,9.0,54.0,13.0,33.0,0.0,47.0,11.0,26.3,3.3,178.0,581.0,5.428999999999999,4.769, 14,01,04
2823,2017-04-01,MER,0.5,12.0,17.0,29.0,42.0,5.0,42.0,2.0,46.0,11.0,27.5,4.4,221.0,583.0,4.6819999999999995,3.78, 15,01,04
2832,2017-04-01,TLA,0.1,3.0,8.0,11.0,56.0,14.0,54.0,0.0,68.0,12.0,26.6,4.0,180.0,580.0,4.529,3.5860000000000003, 15,01,04
2855,2017-04-01,MER,0.4,7.0,13.0,19.0,42.0,12.0,38.0,2.0,50.0,14.0,26.9,5.1,176.0,583.0,3.3689999999999998,2.2680000000000002, 16,01,04
2864,2017-04-01,TLA,0.1,3.0,8.0,11.0,51.0,14.0,60.0,1.0,74.0,12.0,26.8,3.6,188.0,580.0,3.708,2.421, 16,01,04
2887,2017-04-01,MER,0.4,6.0,13.0,19.0,43.0,17.0,42.0,2.0,60.0,15.0,26.4,5.5,171.0,583.0,2.4930000000000003,1.245, 17,01,04
2896,2017-04-01,TLA,0.1,4.0,7.0,11.0,45.0,10.0,41.0,1.0,51.0,11.0,26.4,4.0,211.0,580.0,2.602,1.238, 17,01,04
2919,2017-04-01,MER,0.4,2.0,10.0,12.0,47.0,18.0,52.0,2.0,70.0,17.0,25.2,5.9,158.0,583.0,1.253,0.38799999999999996, 18,01,04
2928,2017-04-01,TLA,0.1,3.0,7.0,10.0,39.0,13.0,33.0,1.0,46.0,11.0,25.4,3.8,192.0,580.0,1.297,0.38, 18,01,04
2951,2017-04-01,MER,0.4,2.0,13.0,14.0,42.0,21.0,26.0,2.0,47.0,18.0,23.9,5.4,162.0,584.0,0.299,0.046, 19,01,04
2959,2017-04-01,TLA,0.1,3.0,13.0,16.0,31.0,11.0,26.0,1.0,37.0,12.0,24.1,3.1,194.0,581.0,0.33399999999999996,0.033, 19,01,04
2982,2017-04-01,MER,0.5,6.0,24.0,30.0,31.0,20.0,20.0,2.0,41.0,18.0,22.8,5.0,184.0,584.0,0.0,0.0, 20,01,04
2991,2017-04-01,TLA,0.2,6.0,19.0,24.0,26.0,14.0,20.0,1.0,34.0,15.0,22.5,2.8,211.0,581.0,0.0,0.0, 20,01,04
3014,2017-04-01,MER,0.6,12.0,29.0,41.0,18.0,15.0,18.0,2.0,33.0,18.0,22.0,3.4,197.0,585.0,0.0,0.0, 21,01,04
3023,2017-04-01,TLA,0.2,7.0,20.0,27.0,21.0,16.0,21.0,1.0,37.0,14.0,21.1,2.6,230.0,582.0,0.0,0.0, 21,01,04
3046,2017-04-01,MER,0.6,8.0,34.0,42.0,10.0,13.0,17.0,2.0,29.0,19.0,21.1,1.8,194.0,585.0,0.0,0.0, 22,01,04
3055,2017-04-01,TLA,0.3,8.0,25.0,33.0,15.0,22.0,19.0,1.0,41.0,14.0,20.0,2.1,242.0,582.0,0.0,0.0, 22,01,04
3078,2017-04-01,MER,0.8,12.0,41.0,54.0,5.0,19.0,14.0,2.0,33.0,21.0,19.7,1.5,157.0,585.0,0.0,0.0, 23,01,04
3087,2017-04-01,TLA,0.4,9.0,26.0,35.0,12.0,26.0,30.0,1.0,56.0,15.0,18.8,2.5,230.0,582.0,0.0,0.0, 23,01,04
3110,2017-04-01,MER,0.8,13.0,37.0,49.0,5.0,5.0,16.0,2.0,21.0,21.0,19.0,0.8,187.0,586.0,0.0,0.0, 00,01,04
3119,2017-04-01,TLA,0.4,5.0,21.0,26.0,18.0,35.0,18.0,1.0,53.0,17.0,17.9,1.9,237.0,582.0,0.0,0.0, 00,01,04
3143,2017-05-01,MER,0.8,4.0,34.0,38.0,18.0,38.0,36.0,3.0,74.0,28.0,21.1,1.4,304.0,586.0,0.0,0.0, 01,01,05
3151,2017-05-01,TLA,0.4,1.0,27.0,28.0,24.0,42.0,36.0,13.0,77.0,28.0,19.9,1.2,264.0,583.0,0.0,0.0, 01,01,05
3175,2017-05-01,MER,0.9,2.0,34.0,36.0,15.0,55.0,33.0,7.0,88.0,29.0,20.4,1.4,304.0,585.0,0.0,0.0, 02,01,05
3183,2017-05-01,TLA,0.4,2.0,31.0,32.0,17.0,47.0,36.0,11.0,82.0,29.0,19.0,0.3,200.0,582.0,0.0,0.0, 02,01,05
3207,2017-05-01,MER,1.0,14.0,45.0,58.0,5.0,32.0,35.0,4.0,67.0,33.0,19.3,1.1,96.0,585.0,0.0,0.0, 03,01,05
3215,2017-05-01,TLA,0.4,1.0,28.0,29.0,18.0,34.0,30.0,6.0,65.0,31.0,18.0,0.9,256.0,582.0,0.0,0.0, 03,01,05
3239,2017-05-01,MER,0.9,15.0,57.0,72.0,1.0,31.0,32.0,4.0,63.0,35.0,18.3,0.8,87.0,585.0,0.0,0.0, 04,01,05
3247,2017-05-01,TLA,0.3,1.0,24.0,25.0,19.0,37.0,30.0,5.0,67.0,33.0,17.1,1.1,272.0,582.0,0.0,0.0, 04,01,05
3271,2017-05-01,MER,1.1,47.0,56.0,103.0,1.0,60.0,46.0,9.0,105.0,39.0,17.6,1.3,28.0,585.0,0.0,0.0, 05,01,05
3279,2017-05-01,TLA,0.6,22.0,42.0,64.0,2.0,59.0,48.0,6.0,108.0,35.0,16.6,1.2,315.0,582.0,0.0,0.0, 05,01,05
3303,2017-05-01,MER,1.4,56.0,47.0,103.0,1.0,32.0,37.0,12.0,69.0,40.0,17.2,1.0,63.0,586.0,0.002,0.0, 06,01,05
3311,2017-05-01,TLA,0.7,23.0,41.0,64.0,3.0,61.0,37.0,4.0,99.0,37.0,15.9,0.8,238.0,582.0,0.0,0.0, 06,01,05
3335,2017-05-01,MER,1.6,74.0,43.0,117.0,1.0,44.0,42.0,7.0,86.0,40.0,16.4,1.4,168.0,586.0,0.14,0.019, 07,01,05
3343,2017-05-01,TLA,1.0,73.0,44.0,117.0,2.0,48.0,52.0,4.0,100.0,38.0,15.6,0.3,218.0,583.0,0.127,0.022000000000000002, 07,01,05
3367,2017-05-01,MER,1.7,74.0,49.0,124.0,4.0,38.0,44.0,10.0,82.0,37.0,18.0,0.9,27.0,586.0,0.757,0.183, 08,01,05
3375,2017-05-01,TLA,1.2,76.0,50.0,126.0,6.0,53.0,50.0,4.0,104.0,33.0,17.4,0.5,327.0,583.0,0.703,0.179, 08,01,05
3399,2017-05-01,MER,1.0,26.0,44.0,70.0,17.0,45.0,46.0,11.0,92.0,33.0,19.3,1.6,42.0,587.0,1.692,0.682, 09,01,05
3407,2017-05-01,TLA,1.1,59.0,64.0,122.0,13.0,54.0,48.0,7.0,103.0,28.0,20.0,0.7,321.0,584.0,1.6440000000000001,0.71, 09,01,05
3431,2017-05-01,MER,1.1,17.0,46.0,64.0,34.0,58.0,44.0,10.0,102.0,28.0,21.6,1.3,31.0,587.0,2.6639999999999997,1.514, 10,01,05
3439,2017-05-01,TLA,0.8,32.0,58.0,91.0,34.0,57.0,50.0,17.0,107.0,24.0,22.0,0.7,18.0,584.0,2.6039999999999996,1.65, 10,01,05
3463,2017-05-01,MER,1.0,11.0,46.0,57.0,55.0,73.0,43.0,7.0,116.0,23.0,23.4,1.7,51.0,587.0,3.429,2.427, 11,01,05
3471,2017-05-01,TLA,0.6,7.0,32.0,39.0,71.0,56.0,42.0,14.0,98.0,20.0,23.5,0.8,23.0,584.0,3.589,2.7569999999999997, 11,01,05
3495,2017-05-01,MER,0.7,4.0,24.0,28.0,79.0,47.0,30.0,6.0,77.0,17.0,25.0,1.9,25.0,586.0,4.6530000000000005,3.613, 12,01,05
3503,2017-05-01,TLA,0.5,6.0,26.0,32.0,89.0,35.0,36.0,17.0,70.0,17.0,24.9,1.3,329.0,583.0,4.063,3.4010000000000002, 12,01,05
3527,2017-05-01,MER,0.5,1.0,14.0,15.0,90.0,40.0,25.0,6.0,65.0,14.0,26.2,2.1,85.0,586.0,4.96,3.97, 13,01,05
3535,2017-05-01,TLA,0.4,5.0,22.0,27.0,96.0,41.0,35.0,11.0,76.0,14.0,25.9,1.3,21.0,583.0,4.821000000000001,4.227, 13,01,05
3559,2017-05-01,MER,0.4,1.0,13.0,14.0,84.0,41.0,22.0,5.0,63.0,12.0,27.6,2.7,100.0,585.0,4.683,3.5839999999999996, 14,01,05
3567,2017-05-01,TLA,0.3,3.0,19.0,22.0,98.0,38.0,29.0,8.0,67.0,12.0,27.2,0.6,49.0,582.0,4.552,3.7969999999999997, 14,01,05
3590,2017-05-01,MER,0.5,2.0,16.0,19.0,70.0,29.0,63.0,3.0,92.0,12.0,27.4,3.2,179.0,584.0,2.169,1.402, 15,01,05
3598,2017-05-01,TLA,0.3,4.0,19.0,23.0,94.0,40.0,27.0,6.0,66.0,11.0,27.9,0.4,69.0,581.0,3.089,2.28, 15,01,05
3622,2017-05-01,MER,0.6,5.0,21.0,27.0,53.0,28.0,27.0,2.0,55.0,13.0,27.3,3.7,187.0,584.0,1.6780000000000002,0.858, 16,01,05
3630,2017-05-01,TLA,0.2,1.0,13.0,13.0,83.0,31.0,49.0,2.0,81.0,14.0,26.8,4.5,172.0,581.0,2.694,1.587, 16,01,05
3654,2017-05-01,MER,0.5,2.0,12.0,14.0,50.0,29.0,253.0,2.0,282.0,19.0,25.9,7.1,168.0,584.0,1.703,0.71, 17,01,05
3661,2017-05-01,TLA,0.2,0.0,12.0,12.0,72.0,29.0,57.0,2.0,86.0,17.0,25.4,5.1,159.0,581.0,1.2930000000000001,0.621, 17,01,05
3685,2017-05-01,MER,0.6,4.0,24.0,29.0,50.0,28.0,46.0,2.0,74.0,20.0,24.6,4.9,201.0,584.0,0.509,0.138, 18,01,05
3692,2017-05-01,TLA,0.3,1.0,17.0,18.0,69.0,33.0,65.0,2.0,99.0,19.0,24.0,3.7,197.0,581.0,0.387,0.087, 18,01,05
3714,2017-05-01,MER,0.6,3.0,21.0,25.0,58.0,38.0,92.0,6.0,129.0,23.0,23.7,5.9,254.0,584.0,0.10400000000000001,0.0, 19,01,05
3721,2017-05-01,TLA,0.3,0.0,17.0,18.0,69.0,39.0,85.0,6.0,124.0,20.0,23.4,3.3,233.0,581.0,0.10400000000000001,0.0, 19,01,05
3744,2017-05-01,MER,0.5,1.0,16.0,17.0,51.0,29.0,59.0,4.0,88.0,28.0,22.5,4.9,300.0,585.0,0.005,0.0, 20,01,05
3752,2017-05-01,TLA,0.3,3.0,20.0,23.0,52.0,33.0,75.0,5.0,108.0,30.0,21.3,4.2,350.0,582.0,0.013000000000000001,0.0, 20,01,05
3775,2017-05-01,MER,0.6,2.0,23.0,24.0,37.0,26.0,31.0,2.0,56.0,34.0,21.2,2.5,355.0,586.0,0.0,0.0, 21,01,05
3783,2017-05-01,TLA,0.4,6.0,36.0,41.0,37.0,27.0,40.0,6.0,67.0,33.0,20.1,1.9,340.0,583.0,0.0,0.0, 21,01,05
3806,2017-05-01,MER,0.8,1.0,39.0,40.0,23.0,32.0,30.0,2.0,62.0,34.0,21.3,1.4,157.0,586.0,0.0,0.0, 22,01,05
3814,2017-05-01,TLA,0.4,2.0,39.0,41.0,30.0,35.0,30.0,4.0,65.0,33.0,20.4,2.0,254.0,583.0,0.0,0.0, 22,01,05
3837,2017-05-01,MER,0.9,1.0,51.0,52.0,15.0,23.0,31.0,2.0,54.0,35.0,21.0,1.5,148.0,586.0,0.0,0.0, 23,01,05
3845,2017-05-01,TLA,0.4,0.0,24.0,24.0,38.0,32.0,28.0,3.0,59.0,32.0,20.0,1.7,189.0,583.0,0.0,0.0, 23,01,05
3868,2017-05-01,MER,0.8,1.0,43.0,43.0,19.0,40.0,33.0,2.0,73.0,36.0,20.2,0.9,155.0,586.0,0.0,0.0, 00,01,05
3876,2017-05-01,TLA,0.4,1.0,29.0,30.0,28.0,40.0,23.0,3.0,63.0,34.0,18.7,1.3,159.0,583.0,0.0,0.0, 00,01,05
3908,2017-06-01,TLA,0.3,1.0,12.0,12.0,13.0,16.0,13.0,2.0,29.0,72.0,15.9,2.8,342.0,583.0,0.0,0.0, 01,01,06
3940,2017-06-01,TLA,0.2,2.0,17.0,20.0,10.0,11.0,11.0,2.0,22.0,71.0,15.7,2.6,331.0,582.0,0.0,0.0, 02,01,06
3972,2017-06-01,TLA,0.2,1.0,19.0,21.0,11.0,3.0,9.0,2.0,12.0,69.0,15.6,2.7,327.0,582.0,0.0,0.0, 03,01,06
4004,2017-06-01,TLA,0.2,2.0,16.0,18.0,12.0,7.0,7.0,3.0,14.0,70.0,15.6,2.2,326.0,582.0,0.0,0.0, 04,01,06
4036,2017-06-01,TLA,0.3,4.0,17.0,21.0,10.0,12.0,6.0,12.0,18.0,70.0,15.5,2.6,316.0,582.0,0.0,0.0, 05,01,06
4068,2017-06-01,TLA,0.6,25.0,28.0,53.0,2.0,19.0,20.0,9.0,39.0,73.0,15.1,3.0,350.0,582.0,0.0,0.0, 06,01,06
4100,2017-06-01,TLA,0.7,38.0,28.0,66.0,2.0,19.0,33.0,7.0,52.0,74.0,14.9,2.9,348.0,582.0,0.121,0.027000000000000003, 07,01,06
4132,2017-06-01,TLA,0.9,46.0,27.0,73.0,5.0,28.0,37.0,17.0,64.0,71.0,15.2,2.5,336.0,582.0,0.628,0.23, 08,01,06
4164,2017-06-01,TLA,0.9,32.0,29.0,61.0,12.0,33.0,28.0,42.0,61.0,64.0,16.6,2.1,313.0,582.0,1.652,0.8690000000000001, 09,01,06
4197,2017-06-01,TLA,0.8,32.0,24.0,57.0,17.0,29.0,28.0,29.0,57.0,55.0,18.5,1.9,346.0,582.0,3.043,2.151, 10,01,06
4229,2017-06-01,TLA,0.7,24.0,26.0,50.0,22.0,29.0,26.0,24.0,55.0,51.0,19.6,1.4,303.0,582.0,2.3930000000000002,1.974, 11,01,06
4261,2017-06-01,TLA,0.6,14.0,17.0,31.0,36.0,18.0,22.0,9.0,39.0,46.0,20.9,1.2,354.0,582.0,3.242,2.9610000000000003, 12,01,06
4293,2017-06-01,TLA,0.4,11.0,17.0,27.0,39.0,22.0,16.0,3.0,38.0,43.0,21.4,2.1,300.0,582.0,3.738,3.616, 13,01,06
4325,2017-06-01,TLA,0.6,12.0,27.0,39.0,37.0,13.0,26.0,3.0,39.0,46.0,21.3,2.0,55.0,581.0,1.234,1.155, 14,01,06
4358,2017-06-01,TLA,0.8,19.0,31.0,50.0,29.0,20.0,25.0,4.0,45.0,48.0,21.1,2.6,79.0,580.0,1.3319999999999999,1.126, 15,01,06
4391,2017-06-01,TLA,0.6,20.0,31.0,51.0,31.0,21.0,28.0,6.0,48.0,45.0,22.0,2.8,15.0,580.0,1.724,1.2790000000000001, 16,01,06
4423,2017-06-01,TLA,0.6,14.0,26.0,40.0,19.0,13.0,38.0,3.0,51.0,60.0,19.1,6.0,347.0,580.0,0.644,0.36700000000000005, 17,01,06
4455,2017-06-01,TLA,0.7,14.0,28.0,43.0,12.0,16.0,19.0,3.0,35.0,75.0,16.8,3.5,343.0,581.0,0.19399999999999998,0.079, 18,01,06
