,fecha,id_station,CO,NO,NO2,NOX,O3,PM2.5,PMCO,SO2,PM10,RH,TMP,WSP,WDR,PA,UVA,UVB,hora,dia,mes
17026,2019-03-08,MER,0.2,10.0,33.0,43.0,61.0,25.0,30.0,3.0,55.0,22.0,25.0,1.9,19.0,585.7,0.0,0.0, 13,08,03
17036,2019-03-08,TLA,0.3,6.0,19.0,25.0,57.0,21.0,20.0,3.0,41.0,19.0,24.8,2.3,26.0,583.0,0.0,0.0, 13,08,03
17056,2019-03-08,MER,0.0,6.0,17.0,23.0,67.0,25.0,17.0,3.0,42.0,18.0,26.0,2.2,48.0,585.0,0.0,0.0, 14,08,03
17066,2019-03-08,TLA,0.3,8.0,17.0,24.0,59.0,26.0,18.0,4.0,44.0,15.0,25.9,2.5,37.0,582.0,0.0,0.0, 14,08,03
17086,2019-03-08,MER,0.1,2.0,17.0,18.0,86.0,14.0,19.0,3.0,33.0,17.0,26.5,2.5,92.0,584.2,0.0,0.0, 15,08,03
17096,2019-03-08,TLA,0.3,4.0,16.0,20.0,66.0,19.0,20.0,4.0,38.0,14.0,26.3,3.1,34.0,582.0,0.0,0.0, 15,08,03
17116,2019-03-08,MER,0.1,2.0,18.0,20.0,80.0,24.0,22.0,2.0,46.0,18.0,26.1,1.8,120.0,583.6,0.0,0.0, 16,08,03
17126,2019-03-08,TLA,0.3,5.0,20.0,25.0,83.0,24.0,15.0,3.0,39.0,15.0,26.7,2.1,6.0,581.0,0.0,0.0, 16,08,03
17146,2019-03-08,MER,0.0,1.0,16.0,17.0,68.0,23.0,27.0,4.0,51.0,18.0,26.2,2.1,101.0,583.2,0.0,0.0, 17,08,03
17156,2019-03-08,TLA,0.3,1.0,22.0,22.0,97.0,19.0,17.0,3.0,36.0,16.0,26.5,2.1,334.0,581.0,0.0,0.0, 17,08,03
17176,2019-03-08,MER,0.1,4.0,22.0,26.0,66.0,19.0,28.0,3.0,46.0,18.0,26.5,2.0,149.0,583.1,0.0,0.0, 18,08,03
17186,2019-03-08,TLA,0.4,1.0,22.0,24.0,77.0,24.0,21.0,2.0,45.0,19.0,26.0,1.8,340.0,580.0,0.0,0.0, 18,08,03
17206,2019-03-08,MER,0.2,2.0,27.0,28.0,46.0,28.0,26.0,2.0,55.0,23.0,25.2,3.0,164.0,583.3,0.0,0.0, 19,08,03
17216,2019-03-08,TLA,0.4,2.0,30.0,32.0,50.0,19.0,30.0,2.0,49.0,21.0,25.1,3.0,321.0,581.0,0.0,0.0, 19,08,03
17236,2019-03-08,MER,0.4,3.0,38.0,41.0,27.0,14.0,28.0,2.0,42.0,27.0,23.5,2.8,168.0,583.7,0.0,0.0, 20,08,03
17246,2019-03-08,TLA,0.4,5.0,31.0,36.0,28.0,21.0,31.0,2.0,52.0,24.0,23.7,2.5,318.0,581.0,0.0,0.0, 20,08,03
17266,2019-03-08,MER,0.5,2.0,43.0,46.0,20.0,21.0,29.0,2.0,50.0,29.0,22.4,1.6,140.0,584.3,0.0,0.0, 21,08,03
17276,2019-03-08,TLA,0.4,6.0,29.0,35.0,27.0,8.0,30.0,1.0,39.0,26.0,22.8,4.0,321.0,582.0,0.0,0.0, 21,08,03
17296,2019-03-08,MER,0.5,6.0,49.0,54.0,12.0,17.0,31.0,2.0,48.0,30.0,21.8,2.2,170.0,584.8,0.0,0.0, 22,08,03
17306,2019-03-08,TLA,0.4,9.0,43.0,52.0,11.0,27.0,31.0,3.0,57.0,21.0,21.9,4.1,328.0,582.0,0.0,0.0, 22,08,03
17326,2019-03-08,MER,0.4,13.0,36.0,48.0,17.0,15.0,30.0,3.0,45.0,32.0,21.9,2.8,248.0,584.9,0.0,0.0, 23,08,03
17336,2019-03-08,TLA,0.4,5.0,31.0,36.0,22.0,15.0,51.0,5.0,66.0,31.0,20.9,3.6,316.0,582.0,0.0,0.0, 23,08,03
17356,2019-03-08,MER,0.2,6.0,26.0,32.0,21.0,24.0,32.0,2.0,55.0,40.0,20.7,2.5,243.0,585.0,0.0,0.0, 00,08,03
17366,2019-03-08,TLA,0.3,4.0,27.0,31.0,24.0,5.0,29.0,10.0,34.0,35.0,20.1,2.8,323.0,582.0,0.0,0.0, 00,08,03
17387,2019-01-09,MER,0.4,8.0,39.0,46.0,3.0,25.0,33.0,56.0,57.0,35.0,12.2,2.8,306.0,588.5,0.0,0.0, 01,09,01
17417,2019-01-09,MER,0.3,6.0,36.0,42.0,4.0,23.0,24.0,53.0,47.0,44.0,11.1,2.5,312.0,588.4,0.0,0.0, 02,09,01
17447,2019-01-09,MER,0.3,11.0,39.0,50.0,1.0,26.0,19.0,22.0,45.0,51.0,10.1,1.7,330.0,588.4,0.0,0.0, 03,09,01
17477,2019-01-09,MER,0.4,21.0,38.0,59.0,0.0,21.0,27.0,17.0,48.0,56.0,9.1,1.5,26.0,588.4,0.0,0.0, 04,09,01
17507,2019-01-09,MER,0.5,29.0,36.0,65.0,1.0,26.0,31.0,30.0,58.0,66.0,7.8,1.2,112.0,588.5,0.0,0.0, 05,09,01
17537,2019-01-09,MER,0.5,37.0,34.0,71.0,1.0,22.0,33.0,23.0,54.0,72.0,7.2,1.1,107.0,588.7,0.0,0.0, 06,09,01
17567,2019-01-09,MER,0.9,80.0,38.0,118.0,1.0,21.0,22.0,17.0,43.0,76.0,6.3,0.8,101.0,589.0,0.0,0.0, 07,09,01
17597,2019-01-09,MER,1.4,99.0,42.0,141.0,1.0,39.0,35.0,25.0,74.0,79.0,6.1,1.4,100.0,589.3,0.0,0.0, 08,09,01
17627,2019-01-09,MER,1.0,86.0,42.0,127.0,4.0,52.0,40.0,35.0,92.0,79.0,6.2,1.9,90.0,589.9,0.0,0.0, 09,09,01
17657,2019-01-09,MER,1.0,81.0,46.0,127.0,8.0,53.0,44.0,32.0,97.0,71.0,8.1,1.6,88.0,590.5,0.0,0.0, 10,09,01
17687,2019-01-09,MER,0.8,48.0,42.0,89.0,18.0,48.0,46.0,35.0,93.0,57.0,10.7,2.0,286.0,590.4,0.0,0.0, 11,09,01
17715,2019-01-09,MER,0.9,39.0,51.0,90.0,27.0,41.0,39.0,32.0,80.0,50.0,12.5,2.2,294.0,590.0,0.0,0.0, 12,09,01
17743,2019-01-09,MER,0.6,18.0,44.0,62.0,47.0,56.0,43.0,17.0,99.0,43.0,14.1,1.8,39.0,589.3,0.0,0.0, 13,09,01
17771,2019-01-09,MER,0.4,9.0,32.0,41.0,60.0,54.0,43.0,6.0,97.0,37.0,16.0,1.8,3.0,588.3,0.0,0.0, 14,09,01
17800,2019-01-09,MER,0.4,9.0,31.0,39.0,68.0,27.0,39.0,5.0,66.0,34.0,17.8,1.9,273.0,587.5,0.0,0.0, 15,09,01
17830,2019-01-09,MER,0.3,3.0,22.0,25.0,73.0,34.0,28.0,2.0,61.0,32.0,18.8,1.6,26.0,587.0,0.0,0.0, 16,09,01
17860,2019-01-09,MER,0.2,3.0,23.0,26.0,74.0,21.0,22.0,2.0,43.0,30.0,19.4,1.3,143.0,587.0,0.0,0.0, 17,09,01
17890,2019-01-09,MER,0.3,3.0,31.0,34.0,64.0,26.0,24.0,2.0,50.0,30.0,19.4,1.2,117.0,587.1,0.0,0.0, 18,09,01
17920,2019-01-09,MER,0.6,10.0,48.0,58.0,37.0,19.0,28.0,3.0,47.0,35.0,18.4,1.7,351.0,587.2,0.0,0.0, 19,09,01
17950,2019-01-09,MER,0.4,12.0,31.0,43.0,17.0,39.0,55.0,3.0,94.0,53.0,15.4,3.7,355.0,587.8,0.0,0.0, 20,09,01
17980,2019-01-09,MER,0.2,7.0,25.0,33.0,15.0,25.0,63.0,3.0,88.0,60.0,13.4,2.9,323.0,588.5,0.0,0.0, 21,09,01
18010,2019-01-09,MER,0.2,5.0,23.0,28.0,15.0,15.0,46.0,3.0,61.0,66.0,11.8,4.0,292.0,589.1,0.0,0.0, 22,09,01
18040,2019-01-09,MER,0.2,3.0,22.0,25.0,16.0,15.0,34.0,2.0,49.0,69.0,10.9,3.6,304.0,589.3,0.0,0.0, 23,09,01
18070,2019-01-09,MER,0.2,3.0,20.0,24.0,16.0,16.0,22.0,2.0,38.0,72.0,10.4,3.4,307.0,589.3,0.0,0.0, 00,09,01
18109,2019-02-09,TLA,0.1,13.0,24.0,37.0,3.0,20.0,26.0,23.0,46.0,72.0,10.9,3.7,325.0,585.0,0.0,0.0, 01,09,02
18139,2019-02-09,TLA,0.1,4.0,23.0,27.0,3.0,22.0,21.0,29.0,43.0,72.0,10.5,2.8,322.0,585.0,0.0,0.0, 02,09,02
18169,2019-02-09,TLA,0.0,8.0,25.0,34.0,2.0,16.0,8.0,27.0,25.0,73.0,10.3,2.2,329.0,585.0,0.0,0.0, 03,09,02
18199,2019-02-09,TLA,0.0,18.0,27.0,46.0,1.0,18.0,12.0,30.0,29.0,75.0,9.8,2.4,342.0,584.0,0.0,0.0, 04,09,02
18229,2019-02-09,TLA,0.1,30.0,27.0,56.0,1.0,29.0,18.0,28.0,47.0,78.0,9.3,2.5,331.0,584.0,0.0,0.0, 05,09,02
18259,2019-02-09,TLA,0.2,50.0,27.0,77.0,1.0,36.0,27.0,25.0,62.0,78.0,9.2,2.1,326.0,584.0,0.0,0.0, 06,09,02
18289,2019-02-09,TLA,0.2,45.0,29.0,74.0,1.0,31.0,20.0,26.0,50.0,76.0,9.2,2.4,326.0,584.0,0.0,0.0, 07,09,02
18318,2019-02-09,TLA,0.7,101.0,29.0,130.0,1.0,31.0,16.0,38.0,47.0,77.0,9.0,2.1,330.0,584.0,0.0,0.0, 08,09,02
18347,2019-02-09,TLA,0.8,105.0,33.0,138.0,2.0,49.0,36.0,25.0,85.0,76.0,9.2,2.7,333.0,585.0,0.0,0.0, 09,09,02
18376,2019-02-09,TLA,0.7,69.0,31.0,100.0,7.0,52.0,43.0,14.0,95.0,70.0,10.4,2.8,332.0,585.0,0.0,0.0, 10,09,02
18406,2019-02-09,TLA,0.3,25.0,24.0,49.0,18.0,53.0,44.0,7.0,97.0,56.0,12.4,1.9,344.0,586.0,0.0,0.0, 11,09,02
18436,2019-02-09,TLA,0.2,20.0,18.0,38.0,28.0,32.0,25.0,7.0,57.0,47.0,14.4,2.1,335.0,585.0,0.0,0.0, 12,09,02
18466,2019-02-09,TLA,0.1,9.0,18.0,27.0,40.0,24.0,23.0,4.0,48.0,40.0,16.3,2.1,326.0,585.0,0.0,0.0, 13,09,02
18496,2019-02-09,TLA,0.3,14.0,29.0,43.0,42.0,23.0,22.0,6.0,45.0,35.0,18.1,1.5,3.0,584.0,0.0,0.0, 14,09,02
18526,2019-02-09,TLA,0.3,5.0,24.0,29.0,64.0,30.0,26.0,4.0,55.0,34.0,19.1,2.1,31.0,583.0,0.0,0.0, 15,09,02
18556,2019-02-09,TLA,0.4,4.0,26.0,29.0,83.0,40.0,27.0,3.0,67.0,31.0,20.0,1.9,27.0,583.0,0.0,0.0, 16,09,02
18586,2019-02-09,TLA,0.5,2.0,26.0,28.0,90.0,44.0,31.0,3.0,75.0,29.0,21.0,1.3,0.0,583.0,0.0,0.0, 17,09,02
18616,2019-02-09,TLA,0.4,5.0,34.0,39.0,48.0,44.0,36.0,35.0,80.0,37.0,19.3,3.8,348.0,583.0,0.0,0.0, 18,09,02
18646,2019-02-09,TLA,0.2,7.0,26.0,33.0,23.0,35.0,50.0,17.0,85.0,49.0,16.4,4.8,347.0,583.0,0.0,0.0, 19,09,02
18676,2019-02-09,TLA,0.1,3.0,25.0,28.0,18.0,20.0,61.0,13.0,82.0,53.0,15.2,4.3,344.0,584.0,0.0,0.0, 20,09,02
18706,2019-02-09,TLA,0.3,6.0,30.0,36.0,10.0,18.0,46.0,3.0,65.0,54.0,14.7,3.6,325.0,584.0,0.0,0.0, 21,09,02
18736,2019-02-09,TLA,0.4,11.0,33.0,43.0,4.0,15.0,35.0,3.0,49.0,57.0,14.0,3.8,321.0,585.0,0.0,0.0, 22,09,02
18766,2019-02-09,TLA,0.2,6.0,24.0,30.0,10.0,20.0,32.0,25.0,53.0,60.0,13.1,3.3,319.0,585.0,0.0,0.0, 23,09,02
18795,2019-02-09,TLA,0.2,7.0,27.0,34.0,6.0,20.0,20.0,37.0,40.0,61.0,12.4,2.4,325.0,584.0,0.0,0.0, 00,09,02
18816,2019-03-09,MER,0.1,5.0,24.0,29.0,23.0,22.0,18.0,2.0,40.0,41.0,20.3,2.0,268.0,585.0,0.0,0.0, 01,09,03
18826,2019-03-09,TLA,0.2,1.0,21.0,22.0,24.0,16.0,18.0,2.0,35.0,39.0,19.6,1.9,323.0,582.0,0.0,0.0, 01,09,03
18846,2019-03-09,MER,0.1,2.0,27.0,29.0,18.0,16.0,19.0,2.0,35.0,44.0,19.5,0.8,209.0,584.8,0.0,0.0, 02,09,03
18856,2019-03-09,TLA,0.3,2.0,29.0,32.0,14.0,23.0,17.0,2.0,41.0,41.0,19.0,1.0,324.0,582.0,0.0,0.0, 02,09,03
18876,2019-03-09,MER,0.4,13.0,41.0,54.0,4.0,16.0,15.0,2.0,31.0,43.0,18.4,1.2,184.0,584.5,0.0,0.0, 03,09,03
18886,2019-03-09,TLA,0.4,3.0,32.0,35.0,11.0,17.0,17.0,2.0,33.0,42.0,18.1,0.7,10.0,582.0,0.0,0.0, 03,09,03
18907,2019-03-09,MER,0.3,9.0,35.0,45.0,7.0,31.0,16.0,2.0,47.0,40.0,17.6,1.4,188.0,584.4,0.0,0.0, 04,09,03
18917,2019-03-09,TLA,0.6,31.0,45.0,76.0,1.0,24.0,16.0,3.0,40.0,33.0,17.9,1.4,25.0,582.0,0.0,0.0, 04,09,03
18938,2019-03-09,MER,0.2,3.0,29.0,32.0,11.0,26.0,24.0,2.0,50.0,40.0,17.1,1.2,177.0,584.4,0.0,0.0, 05,09,03
18947,2019-03-09,TLA,0.6,32.0,44.0,76.0,1.0,28.0,36.0,3.0,64.0,39.0,17.2,1.0,354.0,582.0,0.0,0.0, 05,09,03
18968,2019-03-09,MER,0.6,43.0,39.0,82.0,1.0,18.0,21.0,3.0,39.0,44.0,16.5,0.5,233.0,584.5,0.0,0.0, 06,09,03
18978,2019-03-09,TLA,0.5,28.0,36.0,64.0,1.0,25.0,34.0,2.0,59.0,50.0,15.6,1.6,317.0,582.0,0.0,0.0, 06,09,03
18999,2019-03-09,MER,0.9,72.0,40.0,112.0,0.0,23.0,25.0,3.0,48.0,46.0,16.1,1.1,189.0,584.8,0.0,0.0, 07,09,03
19009,2019-03-09,TLA,0.7,46.0,37.0,84.0,1.0,48.0,34.0,2.0,82.0,52.0,14.9,2.1,317.0,582.0,0.0,0.0, 07,09,03
19030,2019-03-09,MER,1.2,130.0,56.0,185.0,1.0,25.0,31.0,6.0,56.0,47.0,15.9,1.1,120.0,585.4,0.0,0.0, 08,09,03
19040,2019-03-09,TLA,1.2,122.0,41.0,164.0,1.0,27.0,29.0,5.0,56.0,46.0,15.3,1.9,319.0,582.0,0.0,0.0, 08,09,03
19061,2019-03-09,MER,1.3,138.0,57.0,195.0,4.0,33.0,42.0,7.0,75.0,41.0,17.5,0.8,44.0,585.9,0.0,0.0, 09,09,03
19071,2019-03-09,TLA,1.5,149.0,57.0,205.0,4.0,32.0,50.0,13.0,82.0,35.0,18.1,1.1,327.0,583.0,0.0,0.0, 09,09,03
19092,2019-03-09,MER,0.9,57.0,61.0,119.0,19.0,45.0,62.0,5.0,107.0,37.0,19.6,1.1,1.0,586.1,0.0,0.0, 10,09,03
19102,2019-03-09,TLA,1.1,72.0,57.0,129.0,12.0,29.0,76.0,12.0,105.0,30.0,20.4,1.2,335.0,583.0,0.0,0.0, 10,09,03
19123,2019-03-09,MER,0.3,16.0,36.0,52.0,45.0,50.0,40.0,3.0,90.0,33.0,21.5,1.4,113.0,586.0,0.0,0.0, 11,09,03
19133,2019-03-09,TLA,0.7,27.0,43.0,70.0,31.0,47.0,62.0,6.0,109.0,28.0,22.4,1.3,21.0,583.0,0.0,0.0, 11,09,03
19154,2019-03-09,MER,0.2,9.0,29.0,38.0,63.0,22.0,28.0,3.0,50.0,30.0,23.2,1.8,341.0,585.5,0.0,0.0, 12,09,03
19164,2019-03-09,TLA,0.4,14.0,32.0,45.0,47.0,39.0,38.0,5.0,77.0,26.0,23.3,1.8,19.0,583.0,0.0,0.0, 12,09,03
19185,2019-03-09,MER,0.1,5.0,20.0,25.0,71.0,36.0,21.0,3.0,56.0,24.0,24.8,1.9,22.0,584.9,0.0,0.0, 13,09,03
19195,2019-03-09,TLA,0.2,3.0,13.0,16.0,64.0,26.0,28.0,2.0,54.0,22.0,24.5,2.1,11.0,582.0,0.0,0.0, 13,09,03
19216,2019-03-09,MER,0.1,5.0,20.0,25.0,83.0,23.0,19.0,2.0,43.0,21.0,26.1,2.1,216.0,584.2,0.0,0.0, 14,09,03
19226,2019-03-09,TLA,0.4,6.0,25.0,31.0,77.0,25.0,21.0,3.0,45.0,21.0,25.2,2.6,30.0,582.0,0.0,0.0, 14,09,03
19247,2019-03-09,MER,0.1,3.0,21.0,24.0,98.0,22.0,19.0,2.0,41.0,20.0,26.2,2.1,240.0,583.6,0.0,0.0, 15,09,03
19257,2019-03-09,TLA,0.3,3.0,18.0,20.0,90.0,15.0,23.0,2.0,38.0,20.0,26.4,2.1,0.0,581.0,0.0,0.0, 15,09,03
19278,2019-03-09,MER,0.1,0.0,17.0,17.0,115.0,27.0,16.0,3.0,42.0,20.0,26.4,2.1,103.0,583.0,0.0,0.0, 16,09,03
19288,2019-03-09,TLA,0.2,1.0,15.0,16.0,98.0,24.0,33.0,1.0,57.0,19.0,26.8,2.5,337.0,580.0,0.0,0.0, 16,09,03
19309,2019-03-09,MER,0.1,0.0,20.0,20.0,118.0,33.0,20.0,3.0,52.0,20.0,26.6,2.1,73.0,582.7,0.0,0.0, 17,09,03
19319,2019-03-09,TLA,0.3,1.0,16.0,17.0,98.0,31.0,22.0,2.0,54.0,19.0,27.0,2.7,323.0,580.0,0.0,0.0, 17,09,03
19340,2019-03-09,MER,0.1,0.0,26.0,27.0,116.0,35.0,22.0,3.0,58.0,20.0,26.6,2.0,75.0,582.7,0.0,0.0, 18,09,03
19350,2019-03-09,TLA,0.5,1.0,24.0,25.0,91.0,27.0,25.0,2.0,52.0,20.0,26.3,2.0,333.0,580.0,0.0,0.0, 18,09,03
19371,2019-03-09,MER,0.2,1.0,22.0,22.0,70.0,31.0,23.0,2.0,54.0,29.0,25.3,3.0,163.0,583.1,0.0,0.0, 19,09,03
19381,2019-03-09,TLA,0.6,2.0,36.0,38.0,79.0,35.0,25.0,3.0,59.0,22.0,25.6,1.5,329.0,580.0,0.0,0.0, 19,09,03
19402,2019-03-09,MER,0.3,1.0,30.0,31.0,42.0,32.0,29.0,2.0,61.0,32.0,23.9,2.3,169.0,583.6,0.0,0.0, 20,09,03
19412,2019-03-09,TLA,0.3,1.0,25.0,26.0,41.0,32.0,36.0,1.0,68.0,28.0,24.0,2.2,329.0,581.0,0.0,0.0, 20,09,03
19433,2019-03-09,MER,0.4,0.0,35.0,36.0,33.0,25.0,30.0,2.0,56.0,33.0,23.0,1.7,150.0,584.2,0.0,0.0, 21,09,03
19443,2019-03-09,TLA,0.5,5.0,31.0,36.0,27.0,27.0,31.0,1.0,58.0,30.0,22.6,0.9,347.0,582.0,0.0,0.0, 21,09,03
19464,2019-03-09,MER,0.3,1.0,40.0,40.0,31.0,32.0,31.0,2.0,63.0,31.0,22.2,1.3,127.0,584.8,0.0,0.0, 22,09,03
19474,2019-03-09,TLA,0.6,8.0,33.0,41.0,23.0,7.0,29.0,2.0,36.0,32.0,21.9,2.4,335.0,582.0,0.0,0.0, 22,09,03
19495,2019-03-09,MER,0.6,8.0,52.0,60.0,15.0,28.0,31.0,2.0,59.0,34.0,21.6,0.7,322.0,585.0,0.0,0.0, 23,09,03
19505,2019-03-09,TLA,0.4,6.0,36.0,43.0,15.0,24.0,34.0,4.0,58.0,35.0,20.5,3.4,322.0,582.0,0.0,0.0, 23,09,03
19526,2019-03-09,MER,0.4,6.0,41.0,48.0,15.0,33.0,26.0,3.0,59.0,37.0,20.9,1.9,327.0,585.3,0.0,0.0, 00,09,03
19536,2019-03-09,TLA,0.2,1.0,20.0,22.0,26.0,44.0,53.0,1.0,97.0,33.0,19.3,3.5,319.0,582.0,0.0,0.0, 00,09,03
19556,2019-01-10,MER,0.2,3.0,20.0,23.0,17.0,14.0,16.0,2.0,30.0,74.0,10.1,2.8,314.0,589.2,0.0,0.0, 01,10,01
19586,2019-01-10,MER,0.1,1.0,18.0,19.0,18.0,21.0,16.0,2.0,37.0,73.0,10.2,1.6,333.0,589.1,0.0,0.0, 02,10,01
19616,2019-01-10,MER,0.1,1.0,19.0,20.0,16.0,13.0,12.0,2.0,25.0,71.0,10.4,1.2,10.0,588.9,0.0,0.0, 03,10,01
19625,2019-01-10,TLA,0.1,0.0,16.0,16.0,18.0,14.0,20.0,6.0,33.0,69.0,9.5,2.5,345.0,586.0,0.0,0.0, 03,10,01
19646,2019-01-10,MER,0.1,1.0,22.0,23.0,13.0,11.0,12.0,2.0,23.0,71.0,10.5,1.1,351.0,588.7,0.0,0.0, 04,10,01
19655,2019-01-10,TLA,0.1,0.0,19.0,20.0,15.0,16.0,21.0,10.0,37.0,69.0,9.6,2.1,335.0,586.0,0.0,0.0, 04,10,01
19676,2019-01-10,MER,0.2,4.0,27.0,31.0,6.0,12.0,11.0,2.0,23.0,73.0,10.1,1.8,86.0,588.7,0.0,0.0, 05,10,01
19685,2019-01-10,TLA,0.1,2.0,19.0,21.0,15.0,13.0,15.0,8.0,28.0,68.0,9.7,2.1,334.0,585.0,0.0,0.0, 05,10,01
19706,2019-01-10,MER,0.3,11.0,31.0,42.0,4.0,21.0,20.0,2.0,40.0,75.0,9.6,1.8,76.0,588.7,0.0,0.0, 06,10,01
19715,2019-01-10,TLA,0.1,3.0,17.0,20.0,19.0,14.0,15.0,4.0,29.0,66.0,9.8,1.7,351.0,585.0,0.0,0.0, 06,10,01
19736,2019-01-10,MER,0.3,20.0,37.0,57.0,2.0,17.0,25.0,3.0,42.0,73.0,9.7,1.7,84.0,588.7,0.0,0.0, 07,10,01
19745,2019-01-10,TLA,0.4,16.0,27.0,43.0,16.0,12.0,24.0,3.0,36.0,64.0,10.0,1.3,354.0,585.0,0.0,0.0, 07,10,01
19765,2019-01-10,MER,0.4,15.0,38.0,53.0,3.0,16.0,19.0,3.0,35.0,71.0,10.1,1.4,92.0,588.9,0.0,0.0, 08,10,01
19774,2019-01-10,TLA,0.6,19.0,32.0,52.0,9.0,15.0,17.0,4.0,32.0,64.0,10.1,0.4,52.0,586.0,0.0,0.0, 08,10,01
19795,2019-01-10,MER,0.4,20.0,35.0,55.0,7.0,9.0,20.0,3.0,29.0,70.0,10.4,1.6,53.0,589.2,0.0,0.0, 09,10,01
19804,2019-01-10,TLA,0.7,32.0,34.0,67.0,5.0,11.0,27.0,3.0,37.0,63.0,10.5,1.3,126.0,586.0,0.0,0.0, 09,10,01
19825,2019-01-10,MER,0.3,23.0,31.0,54.0,12.0,13.0,27.0,3.0,40.0,68.0,11.1,1.6,70.0,589.4,0.0,0.0, 10,10,01
19834,2019-01-10,TLA,0.9,29.0,35.0,63.0,9.0,20.0,25.0,3.0,45.0,60.0,11.2,1.1,127.0,586.0,0.0,0.0, 10,10,01
19854,2019-01-10,MER,0.3,16.0,22.0,38.0,25.0,16.0,29.0,2.0,45.0,62.0,12.4,1.6,130.0,589.3,0.0,0.0, 11,10,01
19863,2019-01-10,TLA,0.7,33.0,34.0,68.0,16.0,26.0,25.0,3.0,51.0,55.0,12.5,1.1,147.0,586.0,0.0,0.0, 11,10,01
19882,2019-01-10,MER,0.4,17.0,28.0,45.0,34.0,21.0,28.0,2.0,49.0,56.0,14.1,1.5,63.0,588.7,0.0,0.0, 12,10,01
19891,2019-01-10,TLA,1.0,41.0,44.0,85.0,24.0,21.0,27.0,6.0,49.0,48.0,14.5,0.7,325.0,586.0,0.0,0.0, 12,10,01
19911,2019-01-10,MER,0.3,10.0,26.0,36.0,46.0,27.0,28.0,2.0,56.0,51.0,15.7,1.7,35.0,587.8,0.0,0.0, 13,10,01
19920,2019-01-10,TLA,0.9,28.0,48.0,76.0,36.0,44.0,32.0,4.0,76.0,44.0,16.1,0.5,344.0,585.0,0.0,0.0, 13,10,01
19941,2019-01-10,MER,0.4,8.0,27.0,35.0,59.0,38.0,29.0,3.0,68.0,45.0,17.3,1.6,54.0,586.9,0.0,0.0, 14,10,01
19950,2019-01-10,TLA,0.9,18.0,44.0,62.0,48.0,41.0,40.0,6.0,81.0,38.0,17.8,0.5,205.0,584.0,0.0,0.0, 14,10,01
19971,2019-01-10,MER,0.3,5.0,24.0,30.0,70.0,44.0,33.0,2.0,77.0,39.0,18.9,2.1,180.0,586.3,0.0,0.0, 15,10,01
19980,2019-01-10,TLA,0.5,7.0,34.0,41.0,62.0,48.0,34.0,3.0,83.0,34.0,19.2,1.1,186.0,583.0,0.0,0.0, 15,10,01
20001,2019-01-10,MER,0.3,3.0,24.0,27.0,77.0,37.0,27.0,2.0,64.0,35.0,19.9,1.7,113.0,585.9,0.0,0.0, 16,10,01
20010,2019-01-10,TLA,0.8,14.0,42.0,56.0,58.0,35.0,28.0,5.0,63.0,31.0,20.1,1.0,5.0,583.0,0.0,0.0, 16,10,01
20031,2019-01-10,MER,0.2,2.0,21.0,23.0,68.0,29.0,33.0,2.0,62.0,31.0,20.1,1.6,36.0,585.7,0.0,0.0, 17,10,01
20040,2019-01-10,TLA,0.8,10.0,42.0,52.0,56.0,40.0,29.0,5.0,69.0,29.0,20.2,0.4,354.0,583.0,0.0,0.0, 17,10,01
20061,2019-01-10,MER,0.3,2.0,25.0,27.0,57.0,25.0,24.0,2.0,50.0,38.0,19.6,3.0,119.0,585.8,0.0,0.0, 18,10,01
20070,2019-01-10,TLA,0.7,8.0,46.0,55.0,54.0,28.0,30.0,4.0,59.0,33.0,19.4,2.0,327.0,583.0,0.0,0.0, 18,10,01
20091,2019-01-10,MER,0.3,1.0,26.0,27.0,43.0,19.0,52.0,2.0,70.0,44.0,18.1,3.1,126.0,586.0,0.0,0.0, 19,10,01
20100,2019-01-10,TLA,1.0,20.0,60.0,81.0,36.0,31.0,45.0,3.0,77.0,36.0,18.4,1.5,25.0,583.0,0.0,0.0, 19,10,01
20121,2019-01-10,MER,0.4,1.0,33.0,34.0,36.0,30.0,40.0,2.0,70.0,47.0,16.9,2.2,141.0,586.3,0.0,0.0, 20,10,01
20130,2019-01-10,TLA,1.5,41.0,68.0,108.0,13.0,33.0,51.0,6.0,84.0,42.0,17.2,1.4,58.0,584.0,0.0,0.0, 20,10,01
20151,2019-01-10,MER,0.4,1.0,29.0,29.0,31.0,22.0,32.0,2.0,54.0,48.0,16.2,2.1,150.0,586.8,0.0,0.0, 21,10,01
20160,2019-01-10,TLA,1.0,12.0,60.0,71.0,14.0,28.0,43.0,49.0,71.0,44.0,16.2,2.0,334.0,584.0,0.0,0.0, 21,10,01
20181,2019-01-10,MER,0.5,1.0,37.0,38.0,18.0,16.0,27.0,2.0,44.0,48.0,15.9,1.6,112.0,587.1,0.0,0.0, 22,10,01
20190,2019-01-10,TLA,1.0,28.0,60.0,88.0,3.0,37.0,51.0,24.0,88.0,46.0,15.3,1.5,327.0,584.0,0.0,0.0, 22,10,01
20211,2019-01-10,MER,0.5,2.0,41.0,43.0,13.0,19.0,30.0,2.0,49.0,53.0,15.2,0.9,140.0,587.1,0.0,0.0, 23,10,01
20220,2019-01-10,TLA,1.0,29.0,58.0,88.0,2.0,30.0,46.0,13.0,76.0,50.0,14.4,1.3,268.0,584.0,0.0,0.0, 23,10,01
