,fecha,id_station,CO,NO,NO2,NOX,O3,PM2.5,PMCO,SO2,PM10,RH,TMP,WSP,WDR,PA,UVA,UVB,hora,dia,mes
734,2019-01-01,MER,0.5,23.0,44.0,67.0,7.0,37.0,37.0,34.0,74.0,57.0,14.2,1.6,306.0,584.7,0.0,0.0, 00,01,01
743,2019-01-01,TLA,0.3,1.0,22.0,24.0,19.0,27.0,18.0,44.0,46.0,59.0,12.9,2.5,322.0,582.0,0.0,0.0, 00,01,01
773,2019-02-01,TLA,0.7,28.0,36.0,64.0,2.0,15.0,37.0,2.0,52.0,37.0,11.9,1.5,263.0,583.0,0.0,0.0, 01,01,02
802,2019-02-01,TLA,0.6,22.0,35.0,57.0,1.0,21.0,30.0,2.0,51.0,39.0,10.8,1.3,260.0,582.0,0.0,0.0, 02,01,02
832,2019-02-01,TLA,0.6,23.0,34.0,57.0,1.0,22.0,31.0,1.0,52.0,41.0,10.1,1.1,248.0,582.0,0.0,0.0, 03,01,02
862,2019-02-01,TLA,0.4,7.0,31.0,38.0,2.0,18.0,25.0,1.0,43.0,44.0,9.4,0.9,251.0,582.0,0.0,0.0, 04,01,02
892,2019-02-01,TLA,0.4,26.0,33.0,59.0,1.0,13.0,15.0,1.0,28.0,46.0,8.6,0.4,256.0,582.0,0.0,0.0, 05,01,02
922,2019-02-01,TLA,0.6,57.0,36.0,93.0,1.0,19.0,24.0,2.0,43.0,45.0,8.5,0.4,184.0,582.0,0.0,0.0, 06,01,02
952,2019-02-01,TLA,0.9,85.0,34.0,119.0,0.0,20.0,28.0,3.0,48.0,46.0,7.7,1.3,261.0,582.0,0.0,0.0, 07,01,02
982,2019-02-01,TLA,1.5,127.0,37.0,163.0,1.0,12.0,29.0,4.0,41.0,46.0,7.7,1.0,269.0,583.0,0.0,0.0, 08,01,02
1011,2019-02-01,TLA,3.0,265.0,49.0,314.0,2.0,18.0,45.0,10.0,63.0,42.0,10.3,0.7,302.0,583.0,0.0,0.0, 09,01,02
1040,2019-02-01,TLA,2.1,143.0,73.0,216.0,6.0,40.0,93.0,12.0,133.0,35.0,13.4,0.6,352.0,584.0,0.0,0.0, 10,01,02
1069,2019-02-01,TLA,1.5,66.0,68.0,134.0,19.0,67.0,98.0,6.0,166.0,31.0,15.6,1.0,36.0,584.0,0.0,0.0, 11,01,02
1099,2019-02-01,TLA,1.4,46.0,82.0,129.0,31.0,58.0,54.0,11.0,112.0,27.0,17.4,1.2,339.0,584.0,0.0,0.0, 12,01,02
1128,2019-02-01,TLA,0.8,20.0,47.0,67.0,45.0,69.0,83.0,5.0,152.0,19.0,19.1,1.2,360.0,583.0,0.0,0.0, 13,01,02
1157,2019-02-01,TLA,0.7,16.0,33.0,49.0,58.0,45.0,49.0,3.0,94.0,16.0,20.5,1.3,3.0,583.0,0.0,0.0, 14,01,02
1187,2019-02-01,TLA,0.5,10.0,33.0,44.0,66.0,31.0,31.0,3.0,63.0,15.0,21.3,0.9,308.0,582.0,0.0,0.0, 15,01,02
1217,2019-02-01,TLA,0.4,8.0,33.0,40.0,69.0,28.0,31.0,2.0,59.0,14.0,22.2,1.7,312.0,582.0,0.0,0.0, 16,01,02
1247,2019-02-01,TLA,0.4,9.0,31.0,39.0,72.0,30.0,24.0,2.0,54.0,15.0,22.5,0.8,324.0,581.0,0.0,0.0, 17,01,02
1277,2019-02-01,TLA,0.3,3.0,21.0,23.0,70.0,31.0,21.0,1.0,52.0,15.0,22.4,0.2,198.0,581.0,0.0,0.0, 18,01,02
1307,2019-02-01,TLA,2.0,6.0,45.0,52.0,37.0,15.0,20.0,2.0,35.0,19.0,20.7,2.6,109.0,582.0,0.0,0.0, 19,01,02
1337,2019-02-01,TLA,3.9,13.0,67.0,80.0,8.0,13.0,43.0,2.0,56.0,26.0,18.8,2.3,111.0,582.0,0.0,0.0, 20,01,02
1367,2019-02-01,TLA,1.6,46.0,65.0,111.0,3.0,28.0,49.0,3.0,77.0,30.0,17.8,1.5,48.0,583.0,0.0,0.0, 21,01,02
1397,2019-02-01,TLA,1.5,66.0,65.0,131.0,1.0,19.0,51.0,3.0,70.0,33.0,16.6,0.4,336.0,583.0,0.0,0.0, 22,01,02
1427,2019-02-01,TLA,0.8,25.0,43.0,68.0,2.0,23.0,45.0,4.0,68.0,33.0,15.4,2.5,318.0,583.0,0.0,0.0, 23,01,02
1457,2019-02-01,TLA,0.8,14.0,37.0,51.0,3.0,21.0,35.0,2.0,56.0,38.0,13.9,2.5,309.0,584.0,0.0,0.0, 00,01,02
1488,2019-03-01,TLA,0.5,9.0,45.0,54.0,5.0,32.0,55.0,2.0,87.0,39.0,17.5,1.5,317.0,582.0,0.0,0.0, 01,01,03
1519,2019-03-01,TLA,0.4,7.0,39.0,46.0,5.0,22.0,42.0,1.0,64.0,41.0,16.3,1.2,321.0,582.0,0.0,0.0, 02,01,03
1550,2019-03-01,TLA,0.4,12.0,39.0,51.0,3.0,10.0,34.0,2.0,44.0,42.0,15.4,1.4,317.0,582.0,0.0,0.0, 03,01,03
1581,2019-03-01,TLA,0.4,3.0,32.0,36.0,7.0,20.0,44.0,2.0,64.0,43.0,14.5,2.3,316.0,582.0,0.0,0.0, 04,01,03
1612,2019-03-01,TLA,0.2,1.0,25.0,27.0,14.0,7.0,18.0,1.0,24.0,43.0,13.8,1.7,318.0,582.0,0.0,0.0, 05,01,03
1643,2019-03-01,TLA,0.5,41.0,39.0,80.0,2.0,25.0,16.0,2.0,41.0,44.0,13.5,0.8,328.0,582.0,0.0,0.0, 06,01,03
1674,2019-03-01,TLA,0.9,98.0,45.0,143.0,1.0,30.0,17.0,4.0,48.0,46.0,12.7,1.5,318.0,582.0,0.0,0.0, 07,01,03
1705,2019-03-01,TLA,1.7,139.0,39.0,178.0,2.0,16.0,44.0,4.0,60.0,45.0,13.1,1.5,317.0,583.0,0.0,0.0, 08,01,03
1736,2019-03-01,TLA,1.8,149.0,56.0,206.0,4.0,23.0,39.0,7.0,63.0,37.0,16.3,1.1,324.0,584.0,0.0,0.0, 09,01,03
1766,2019-03-01,TLA,1.3,106.0,66.0,171.0,12.0,33.0,63.0,13.0,96.0,33.0,18.1,1.7,359.0,584.0,0.0,0.0, 10,01,03
1797,2019-03-01,TLA,0.4,22.0,29.0,52.0,35.0,58.0,72.0,6.0,130.0,28.0,20.1,2.0,359.0,584.0,0.0,0.0, 11,01,03
1952,2019-03-01,TLA,0.1,5.0,14.0,19.0,56.0,25.0,15.0,6.0,41.0,14.0,26.2,2.2,0.0,581.0,0.0,0.0, 16,01,03
1983,2019-03-01,TLA,0.2,12.0,21.0,33.0,58.0,12.0,24.0,8.0,36.0,14.0,26.7,2.2,358.0,581.0,0.0,0.0, 17,01,03
2014,2019-03-01,TLA,0.3,10.0,25.0,35.0,54.0,24.0,29.0,13.0,53.0,14.0,26.1,3.0,4.0,581.0,0.0,0.0, 18,01,03
2045,2019-03-01,TLA,0.4,12.0,38.0,50.0,36.0,25.0,27.0,12.0,52.0,15.0,25.0,2.9,349.0,581.0,0.0,0.0, 19,01,03
2076,2019-03-01,TLA,0.8,30.0,66.0,96.0,8.0,24.0,34.0,17.0,58.0,19.0,23.9,2.0,3.0,582.0,0.0,0.0, 20,01,03
2107,2019-03-01,TLA,0.8,34.0,53.0,86.0,14.0,25.0,48.0,7.0,73.0,32.0,22.2,3.7,41.0,583.0,0.0,0.0, 21,01,03
2138,2019-03-01,TLA,0.6,18.0,38.0,56.0,14.0,30.0,61.0,3.0,92.0,31.0,21.2,1.7,353.0,583.0,0.0,0.0, 22,01,03
2169,2019-03-01,TLA,0.6,34.0,38.0,71.0,1.0,12.0,41.0,2.0,52.0,32.0,20.0,2.7,323.0,584.0,0.0,0.0, 23,01,03
2220,2019-01-02,MER,0.5,11.0,39.0,50.0,6.0,34.0,23.0,46.0,57.0,64.0,13.5,0.8,205.0,584.7,0.0,0.0, 01,02,01
2229,2019-01-02,TLA,0.2,1.0,18.0,19.0,20.0,21.0,14.0,26.0,35.0,63.0,12.0,2.2,318.0,582.0,0.0,0.0, 01,02,01
2252,2019-01-02,MER,0.7,21.0,40.0,61.0,0.0,52.0,29.0,14.0,81.0,68.0,12.8,0.5,151.0,584.7,0.0,0.0, 02,02,01
2261,2019-01-02,TLA,0.2,1.0,22.0,22.0,14.0,26.0,10.0,30.0,36.0,65.0,11.4,1.8,307.0,582.0,0.0,0.0, 02,02,01
2284,2019-01-02,MER,0.5,27.0,36.0,62.0,1.0,61.0,31.0,22.0,92.0,75.0,11.8,1.3,62.0,584.9,0.0,0.0, 03,02,01
2293,2019-01-02,TLA,0.2,1.0,19.0,20.0,15.0,26.0,8.0,17.0,34.0,66.0,10.7,1.5,323.0,582.0,0.0,0.0, 03,02,01
2316,2019-01-02,MER,0.4,12.0,30.0,42.0,1.0,42.0,29.0,30.0,71.0,81.0,10.1,1.7,85.0,584.8,0.0,0.0, 04,02,01
2325,2019-01-02,TLA,0.2,6.0,30.0,36.0,4.0,28.0,13.0,20.0,41.0,73.0,10.0,2.0,321.0,582.0,0.0,0.0, 04,02,01
2348,2019-01-02,MER,0.3,9.0,26.0,36.0,0.0,36.0,19.0,19.0,55.0,88.0,8.5,1.8,101.0,585.0,0.0,0.0, 05,02,01
2357,2019-01-02,TLA,0.2,24.0,28.0,52.0,3.0,28.0,17.0,16.0,45.0,76.0,9.2,2.2,319.0,582.0,0.0,0.0, 05,02,01
2380,2019-01-02,MER,0.4,19.0,25.0,44.0,0.0,44.0,43.0,8.0,86.0,94.0,8.0,1.3,118.0,585.3,0.0,0.0, 06,02,01
2389,2019-01-02,TLA,0.4,58.0,31.0,89.0,1.0,27.0,17.0,22.0,45.0,81.0,8.6,1.4,303.0,582.0,0.0,0.0, 06,02,01
2412,2019-01-02,MER,0.4,30.0,27.0,57.0,0.0,33.0,70.0,6.0,103.0,95.0,8.0,1.3,84.0,585.7,0.0,0.001, 07,02,01
2421,2019-01-02,TLA,0.6,62.0,31.0,93.0,1.0,39.0,24.0,16.0,63.0,82.0,8.0,1.1,273.0,582.0,0.0,0.0, 07,02,01
2444,2019-01-02,MER,0.7,53.0,29.0,82.0,0.0,56.0,63.0,7.0,119.0,95.0,8.1,0.8,148.0,586.4,0.07200000000000001,0.0165, 08,02,01
2453,2019-01-02,TLA,0.9,74.0,33.0,106.0,1.0,31.0,34.0,9.0,65.0,78.0,7.7,1.3,262.0,583.0,0.0,0.0, 08,02,01
2476,2019-01-02,MER,0.9,66.0,34.0,100.0,1.0,60.0,80.0,12.0,140.0,90.0,9.0,1.1,32.0,586.5,0.363,0.1325, 09,02,01
2485,2019-01-02,TLA,1.3,102.0,35.0,138.0,3.0,27.0,27.0,13.0,54.0,78.0,8.8,0.9,261.0,583.0,0.0,0.0, 09,02,01
2508,2019-01-02,MER,0.9,57.0,39.0,96.0,7.0,90.0,71.0,16.0,162.0,83.0,10.1,1.3,80.0,586.3,1.399,0.7965, 10,02,01
2517,2019-01-02,TLA,1.4,121.0,47.0,169.0,6.0,54.0,44.0,18.0,98.0,70.0,11.0,0.7,338.0,583.0,0.0,0.0, 10,02,01
2540,2019-01-02,MER,0.8,43.0,44.0,88.0,19.0,112.0,60.0,13.0,172.0,71.0,12.1,1.7,62.0,586.4,2.4930000000000003,1.8425, 11,02,01
2549,2019-01-02,TLA,1.1,77.0,60.0,137.0,16.0,80.0,62.0,17.0,142.0,54.0,14.2,1.2,108.0,583.0,0.0,0.0, 11,02,01
2571,2019-01-02,MER,0.5,22.0,34.0,56.0,36.0,113.0,51.0,9.0,164.0,55.0,14.6,2.2,111.0,585.8,3.3089999999999997,2.8665, 12,02,01
2580,2019-01-02,TLA,0.7,23.0,40.0,63.0,34.0,80.0,43.0,9.0,123.0,43.0,16.0,2.1,130.0,583.0,0.0,0.0, 12,02,01
2601,2019-01-02,MER,0.3,8.0,28.0,37.0,51.0,71.0,35.0,6.0,106.0,40.0,17.2,1.9,84.0,584.9,3.0780000000000003,2.7855, 13,02,01
2610,2019-01-02,TLA,0.4,8.0,26.0,34.0,43.0,65.0,33.0,4.0,98.0,36.0,16.9,2.1,132.0,582.0,0.0,0.0, 13,02,01
2631,2019-01-02,MER,0.5,5.0,32.0,37.0,71.0,39.0,32.0,4.0,71.0,36.0,18.6,1.7,89.0,583.7,2.7769999999999997,2.4505, 14,02,01
2640,2019-01-02,TLA,0.5,8.0,27.0,35.0,50.0,33.0,28.0,4.0,61.0,30.0,18.6,1.5,129.0,581.0,0.0,0.0, 14,02,01
2662,2019-01-02,MER,0.6,7.0,40.0,47.0,74.0,50.0,32.0,4.0,82.0,29.0,20.7,1.8,196.0,583.0,2.11,1.7245, 15,02,01
2671,2019-01-02,TLA,0.4,7.0,31.0,38.0,61.0,26.0,25.0,4.0,52.0,26.0,20.0,1.0,120.0,580.0,0.0,0.0, 15,02,01
2694,2019-01-02,MER,0.5,4.0,36.0,40.0,66.0,46.0,41.0,3.0,88.0,25.0,20.7,2.3,159.0,582.6,1.306,0.9025, 16,02,01
2703,2019-01-02,TLA,0.7,4.0,38.0,42.0,71.0,34.0,28.0,3.0,62.0,25.0,20.3,1.7,130.0,580.0,0.0,0.0, 16,02,01
2726,2019-01-02,MER,0.1,2.0,22.0,24.0,50.0,40.0,50.0,2.0,90.0,19.0,20.8,3.0,128.0,582.6,1.082,0.4665, 17,02,01
2735,2019-01-02,TLA,0.6,5.0,41.0,46.0,60.0,40.0,30.0,3.0,70.0,22.0,20.3,1.7,158.0,580.0,0.0,0.0, 17,02,01
2758,2019-01-02,MER,0.3,3.0,28.0,31.0,37.0,18.0,30.0,2.0,49.0,23.0,19.5,3.3,111.0,583.0,0.447,0.0975, 18,02,01
2767,2019-01-02,TLA,1.3,11.0,48.0,59.0,34.0,36.0,35.0,2.0,71.0,20.0,19.8,1.7,109.0,580.0,0.0,0.0, 18,02,01
2790,2019-01-02,MER,0.4,3.0,40.0,43.0,23.0,20.0,43.0,2.0,63.0,27.0,18.3,2.6,111.0,583.5,0.0,0.0, 19,02,01
2799,2019-01-02,TLA,1.6,30.0,63.0,93.0,6.0,27.0,32.0,3.0,59.0,23.0,18.3,2.0,94.0,581.0,0.0,0.0, 19,02,01
2822,2019-01-02,MER,0.7,7.0,54.0,61.0,10.0,8.0,37.0,2.0,46.0,34.0,16.8,1.8,119.0,584.1,0.0,0.0, 20,02,01
2831,2019-01-02,TLA,2.0,15.0,61.0,76.0,6.0,27.0,38.0,2.0,65.0,28.0,16.8,2.4,108.0,581.0,0.0,0.0, 20,02,01
2854,2019-01-02,MER,0.8,25.0,57.0,82.0,3.0,25.0,39.0,2.0,64.0,32.0,15.6,1.4,159.0,584.5,0.0,0.0, 21,02,01
2863,2019-01-02,TLA,1.0,29.0,65.0,93.0,2.0,28.0,42.0,2.0,70.0,32.0,15.4,1.2,131.0,582.0,0.0,0.0, 21,02,01
2886,2019-01-02,MER,1.5,102.0,56.0,158.0,1.0,25.0,44.0,4.0,68.0,33.0,14.4,0.8,146.0,584.8,0.0,0.0, 22,02,01
2918,2019-01-02,MER,2.0,152.0,56.0,208.0,1.0,37.0,44.0,6.0,80.0,38.0,13.7,0.7,244.0,585.2,0.0,0.0, 23,02,01
2927,2019-01-02,TLA,0.8,30.0,48.0,79.0,2.0,27.0,43.0,2.0,69.0,36.0,11.6,1.6,254.0,582.0,0.0,0.0, 23,02,01
2950,2019-01-02,MER,1.4,82.0,50.0,131.0,0.0,34.0,38.0,4.0,72.0,38.0,13.0,1.6,201.0,585.2,0.0,0.0, 00,02,01
2959,2019-01-02,TLA,0.6,20.0,46.0,66.0,2.0,21.0,31.0,4.0,51.0,35.0,11.2,0.7,227.0,582.0,0.0,0.0, 00,02,01
2989,2019-02-02,TLA,0.3,5.0,26.0,31.0,6.0,17.0,36.0,3.0,53.0,40.0,12.9,1.6,313.0,583.0,0.0,0.0, 01,02,02
3020,2019-02-02,TLA,0.4,14.0,32.0,47.0,3.0,11.0,15.0,4.0,26.0,42.0,12.5,1.3,285.0,583.0,0.0,0.0, 02,02,02
3051,2019-02-02,TLA,0.4,10.0,31.0,41.0,2.0,15.0,17.0,3.0,32.0,46.0,11.5,0.8,273.0,583.0,0.0,0.0, 03,02,02
3082,2019-02-02,TLA,0.4,14.0,30.0,44.0,1.0,10.0,18.0,3.0,28.0,49.0,10.7,1.2,255.0,583.0,0.0,0.0, 04,02,02
3113,2019-02-02,TLA,0.5,17.0,31.0,48.0,1.0,8.0,19.0,2.0,27.0,51.0,10.0,0.8,213.0,582.0,0.0,0.0, 05,02,02
3144,2019-02-02,TLA,0.6,43.0,33.0,76.0,2.0,9.0,18.0,3.0,27.0,52.0,9.7,0.5,240.0,582.0,0.0,0.0, 06,02,02
3175,2019-02-02,TLA,0.8,61.0,32.0,93.0,0.0,15.0,19.0,4.0,34.0,55.0,8.9,1.1,260.0,583.0,0.0,0.0, 07,02,02
3206,2019-02-02,TLA,1.3,110.0,35.0,145.0,1.0,18.0,25.0,5.0,43.0,56.0,8.7,1.1,256.0,583.0,0.0,0.0, 08,02,02
3237,2019-02-02,TLA,1.5,129.0,44.0,173.0,4.0,23.0,36.0,7.0,59.0,47.0,11.6,0.7,257.0,584.0,0.0,0.0, 09,02,02
3577,2019-02-02,TLA,1.7,4.0,45.0,49.0,29.0,31.0,38.0,2.0,68.0,27.0,19.6,2.1,111.0,581.0,0.0,0.0, 20,02,02
3607,2019-02-02,TLA,6.5,9.0,51.0,60.0,20.0,28.0,49.0,2.0,77.0,30.0,18.5,1.8,98.0,582.0,0.0,0.0, 21,02,02
3637,2019-02-02,TLA,2.4,9.0,63.0,72.0,6.0,26.0,42.0,2.0,68.0,32.0,17.3,1.0,132.0,582.0,0.0,0.0, 22,02,02
3667,2019-02-02,TLA,1.3,28.0,63.0,91.0,1.0,27.0,44.0,3.0,71.0,36.0,15.8,1.0,257.0,582.0,0.0,0.0, 23,02,02
3697,2019-02-02,TLA,0.9,13.0,50.0,62.0,8.0,25.0,45.0,10.0,70.0,38.0,14.8,1.7,308.0,582.0,0.0,0.0, 00,02,02
3804,2019-03-02,TLA,0.4,7.0,27.0,34.0,3.0,19.0,27.0,2.0,46.0,41.0,15.6,2.0,315.0,583.0,0.0,0.0, 04,02,03
3835,2019-03-02,TLA,0.4,8.0,26.0,34.0,3.0,8.0,22.0,2.0,30.0,42.0,14.7,2.1,317.0,583.0,0.0,0.0, 05,02,03
3866,2019-03-02,TLA,0.3,21.0,25.0,47.0,2.0,15.0,21.0,2.0,36.0,43.0,14.1,1.1,321.0,583.0,0.0,0.0, 06,02,03
3897,2019-03-02,TLA,0.8,72.0,30.0,103.0,1.0,8.0,17.0,3.0,25.0,45.0,13.5,0.8,317.0,583.0,0.0,0.0, 07,02,03
3928,2019-03-02,TLA,1.0,89.0,29.0,118.0,2.0,10.0,32.0,4.0,42.0,46.0,13.8,1.3,316.0,584.0,0.0,0.0, 08,02,03
3959,2019-03-02,TLA,1.2,83.0,38.0,120.0,6.0,29.0,30.0,4.0,59.0,39.0,16.7,0.9,322.0,584.0,0.0,0.0, 09,02,03
3990,2019-03-02,TLA,1.0,48.0,46.0,94.0,17.0,17.0,39.0,5.0,56.0,34.0,19.1,1.0,330.0,585.0,0.0,0.0, 10,02,03
4020,2019-03-02,TLA,0.8,21.0,39.0,60.0,34.0,44.0,30.0,5.0,75.0,29.0,21.4,1.2,350.0,585.0,0.0,0.0, 11,02,03
4050,2019-03-02,TLA,0.6,17.0,39.0,56.0,44.0,31.0,29.0,7.0,60.0,24.0,23.3,1.8,323.0,584.0,0.0,0.0, 12,02,03
4081,2019-03-02,TLA,0.3,6.0,21.0,27.0,58.0,34.0,26.0,3.0,60.0,18.0,24.5,2.4,22.0,584.0,0.0,0.0, 13,02,03
4112,2019-03-02,TLA,0.2,3.0,21.0,24.0,78.0,23.0,18.0,3.0,42.0,18.0,25.2,2.4,8.0,583.0,0.0,0.0, 14,02,03
4143,2019-03-02,TLA,0.3,2.0,23.0,25.0,96.0,36.0,24.0,3.0,60.0,17.0,26.3,1.9,13.0,582.0,0.0,0.0, 15,02,03
4174,2019-03-02,TLA,0.2,1.0,17.0,18.0,98.0,39.0,22.0,2.0,61.0,14.0,26.7,2.3,26.0,582.0,0.0,0.0, 16,02,03
4205,2019-03-02,TLA,0.5,2.0,24.0,27.0,102.0,27.0,30.0,3.0,57.0,14.0,27.2,2.1,5.0,582.0,0.0,0.0, 17,02,03
4236,2019-03-02,TLA,0.4,2.0,30.0,33.0,101.0,30.0,27.0,4.0,57.0,15.0,26.7,2.9,338.0,582.0,0.0,0.0, 18,02,03
4266,2019-03-02,TLA,0.6,5.0,31.0,38.0,84.0,28.0,25.0,3.0,54.0,16.0,25.5,2.4,356.0,582.0,0.0,0.0, 19,02,03
4297,2019-03-02,TLA,0.9,5.0,37.0,43.0,47.0,29.0,34.0,2.0,63.0,28.0,23.8,2.7,35.0,582.0,0.0,0.0, 20,02,03
