,fecha,id_station,CO,NO,NO2,NOX,O3,PM2.5,PMCO,SO2,PM10,RH,TMP,WSP,WDR,PA,UVA,UVB,hora,dia,mes
248,2013-01-01,MER,1.9,49.0,64.0,113.0,19.0,156.0,53.0,6.0,209.0,55.0,13.5,1.1,87.0,586.0,1.456,0.6509999999999999, 10,01,01
257,2013-01-01,TLA,1.9,41.0,59.0,101.0,22.0,175.0,55.0,6.0,231.0,55.0,13.8,0.1,218.0,583.0,1.462,0.665, 10,01,01
274,2013-01-01,MER,1.0,13.0,37.0,50.0,41.0,85.0,30.0,4.0,116.0,48.0,16.2,1.3,60.0,585.0,2.583,1.555, 11,01,01
283,2013-01-01,TLA,1.0,14.0,37.0,51.0,49.0,126.0,31.0,4.0,157.0,47.0,16.0,1.3,111.0,583.0,2.516,1.5219999999999998, 11,01,01
301,2013-01-01,MER,0.6,5.0,18.0,23.0,51.0,37.0,16.0,2.0,52.0,41.0,18.2,1.6,35.0,585.0,3.198,2.226, 12,01,01
310,2013-01-01,TLA,0.7,8.0,25.0,33.0,60.0,71.0,19.0,2.0,90.0,41.0,18.0,2.1,119.0,582.0,3.135,2.253, 12,01,01
328,2013-01-01,MER,0.5,4.0,15.0,18.0,60.0,22.0,14.0,1.0,36.0,35.0,19.9,1.8,271.0,584.0,3.302,2.423, 13,01,01
337,2013-01-01,TLA,0.5,8.0,19.0,27.0,59.0,43.0,13.0,3.0,56.0,37.0,19.2,1.9,91.0,582.0,3.345,2.569, 13,01,01
355,2013-01-01,MER,0.3,2.0,8.0,9.0,45.0,7.0,11.0,0.0,18.0,28.0,20.8,2.0,155.0,584.0,3.2939999999999996,2.438, 14,01,01
364,2013-01-01,TLA,0.4,4.0,13.0,18.0,69.0,51.0,5.0,1.0,57.0,34.0,20.2,1.3,124.0,581.0,3.054,2.174, 14,01,01
382,2013-01-01,MER,0.3,1.0,9.0,10.0,44.0,6.0,13.0,1.0,19.0,29.0,21.1,2.5,106.0,583.0,2.229,1.5130000000000001, 15,01,01
391,2013-01-01,TLA,0.4,6.0,14.0,20.0,71.0,4.0,17.0,1.0,21.0,29.0,21.1,1.6,103.0,580.0,2.957,1.7990000000000002, 15,01,01
409,2013-01-01,MER,0.4,4.0,13.0,16.0,44.0,12.0,24.0,1.0,36.0,28.0,21.8,3.8,143.0,583.0,2.351,1.179, 16,01,01
435,2013-01-01,MER,0.4,6.0,16.0,21.0,38.0,4.0,23.0,0.0,27.0,29.0,21.3,4.3,173.0,583.0,1.275,0.45399999999999996, 17,01,01
462,2013-01-01,MER,0.4,8.0,21.0,29.0,22.0,5.0,26.0,0.0,32.0,34.0,19.5,3.8,167.0,583.0,0.444,0.09, 18,01,01
489,2013-01-01,MER,0.5,9.0,26.0,36.0,17.0,9.0,21.0,0.0,29.0,39.0,17.7,3.7,164.0,583.0,0.027000000000000003,0.004, 19,01,01
498,2013-01-01,TLA,0.4,4.0,22.0,27.0,20.0,6.0,25.0,0.0,31.0,36.0,17.0,2.1,165.0,581.0,0.021,0.006999999999999999, 19,01,01
516,2013-01-01,MER,0.7,9.0,32.0,42.0,12.0,11.0,20.0,1.0,31.0,42.0,16.6,3.0,144.0,584.0,0.0,0.0, 20,01,01
525,2013-01-01,TLA,0.6,6.0,30.0,36.0,12.0,20.0,15.0,1.0,36.0,41.0,16.5,1.8,136.0,581.0,0.0,0.0, 20,01,01
543,2013-01-01,MER,0.7,7.0,31.0,38.0,12.0,13.0,15.0,1.0,28.0,43.0,15.9,3.0,138.0,584.0,0.0,0.0, 21,01,01
552,2013-01-01,TLA,0.9,25.0,40.0,65.0,3.0,17.0,21.0,1.0,38.0,44.0,15.6,1.2,122.0,581.0,0.0,0.0, 21,01,01
570,2013-01-01,MER,1.1,35.0,41.0,76.0,3.0,21.0,18.0,2.0,39.0,44.0,15.4,1.7,144.0,584.0,0.0,0.0, 22,01,01
597,2013-01-01,MER,1.4,50.0,42.0,92.0,2.0,24.0,27.0,17.0,51.0,53.0,14.4,2.0,323.0,584.0,0.0,0.0, 23,01,01
606,2013-01-01,TLA,0.5,7.0,26.0,34.0,15.0,1.0,23.0,40.0,24.0,68.0,13.1,2.4,303.0,582.0,0.0,0.0, 23,01,01
624,2013-01-01,MER,1.1,35.0,42.0,78.0,1.0,27.0,30.0,32.0,57.0,64.0,13.4,2.0,321.0,584.0,0.0,0.0, 00,01,01
652,2013-02-01,MER,1.4,37.0,60.0,96.0,1.0,33.0,57.0,34.0,90.0,40.0,15.3,1.7,296.0,587.0,0.0,0.0, 01,01,02
680,2013-02-01,MER,1.2,23.0,57.0,80.0,2.0,40.0,47.0,33.0,87.0,43.0,14.5,1.1,317.0,587.0,0.0,0.0, 02,01,02
708,2013-02-01,MER,1.2,23.0,53.0,76.0,2.0,37.0,44.0,30.0,81.0,45.0,13.6,1.1,35.0,587.0,0.0,0.0, 03,01,02
736,2013-02-01,MER,0.9,32.0,53.0,84.0,1.0,40.0,48.0,40.0,88.0,51.0,11.9,0.8,63.0,587.0,0.0,0.0, 04,01,02
764,2013-02-01,MER,1.1,39.0,50.0,89.0,1.0,39.0,48.0,37.0,87.0,54.0,11.1,0.8,87.0,587.0,0.0,0.0, 05,01,02
791,2013-02-01,MER,1.5,75.0,50.0,126.0,1.0,42.0,50.0,27.0,93.0,54.0,10.7,0.7,123.0,587.0,0.0,0.0, 06,01,02
818,2013-02-01,MER,3.0,192.0,52.0,244.0,1.0,46.0,73.0,25.0,119.0,55.0,10.5,0.6,100.0,587.0,0.0,0.0, 07,01,02
845,2013-02-01,MER,2.8,177.0,55.0,232.0,2.0,50.0,76.0,23.0,126.0,54.0,10.3,0.6,63.0,587.0,0.158,0.038, 08,01,02
873,2013-02-01,MER,3.4,208.0,65.0,272.0,3.0,51.0,77.0,27.0,129.0,51.0,11.9,1.0,56.0,588.0,0.846,0.255, 09,01,02
901,2013-02-01,MER,3.1,145.0,83.0,228.0,9.0,59.0,78.0,35.0,137.0,43.0,14.3,0.9,69.0,588.0,1.8719999999999999,0.893, 10,01,02
928,2013-02-01,MER,2.8,78.0,105.0,183.0,25.0,71.0,70.0,24.0,142.0,34.0,17.5,1.4,351.0,588.0,2.8289999999999997,1.838, 11,01,02
955,2013-02-01,MER,1.7,31.0,79.0,110.0,48.0,48.0,48.0,9.0,96.0,23.0,20.3,1.7,337.0,587.0,3.457,2.6839999999999997, 12,01,02
964,2013-02-01,TLA,1.1,41.0,66.0,107.0,40.0,39.0,60.0,9.0,99.0,24.0,20.0,1.0,322.0,585.0,3.343,2.609, 12,01,02
982,2013-02-01,MER,1.3,17.0,61.0,78.0,64.0,45.0,40.0,7.0,85.0,19.0,21.8,1.8,316.0,587.0,3.8369999999999997,3.14, 13,01,02
991,2013-02-01,TLA,0.9,19.0,42.0,61.0,63.0,35.0,48.0,7.0,83.0,20.0,21.8,1.2,288.0,584.0,3.8760000000000003,3.2310000000000003, 13,01,02
1010,2013-02-01,MER,1.5,19.0,66.0,85.0,73.0,46.0,47.0,8.0,93.0,16.0,23.3,2.2,314.0,586.0,3.6489999999999996,2.9189999999999996, 14,01,02
1019,2013-02-01,TLA,1.0,18.0,50.0,68.0,73.0,40.0,56.0,8.0,97.0,19.0,22.9,1.4,261.0,583.0,3.7260000000000004,3.015, 14,01,02
1038,2013-02-01,MER,1.2,13.0,51.0,64.0,86.0,40.0,39.0,6.0,79.0,14.0,24.3,2.0,266.0,585.0,3.532,2.568, 15,01,02
1047,2013-02-01,TLA,0.7,10.0,40.0,50.0,87.0,26.0,45.0,6.0,72.0,16.0,24.2,0.6,192.0,583.0,3.438,2.541, 15,01,02
1066,2013-02-01,MER,1.0,5.0,46.0,51.0,97.0,45.0,34.0,5.0,79.0,11.0,25.2,1.6,39.0,584.0,2.475,1.493, 16,01,02
1075,2013-02-01,TLA,0.9,16.0,49.0,65.0,78.0,36.0,55.0,6.0,91.0,14.0,25.4,1.3,328.0,582.0,2.595,1.5659999999999998, 16,01,02
1094,2013-02-01,MER,1.2,9.0,59.0,68.0,89.0,46.0,41.0,5.0,87.0,10.0,25.9,1.9,315.0,584.0,1.435,0.622, 17,01,02
1103,2013-02-01,TLA,0.8,16.0,43.0,59.0,62.0,35.0,55.0,4.0,90.0,12.0,25.4,2.1,321.0,582.0,1.535,0.6709999999999999, 17,01,02
1122,2013-02-01,MER,1.6,27.0,71.0,98.0,55.0,42.0,51.0,5.0,93.0,10.0,25.8,2.2,318.0,584.0,0.511,0.14, 18,01,02
1131,2013-02-01,TLA,1.0,16.0,42.0,58.0,38.0,9.0,50.0,5.0,58.0,12.0,24.8,3.0,343.0,582.0,0.648,0.172, 18,01,02
1150,2013-02-01,MER,1.5,18.0,75.0,94.0,24.0,26.0,79.0,4.0,105.0,17.0,24.1,2.2,23.0,584.0,0.07400000000000001,0.022000000000000002, 19,01,02
1159,2013-02-01,TLA,1.0,13.0,63.0,76.0,27.0,30.0,151.0,18.0,181.0,22.0,22.3,4.0,335.0,582.0,0.075,0.015, 19,01,02
1178,2013-02-01,MER,1.4,21.0,69.0,90.0,16.0,32.0,118.0,8.0,150.0,25.0,21.5,2.6,347.0,585.0,0.0,0.0, 20,01,02
1187,2013-02-01,TLA,0.9,15.0,55.0,70.0,17.0,30.0,106.0,11.0,136.0,26.0,19.8,4.2,329.0,583.0,0.0,0.0, 20,01,02
1206,2013-02-01,MER,1.2,23.0,59.0,82.0,11.0,25.0,102.0,6.0,128.0,25.0,19.7,3.8,314.0,586.0,0.0,0.0, 21,01,02
1215,2013-02-01,TLA,1.0,27.0,60.0,87.0,9.0,27.0,72.0,53.0,99.0,28.0,18.2,2.8,311.0,584.0,0.0,0.0, 21,01,02
1234,2013-02-01,MER,1.2,28.0,63.0,92.0,4.0,26.0,75.0,29.0,100.0,26.0,18.2,3.2,309.0,587.0,0.0,0.0, 22,01,02
1242,2013-02-01,TLA,1.2,38.0,62.0,101.0,4.0,35.0,65.0,80.0,99.0,32.0,16.8,2.1,303.0,584.0,0.0,0.0, 22,01,02
1261,2013-02-01,MER,1.4,38.0,63.0,101.0,3.0,28.0,69.0,58.0,97.0,29.0,17.3,2.3,296.0,587.0,0.0,0.0, 23,01,02
1269,2013-02-01,TLA,1.0,21.0,57.0,77.0,7.0,22.0,49.0,26.0,70.0,33.0,15.8,1.5,322.0,585.0,0.0,0.0, 23,01,02
1288,2013-02-01,MER,1.1,17.0,57.0,74.0,5.0,24.0,52.0,27.0,76.0,31.0,16.5,2.1,304.0,587.0,0.0,0.0, 00,01,02
1313,2013-03-01,MER,1.3,75.0,48.0,123.0,2.0,45.0,91.0,96.0,136.0,46.0,17.4,1.9,287.0,584.0,0.0,0.0, 01,01,03
1322,2013-03-01,TLA,1.1,73.0,46.0,120.0,2.0,43.0,70.0,108.0,114.0,53.0,15.1,2.3,327.0,581.0,0.0,0.0, 01,01,03
1338,2013-03-01,MER,1.2,73.0,44.0,117.0,2.0,41.0,63.0,74.0,104.0,48.0,16.8,2.1,293.0,584.0,0.0,0.0, 02,01,03
1347,2013-03-01,TLA,1.2,75.0,44.0,119.0,3.0,44.0,65.0,103.0,109.0,55.0,14.6,1.3,324.0,581.0,0.0,0.0, 02,01,03
1363,2013-03-01,MER,0.8,24.0,36.0,60.0,3.0,25.0,35.0,26.0,59.0,48.0,16.9,1.2,265.0,583.0,0.0,0.0, 03,01,03
1372,2013-03-01,TLA,1.2,61.0,42.0,103.0,2.0,50.0,63.0,129.0,113.0,59.0,13.4,2.1,332.0,581.0,0.0,0.0, 03,01,03
1388,2013-03-01,MER,0.8,26.0,36.0,63.0,2.0,28.0,34.0,39.0,62.0,58.0,14.8,1.7,64.0,583.0,0.0,0.0, 04,01,03
1397,2013-03-01,TLA,1.0,55.0,40.0,94.0,2.0,52.0,50.0,133.0,102.0,66.0,11.7,2.9,319.0,581.0,0.0,0.0, 04,01,03
1413,2013-03-01,MER,0.9,35.0,36.0,71.0,2.0,35.0,37.0,58.0,72.0,62.0,13.7,1.7,338.0,583.0,0.0,0.0, 05,01,03
1422,2013-03-01,TLA,1.1,75.0,39.0,114.0,2.0,51.0,47.0,120.0,98.0,69.0,10.9,2.5,316.0,580.0,0.0,0.0, 05,01,03
1438,2013-03-01,MER,1.6,94.0,38.0,132.0,2.0,47.0,53.0,87.0,100.0,60.0,13.6,1.2,324.0,583.0,0.0,0.0, 06,01,03
1447,2013-03-01,TLA,1.5,115.0,38.0,153.0,3.0,57.0,57.0,136.0,114.0,71.0,10.4,2.3,323.0,580.0,0.0,0.0, 06,01,03
1463,2013-03-01,MER,1.9,117.0,40.0,157.0,2.0,44.0,49.0,75.0,93.0,62.0,12.7,1.3,73.0,583.0,0.006,0.0, 07,01,03
1472,2013-03-01,TLA,2.0,184.0,38.0,222.0,2.0,59.0,59.0,136.0,118.0,72.0,9.9,2.5,317.0,581.0,0.009000000000000001,0.005, 07,01,03
1488,2013-03-01,MER,2.9,176.0,48.0,223.0,3.0,60.0,52.0,71.0,112.0,64.0,11.7,1.3,65.0,584.0,0.321,0.064, 08,01,03
1497,2013-03-01,TLA,1.7,149.0,38.0,188.0,3.0,64.0,70.0,83.0,134.0,76.0,8.9,3.2,329.0,581.0,0.319,0.068, 08,01,03
1514,2013-03-01,MER,2.6,127.0,43.0,170.0,5.0,48.0,61.0,44.0,110.0,62.0,13.6,1.7,27.0,584.0,1.212,0.429, 09,01,03
1523,2013-03-01,TLA,1.7,120.0,41.0,160.0,5.0,71.0,84.0,54.0,155.0,74.0,9.4,3.6,331.0,581.0,1.216,0.40399999999999997, 09,01,03
1541,2013-03-01,MER,1.6,57.0,46.0,102.0,15.0,41.0,53.0,20.0,94.0,55.0,16.5,1.7,42.0,584.0,2.378,1.288, 10,01,03
1550,2013-03-01,TLA,1.5,103.0,43.0,147.0,8.0,90.0,89.0,64.0,180.0,71.0,10.4,4.1,334.0,582.0,2.327,1.2309999999999999, 10,01,03
1567,2013-03-01,MER,1.3,31.0,43.0,74.0,28.0,44.0,51.0,16.0,95.0,47.0,18.6,2.1,20.0,584.0,3.245,2.311, 11,01,03
1576,2013-03-01,TLA,1.4,48.0,41.0,90.0,20.0,80.0,88.0,67.0,168.0,62.0,12.6,4.4,338.0,582.0,3.452,2.401, 11,01,03
1593,2013-03-01,MER,1.0,13.0,33.0,45.0,47.0,40.0,54.0,9.0,95.0,41.0,20.3,1.7,54.0,583.0,4.0,3.2439999999999998, 12,01,03
1619,2013-03-01,MER,1.3,18.0,48.0,66.0,55.0,56.0,71.0,18.0,127.0,36.0,21.8,2.4,338.0,583.0,4.07,3.4130000000000003, 13,01,03
1644,2013-03-01,MER,1.1,9.0,38.0,47.0,55.0,51.0,110.0,17.0,161.0,34.0,22.5,2.7,32.0,582.0,2.44,2.032, 14,01,03
1652,2013-03-01,TLA,1.1,17.0,45.0,60.0,43.0,62.0,180.0,66.0,243.0,46.0,16.7,5.3,344.0,580.0,2.167,1.829, 14,01,03
1670,2013-03-01,MER,1.3,22.0,50.0,72.0,40.0,50.0,178.0,34.0,228.0,34.0,21.8,3.4,319.0,582.0,2.294,1.7169999999999999, 15,01,03
1679,2013-03-01,TLA,1.0,16.0,44.0,59.0,37.0,58.0,210.0,67.0,268.0,50.0,15.1,5.8,342.0,580.0,1.3030000000000002,0.938, 15,01,03
1697,2013-03-01,MER,1.5,30.0,50.0,80.0,37.0,49.0,162.0,46.0,210.0,35.0,20.6,4.6,300.0,582.0,2.336,1.4709999999999999, 16,01,03
1706,2013-03-01,TLA,1.0,18.0,40.0,58.0,36.0,53.0,148.0,59.0,201.0,49.0,15.3,5.7,353.0,579.0,1.095,0.7, 16,01,03
1724,2013-03-01,MER,1.5,27.0,53.0,80.0,30.0,46.0,121.0,48.0,167.0,37.0,19.4,4.0,299.0,582.0,1.138,0.579, 17,01,03
1733,2013-03-01,TLA,1.1,23.0,48.0,71.0,30.0,48.0,126.0,81.0,174.0,46.0,16.0,5.2,355.0,579.0,1.171,0.526, 17,01,03
1751,2013-03-01,MER,1.5,27.0,53.0,80.0,26.0,47.0,99.0,50.0,146.0,37.0,18.8,3.6,308.0,582.0,0.455,0.13699999999999998, 18,01,03
1760,2013-03-01,TLA,0.9,21.0,41.0,61.0,28.0,36.0,158.0,54.0,194.0,44.0,16.0,6.2,350.0,579.0,0.9059999999999999,0.221, 18,01,03
1778,2013-03-01,MER,1.3,22.0,43.0,65.0,19.0,32.0,157.0,32.0,189.0,40.0,16.7,4.6,309.0,583.0,0.085,0.015, 19,01,03
1787,2013-03-01,TLA,0.7,14.0,35.0,49.0,19.0,37.0,261.0,23.0,298.0,53.0,11.6,7.4,345.0,580.0,0.168,0.033, 19,01,03
1805,2013-03-01,MER,1.0,19.0,31.0,50.0,17.0,21.0,180.0,12.0,201.0,49.0,12.3,5.4,315.0,584.0,0.0,0.0, 20,01,03
1814,2013-03-01,TLA,0.7,11.0,33.0,44.0,16.0,26.0,144.0,7.0,169.0,62.0,8.1,6.8,347.0,582.0,0.0,0.0, 20,01,03
1832,2013-03-01,MER,0.8,17.0,29.0,45.0,18.0,19.0,71.0,12.0,90.0,54.0,9.9,4.8,318.0,586.0,0.0,0.0, 21,01,03
1841,2013-03-01,TLA,0.7,13.0,37.0,50.0,11.0,37.0,56.0,16.0,93.0,63.0,7.4,5.0,345.0,583.0,0.0,0.0, 21,01,03
1859,2013-03-01,MER,0.9,20.0,37.0,58.0,9.0,25.0,43.0,21.0,68.0,56.0,8.9,4.0,318.0,587.0,0.0,0.0, 22,01,03
1868,2013-03-01,TLA,0.9,21.0,38.0,59.0,9.0,19.0,38.0,38.0,57.0,61.0,7.7,3.6,303.0,584.0,0.0,0.0, 22,01,03
1886,2013-03-01,MER,0.8,14.0,38.0,52.0,7.0,27.0,40.0,37.0,67.0,53.0,8.9,4.3,307.0,587.0,0.0,0.0, 23,01,03
1895,2013-03-01,TLA,0.6,10.0,27.0,37.0,20.0,13.0,34.0,21.0,46.0,54.0,7.8,4.4,303.0,584.0,0.0,0.0, 23,01,03
1913,2013-03-01,MER,0.6,32.0,34.0,66.0,20.0,21.0,46.0,15.0,67.0,44.0,8.7,5.1,315.0,587.0,0.0,0.0, 00,01,03
1922,2013-03-01,TLA,0.4,5.0,19.0,24.0,33.0,9.0,29.0,5.0,38.0,48.0,7.1,4.1,330.0,585.0,0.0,0.0, 00,01,03
1938,2013-04-01,MER,1.0,16.0,43.0,58.0,6.0,15.0,21.0,1.0,36.0,33.0,19.1,1.7,205.0,585.0,0.0,0.0, 01,01,04
1963,2013-04-01,MER,1.6,60.0,48.0,109.0,1.0,18.0,27.0,3.0,44.0,37.0,17.8,1.2,130.0,585.0,0.0,0.0, 02,01,04
1988,2013-04-01,MER,1.6,72.0,48.0,119.0,0.0,23.0,28.0,3.0,51.0,39.0,17.5,1.1,350.0,585.0,0.0,0.0, 03,01,04
2013,2013-04-01,MER,1.9,91.0,47.0,138.0,1.0,35.0,36.0,3.0,71.0,41.0,17.0,0.8,247.0,585.0,0.0,0.0, 04,01,04
2038,2013-04-01,MER,2.1,124.0,45.0,169.0,1.0,30.0,41.0,4.0,71.0,44.0,16.3,0.9,83.0,585.0,0.0,0.0, 05,01,04
2063,2013-04-01,MER,2.1,112.0,43.0,155.0,1.0,40.0,50.0,4.0,90.0,48.0,15.4,0.7,82.0,585.0,0.002,0.0, 06,01,04
2072,2013-04-01,TLA,0.9,38.0,39.0,76.0,1.0,18.0,21.0,2.0,39.0,45.0,14.0,1.1,253.0,582.0,0.005,0.0, 06,01,04
2088,2013-04-01,MER,2.8,175.0,46.0,221.0,1.0,35.0,48.0,5.0,83.0,47.0,15.0,1.0,176.0,585.0,0.06,0.011000000000000001, 07,01,04
2096,2013-04-01,TLA,2.0,144.0,43.0,186.0,2.0,26.0,29.0,5.0,55.0,45.0,13.8,0.5,212.0,583.0,0.064,0.009000000000000001, 07,01,04
2111,2013-04-01,MER,2.3,119.0,49.0,167.0,2.0,27.0,42.0,4.0,69.0,42.0,16.2,1.1,160.0,586.0,0.6709999999999999,0.171, 08,01,04
2120,2013-04-01,TLA,3.0,259.0,56.0,314.0,3.0,32.0,51.0,9.0,83.0,40.0,16.0,0.1,278.0,583.0,0.662,0.161, 08,01,04
2134,2013-04-01,MER,2.6,92.0,73.0,166.0,9.0,35.0,49.0,4.0,84.0,37.0,18.6,1.3,117.0,586.0,1.7269999999999999,0.812, 09,01,04
2143,2013-04-01,TLA,2.0,90.0,65.0,156.0,11.0,41.0,48.0,5.0,89.0,36.0,17.9,1.3,119.0,584.0,1.6840000000000002,0.747, 09,01,04
2157,2013-04-01,MER,2.4,80.0,99.0,179.0,21.0,53.0,49.0,5.0,102.0,31.0,21.0,1.3,81.0,586.0,2.772,1.8880000000000001, 10,01,04
2166,2013-04-01,TLA,1.5,59.0,69.0,128.0,24.0,39.0,43.0,6.0,82.0,29.0,20.8,0.6,109.0,584.0,2.9360000000000004,1.954, 10,01,04
2179,2013-04-01,MER,1.3,25.0,59.0,84.0,46.0,38.0,28.0,3.0,66.0,21.0,23.2,1.5,70.0,586.0,4.037,3.3789999999999996, 11,01,04
2188,2013-04-01,TLA,1.0,23.0,41.0,64.0,45.0,17.0,31.0,3.0,48.0,19.0,23.4,0.7,266.0,583.0,3.9989999999999997,3.2960000000000003, 11,01,04
2200,2013-04-01,MER,0.9,9.0,32.0,41.0,70.0,21.0,21.0,2.0,42.0,14.0,24.8,2.0,72.0,585.0,4.591,4.2139999999999995, 12,01,04
2209,2013-04-01,TLA,1.0,18.0,39.0,56.0,58.0,25.0,33.0,3.0,58.0,17.0,24.7,0.9,8.0,583.0,4.295,3.906, 12,01,04
2221,2013-04-01,MER,0.9,7.0,32.0,39.0,89.0,28.0,27.0,2.0,55.0,12.0,26.1,2.5,88.0,585.0,4.686,4.273, 13,01,04
2230,2013-04-01,TLA,1.0,14.0,33.0,47.0,74.0,28.0,33.0,3.0,60.0,16.0,25.4,1.6,49.0,582.0,4.51,4.181, 13,01,04
2243,2013-04-01,MER,0.8,4.0,28.0,32.0,110.0,30.0,27.0,1.0,57.0,11.0,27.1,2.5,157.0,584.0,4.513,3.8560000000000003, 14,01,04
2252,2013-04-01,TLA,0.7,8.0,29.0,36.0,94.0,22.0,33.0,3.0,55.0,15.0,26.0,1.3,131.0,582.0,3.227,2.908, 14,01,04
2265,2013-04-01,MER,0.9,4.0,30.0,34.0,122.0,31.0,27.0,1.0,59.0,11.0,27.6,2.1,307.0,583.0,3.408,2.568, 15,01,04
2274,2013-04-01,TLA,0.9,11.0,24.0,34.0,92.0,19.0,25.0,2.0,44.0,14.0,26.5,1.0,309.0,581.0,2.21,1.749, 15,01,04
2288,2013-04-01,MER,1.1,5.0,40.0,46.0,105.0,29.0,32.0,1.0,62.0,12.0,27.4,2.1,262.0,583.0,1.4969999999999999,0.945, 16,01,04
2297,2013-04-01,TLA,0.6,6.0,21.0,26.0,93.0,20.0,24.0,1.0,44.0,14.0,26.7,0.3,179.0,580.0,1.94,1.2819999999999998, 16,01,04
2312,2013-04-01,MER,1.0,7.0,38.0,44.0,67.0,32.0,61.0,1.0,93.0,22.0,26.4,4.5,182.0,582.0,0.89,0.446, 17,01,04
2321,2013-04-01,TLA,0.7,4.0,26.0,30.0,93.0,26.0,36.0,1.0,62.0,16.0,26.2,1.7,150.0,580.0,0.64,0.332, 17,01,04
2335,2013-04-01,MER,0.9,3.0,35.0,38.0,69.0,28.0,51.0,1.0,80.0,24.0,25.0,4.2,168.0,583.0,0.387,0.125, 18,01,04
2344,2013-04-01,TLA,0.7,5.0,32.0,36.0,58.0,24.0,44.0,1.0,67.0,19.0,25.3,3.6,237.0,580.0,0.24100000000000002,0.083, 18,01,04
2359,2013-04-01,MER,1.2,7.0,49.0,57.0,55.0,27.0,34.0,1.0,61.0,25.0,23.6,4.1,183.0,583.0,0.053,0.009000000000000001, 19,01,04
2368,2013-04-01,TLA,0.7,8.0,27.0,34.0,40.0,17.0,65.0,1.0,83.0,22.0,24.0,3.7,247.0,581.0,0.08,0.027999999999999997, 19,01,04
2383,2013-04-01,MER,0.9,3.0,33.0,36.0,36.0,18.0,31.0,1.0,49.0,31.0,21.5,3.8,151.0,584.0,0.0,0.0, 20,01,04
2392,2013-04-01,TLA,0.7,6.0,32.0,39.0,35.0,15.0,41.0,1.0,57.0,30.0,21.2,3.2,149.0,582.0,0.0,0.0, 20,01,04
2406,2013-04-01,MER,0.9,1.0,36.0,37.0,40.0,19.0,26.0,1.0,44.0,32.0,20.7,3.0,105.0,585.0,0.0,0.0, 21,01,04
2415,2013-04-01,TLA,0.8,10.0,40.0,50.0,34.0,24.0,38.0,2.0,63.0,34.0,20.4,4.0,108.0,582.0,0.0,0.0, 21,01,04
2430,2013-04-01,MER,0.8,1.0,33.0,34.0,38.0,25.0,42.0,1.0,67.0,37.0,19.2,3.3,43.0,585.0,0.0,0.0, 22,01,04
2439,2013-04-01,TLA,0.7,30.0,50.0,79.0,25.0,32.0,42.0,11.0,75.0,38.0,19.1,3.3,79.0,583.0,0.0,0.0, 22,01,04
2454,2013-04-01,MER,0.9,4.0,45.0,48.0,23.0,32.0,28.0,1.0,60.0,38.0,18.8,1.4,51.0,586.0,0.0,0.0, 23,01,04
2463,2013-04-01,TLA,0.8,4.0,35.0,39.0,32.0,23.0,20.0,2.0,42.0,38.0,18.7,1.4,165.0,583.0,0.0,0.0, 23,01,04
